K,dataset,graphid,kmax,n,m,tr_utility,ts_utility,tr_size,ts_size,tr_only-Ns,ts_only-Ns,tr_empty_adj,ts_empty_adj,tr_perf1,ts_perf1,tr_perf2,ts_perf2,tr_perf3,ts_perf3,greedyTime
3,studentmath (30),5,6,206,39,123.11166666666668,52.04833333333332,144.0,62.0,4.04,1.96,0.0,0.0,87.96220999999997,86.69066,85.49421999999998,83.94896999999999,87.65403,86.34723999999999,0.13438826322555542
4,studentmath (30),5,6,206,39,128.55,54.13333333333334,144.0,62.0,4.04,1.96,0.0,0.0,91.84744999999997,90.1612,89.27081999999997,87.31184000000002,91.63902,89.90991,0.17471482753753662
5,studentmath (30),5,6,206,39,132.52999999999997,55.62166666666667,144.0,62.0,4.04,1.96,0.0,0.0,94.69098,92.64112999999998,92.03472,89.71238,94.55545999999998,92.45444999999998,0.21452518224716186
1,studentmath (30),6,7,206,39,101.97285714285712,42.23571428571429,144.0,62.0,1.33,0.67,0.0,0.0,71.47444999999999,68.86437000000001,70.81451000000001,68.12210999999999,71.34611,68.68155999999999,0.04968369245529175
2,studentmath (30),6,7,206,39,120.2457142857143,51.4457142857143,144.0,62.0,1.33,0.67,0.0,0.0,84.28202999999998,83.88001,83.50396,82.97694,84.21115,83.78549,0.09684792041778564
3,studentmath (30),6,7,206,39,128.48714285714289,54.015714285714274,144.0,62.0,1.33,0.67,0.0,0.0,90.05798999999999,88.06952999999997,89.22717999999999,87.12212999999998,90.01304999999998,87.99642,0.14339772939682008
4,studentmath (30),6,7,206,39,134.4142857142857,56.695714285714295,144.0,62.0,1.33,0.67,0.0,0.0,94.21242999999998,92.43924000000001,93.34323,91.44470000000001,94.18612000000002,92.39409000000002,0.19102780580520629
5,studentmath (30),6,7,206,39,138.56428571428572,58.88571428571429,144.0,62.0,1.33,0.67,0.0,0.0,97.12169000000002,96.01117000000002,96.22523000000001,94.97695,97.10855000000001,95.98550000000002,0.23209062337875366
1,studentmath (30),7,8,206,39,106.54,44.42125,144.0,62.0,0.69,0.31,0.0,0.0,74.34272999999999,72.00898,73.98615999999998,71.6472,74.34272999999999,72.00898,0.05420815467834473
2,studentmath (30),7,8,206,39,124.755,53.34,144.0,62.0,0.69,0.31,0.0,0.0,87.05275,86.46710000000002,86.63543000000001,86.03225000000002,87.05275,86.46710000000002,0.1065061354637146
3,studentmath (30),7,8,206,39,132.43,55.5475,144.0,62.0,0.69,0.31,0.0,0.0,92.40849,90.04448000000001,91.96529000000001,89.59272999999999,92.40849,90.04448000000001,0.1570644760131836
4,studentmath (30),7,8,206,39,137.44625,57.9175,144.0,62.0,0.69,0.31,0.0,0.0,95.90843999999998,93.88556,95.44877999999999,93.41529999999999,95.90843999999998,93.88556,0.2113284683227539
5,studentmath (30),7,8,206,39,140.68375,59.46625,144.0,62.0,0.69,0.31,0.0,0.0,98.16751000000002,96.39631,97.69704,95.91336000000001,98.16751000000002,96.39631,0.256760880947113
1,studentmath (30),8,9,206,39,111.06666666666668,46.544444444444444,144.0,62.0,0.0,0.0,0.0,0.0,77.12962,75.07169,77.12962,75.07169,77.12962,75.07169,0.05817295551300049
2,studentmath (30),8,9,206,39,129.32555555555555,55.42333333333334,144.0,62.0,0.0,0.0,0.0,0.0,89.80936,89.39243999999997,89.80936,89.39243999999997,89.80936,89.39243999999997,0.11095031976699829
3,studentmath (30),8,9,206,39,136.21222222222218,57.538888888888906,144.0,62.0,0.0,0.0,0.0,0.0,94.59182000000001,92.80463999999998,94.59182000000001,92.80463999999998,94.59182000000001,92.80463999999998,0.16781975507736205
4,studentmath (30),8,9,206,39,139.98333333333335,58.8211111111111,144.0,62.0,0.0,0.0,0.0,0.0,97.21070000000002,94.87279000000001,97.21070000000002,94.87279000000001,97.21070000000002,94.87279000000001,0.22553339958190918
5,studentmath (30),8,9,206,39,142.39555555555557,60.11888888888889,144.0,62.0,0.0,0.0,0.0,0.0,98.88584,96.96592000000001,98.88584,96.96592000000001,98.88584,96.96592000000001,0.27521214723587034
1,studentmath (30),9,10,206,39,114.132,47.918,144.0,62.0,0.0,0.0,0.0,0.0,79.25834999999998,77.28712,79.25834999999998,77.28712,79.25834999999998,77.28712,0.058190712928771975
2,studentmath (30),9,10,206,39,132.647,56.834999999999994,144.0,62.0,0.0,0.0,0.0,0.0,92.11600000000003,91.66931999999998,92.11600000000003,91.66931999999998,92.11600000000003,91.66931999999998,0.11458303928375244
3,studentmath (30),9,10,206,39,138.689,58.91299999999999,144.0,62.0,0.0,0.0,0.0,0.0,96.31179,95.02098,96.31179,95.02098,96.31179,95.02098,0.16977522134780884
4,studentmath (30),9,10,206,39,141.65800000000002,59.942,144.0,62.0,0.0,0.0,0.0,0.0,98.37362000000002,96.6807,98.37362000000002,96.6807,98.37362000000002,96.6807,0.22587241411209105
5,studentmath (30),9,10,206,39,143.292,60.75299999999999,144.0,62.0,0.0,0.0,0.0,0.0,99.50836000000001,97.98875999999998,99.50836000000001,97.98875999999998,99.50836000000001,97.98875999999998,0.2732690358161926
