K,F(Sg+ U Sg-)*,(Sg+ U Sg-)*,F(Sr+ U Sr-)*,(Sr+ U Sr-)*,F(Sg),Sg,F(Sr),Sr,F(Sgfull),Sgfull,F(Srfull),Srfull,F(Sg+ U Sg-)*/F(Sr+ U Sr-)*,F(Sg+ U Sg-)*/F(Sgfull),F(Sr+ U Sr-)*/F(Srfull),F(Sg)/F(Sr),F(Sg)/F(Sgfull),F(Sr)/F(Srfull),budgetGreedyTime,budgetRdmTime,kmax,n,m,dataset,graphid
1,157.88888888888889,{38},148.8888888888889,{6},157.88888888888889,{38},137.33333333333331,{7},206.0,"{0, 2, 38, 6, 9, 24, 28}",206,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0604477611940297,0.7664509169363538,0.7227615965480044,1.149676375404531,0.7664509169363538,0.6666666666666666,0.05766892433166504,0.0016329288482666016,9,206,39,studentmath (30),8
2,185.11111111111114,"{2, 38}",167.11111111111123,"{0, 6}",185.11111111111114,"{2, 38}",145.2222222222222,"{1, 7}",206.0,"{0, 2, 38, 6, 9, 24, 28}",206,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.1077127659574462,0.8985976267529667,0.8112189859762681,1.2746748278500386,0.8985976267529667,0.7049622437971952,0.10483002662658691,0.0016188621520996094,9,206,39,studentmath (30),8
3,194.22222222222226,"{0, 2, 38}",172.1111111111112,"{0, 27, 6}",194.22222222222226,"{0, 2, 38}",151.1111111111111,"{1, 18, 7}",206.0,"{0, 2, 38, 6, 9, 24, 28}",206,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.128469980632666,0.9428263214670983,0.8354908306364621,1.2852941176470594,0.9428263214670983,0.7335490830636461,0.1630690097808838,0.0017249584197998047,9,206,39,studentmath (30),8
4,199.22222222222223,"{0, 2, 28, 38}",185.6666666666667,"{0, 27, 6, 7}",199.22222222222223,"{0, 2, 28, 38}",151.49999999999997,"{1, 18, 15, 7}",206.0,"{0, 2, 38, 6, 9, 24, 28}",206,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.073010173548773,0.9670981661272924,0.9012944983818773,1.3149981664833152,0.9670981661272924,0.7354368932038834,0.2048201560974121,0.0016448497772216797,9,206,39,studentmath (30),8
5,203.11111111111111,"{0, 2, 38, 24, 28}",187.77777777777783,"{0, 7, 6, 39, 27}",203.11111111111111,"{0, 2, 38, 24, 28}",151.94444444444443,"{1, 7, 14, 15, 18}",206.0,"{0, 2, 38, 6, 9, 24, 28}",206,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0816568047337276,0.9859762675296656,0.911542610571737,1.3367458866544792,0.9859762675296656,0.7375943905070118,0.33770322799682617,0.002065896987915039,9,206,39,studentmath (30),8
1,162.40000000000003,{38},153.0,{6},162.40000000000003,{38},139.7,{7},206.0,"{0, 2, 38, 6, 24, 28}",206,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0614379084967323,0.788349514563107,0.7427184466019418,1.1624910522548322,0.788349514563107,0.6781553398058252,0.06534290313720703,0.0009109973907470703,10,206,39,studentmath (30),9
2,189.8,"{2, 38}",170.80000000000004,"{0, 6}",189.8,"{2, 38}",147.59999999999997,"{1, 7}",206.0,"{0, 2, 38, 6, 24, 28}",206,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.1112412177985946,0.921359223300971,0.8291262135922332,1.285907859078591,0.921359223300971,0.7165048543689319,0.11731624603271484,0.002070903778076172,10,206,39,studentmath (30),9
3,198.2,"{0, 2, 38}",177.10000000000005,"{0, 27, 6}",198.2,"{0, 2, 38}",153.60000000000002,"{1, 18, 7}",206.0,"{0, 2, 38, 6, 24, 28}",206,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.1191417278373796,0.962135922330097,0.8597087378640779,1.290364583333333,0.962135922330097,0.7456310679611652,0.1619420051574707,0.0017647743225097656,10,206,39,studentmath (30),9
4,202.2,"{0, 2, 28, 38}",189.5,"{0, 27, 6, 7}",202.2,"{0, 2, 28, 38}",153.94444444444443,"{1, 18, 15, 7}",206.0,"{0, 2, 38, 6, 24, 28}",206,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.067018469656992,0.9815533980582524,0.9199029126213593,1.3134608444604836,0.9815533980582524,0.7473031283710895,0.2848780155181885,0.0019860267639160156,10,206,39,studentmath (30),9
5,204.9,"{0, 2, 38, 24, 28}",192.5,"{0, 7, 6, 39, 27}",204.9,"{0, 2, 38, 24, 28}",154.4222222222222,"{1, 7, 14, 15, 18}",206.0,"{0, 2, 38, 6, 24, 28}",206,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0644155844155845,0.9946601941747573,0.9344660194174758,1.3268815656929058,0.9946601941747573,0.7496224379719524,0.4164595603942871,0.003195047378540039,10,206,39,studentmath (30),9
