[k](T+),F(S+),S+,[K-k](T-),F(S-),S-,S+ U S-,F(S+ U S-),graphid
3,90.0,"{16, 26, 4}",1,86.5,{34},"{16, 26, 4, 34}",90.0,1
4,91.5,"{16, 26, 4, 14}",0,81.5,set(),"{16, 26, 4, 14}",91.5,1
0,81.5,set(),5,97.0,"{34, 7, 13, 46, 18}","{34, 18, 7, 13, 46}",97.0,1
1,85.0,{16},4,95.5,"{34, 18, 13, 7}","{16, 34, 18, 7, 13}",96.0,1
2,88.5,"{16, 26}",3,94.0,"{34, 18, 13}","{16, 34, 18, 26, 13}",95.0,1
3,90.0,"{16, 26, 4}",2,91.5,"{34, 18}","{16, 34, 18, 4, 26}",94.0,1
4,91.5,"{16, 26, 4, 14}",1,86.5,{34},"{16, 34, 4, 26, 14}",91.5,1
5,92.5,"{4, 10, 14, 16, 26}",0,81.5,set(),"{16, 26, 4, 10, 14}",92.5,1
0,85.33333333333336,set(),1,90.66666666666669,{18},{18},90.66666666666669,2
1,90.33333333333336,{26},0,85.33333333333336,set(),{26},90.33333333333336,2
0,85.33333333333336,set(),2,95.83333333333334,"{18, 34}","{18, 34}",95.83333333333334,2
1,90.33333333333336,{26},1,90.66666666666669,{18},"{26, 18}",95.33333333333334,2
2,95.33333333333334,"{26, 35}",0,85.33333333333336,set(),"{26, 35}",95.33333333333334,2
0,85.33333333333336,set(),3,99.83333333333334,"{18, 34, 46}","{18, 34, 46}",99.83333333333334,2
1,90.33333333333336,{26},2,95.83333333333334,"{18, 34}","{26, 18, 34}",96.16666666666667,2
2,95.33333333333334,"{26, 35}",1,90.66666666666669,{18},"{18, 26, 35}",98.16666666666667,2
3,98.66666666666667,"{9, 26, 35}",0,85.33333333333336,set(),"{9, 26, 35}",98.66666666666667,2
0,85.33333333333336,set(),4,102.66666666666667,"{18, 34, 28, 46}","{18, 34, 28, 46}",102.66666666666667,2
1,90.33333333333336,{26},3,99.83333333333334,"{18, 34, 46}","{26, 18, 34, 46}",99.83333333333334,2
2,95.33333333333334,"{26, 35}",2,95.83333333333334,"{18, 34}","{18, 26, 35, 34}",99.00000000000001,2
3,98.66666666666667,"{9, 26, 35}",1,90.66666666666669,{18},"{18, 9, 26, 35}",100.16666666666667,2
4,100.33333333333334,"{16, 9, 26, 35}",0,85.33333333333336,set(),"{16, 9, 26, 35}",100.33333333333334,2
0,85.33333333333336,set(),5,104.50000000000001,"{34, 11, 46, 18, 28}","{34, 18, 11, 28, 46}",104.50000000000001,2
1,90.33333333333336,{26},4,102.66666666666667,"{18, 34, 28, 46}","{18, 34, 26, 28, 46}",102.66666666666667,2
2,95.33333333333334,"{26, 35}",3,99.83333333333334,"{18, 34, 46}","{18, 35, 34, 26, 46}",99.83333333333334,2
3,98.66666666666667,"{9, 26, 35}",2,95.83333333333334,"{18, 34}","{18, 35, 34, 9, 26}",101.0,2
4,100.33333333333334,"{16, 9, 26, 35}",1,90.66666666666669,{18},"{16, 18, 35, 9, 26}",101.66666666666666,2
5,102.00000000000001,"{35, 9, 14, 16, 26}",0,85.33333333333336,set(),"{16, 35, 9, 26, 14}",102.00000000000001,2
0,82.5,set(),1,88.00000000000001,{18},{18},88.00000000000001,3
1,88.25,{16},0,82.5,set(),{16},88.25,3
0,82.5,set(),2,92.5,"{18, 34}","{18, 34}",92.5,3
1,88.25,{16},1,88.00000000000001,{18},"{16, 18}",92.5,3
2,93.5,"{16, 35}",0,82.5,set(),"{16, 35}",93.5,3
0,82.5,set(),3,96.41666666666666,"{18, 34, 46}","{18, 34, 46}",96.41666666666666,3
1,88.25,{16},2,92.5,"{18, 34}","{16, 18, 34}",93.66666666666667,3
2,93.5,"{16, 35}",1,88.00000000000001,{18},"{16, 18, 35}",95.91666666666666,3
3,98.0,"{16, 27, 35}",0,82.5,set(),"{16, 27, 35}",98.0,3
0,82.5,set(),4,99.91666666666666,"{18, 34, 46, 44}","{18, 34, 46, 44}",99.91666666666666,3
1,88.25,{16},3,96.41666666666666,"{18, 34, 46}","{16, 18, 34, 46}",97.58333333333334,3
2,93.5,"{16, 35}",2,92.5,"{18, 34}","{16, 18, 35, 34}",97.08333333333333,3
3,98.0,"{16, 27, 35}",1,88.00000000000001,{18},"{16, 27, 18, 35}",100.41666666666666,3
4,101.0,"{16, 27, 35, 24}",0,82.5,set(),"{16, 27, 35, 24}",101.0,3
0,82.5,set(),5,102.75000000000003,"{34, 11, 44, 46, 18}","{34, 18, 11, 44, 46}",102.75000000000003,3
1,88.25,{16},4,99.91666666666666,"{18, 34, 46, 44}","{16, 18, 34, 44, 46}",101.08333333333333,3
2,93.5,"{16, 35}",3,96.41666666666666,"{18, 34, 46}","{16, 18, 35, 34, 46}",97.58333333333334,3
3,98.0,"{16, 27, 35}",2,92.5,"{18, 34}","{16, 18, 35, 34, 27}",101.58333333333333,3
4,101.0,"{16, 27, 35, 24}",1,88.00000000000001,{18},"{16, 18, 35, 24, 27}",102.16666666666666,3
5,103.75,"{35, 38, 16, 24, 27}",0,82.5,set(),"{16, 35, 38, 24, 27}",103.75,3
0,82.1999999999999,set(),1,87.1999999999999,{18},{18},87.1999999999999,4
1,89.19999999999996,{27},0,82.1999999999999,set(),{27},89.19999999999996,4
0,82.1999999999999,set(),2,91.39999999999992,"{18, 46}","{18, 46}",91.39999999999992,4
1,89.19999999999996,{27},1,87.1999999999999,{18},"{18, 27}",94.19999999999997,4
2,95.59999999999997,"{10, 27}",0,82.1999999999999,set(),"{10, 27}",95.59999999999997,4
0,82.1999999999999,set(),3,95.14999999999996,"{18, 13, 46}","{18, 13, 46}",95.14999999999996,4
1,89.19999999999996,{27},2,91.39999999999992,"{18, 46}","{18, 27, 46}",98.39999999999998,4
2,95.59999999999997,"{10, 27}",1,87.1999999999999,{18},"{18, 10, 27}",98.19999999999997,4
3,100.39999999999996,"{16, 10, 27}",0,82.1999999999999,set(),"{16, 10, 27}",100.39999999999996,4
0,82.1999999999999,set(),4,98.84999999999998,"{18, 44, 13, 46}","{18, 44, 13, 46}",98.84999999999998,4
1,89.19999999999996,{27},3,95.14999999999996,"{18, 13, 46}","{18, 27, 13, 46}",99.49999999999999,4
2,95.59999999999997,"{10, 27}",2,91.39999999999992,"{18, 46}","{18, 10, 27, 46}",99.43333333333331,4
3,100.39999999999996,"{16, 10, 27}",1,87.1999999999999,{18},"{16, 18, 10, 27}",102.14999999999996,4
4,103.39999999999996,"{16, 1, 10, 27}",0,82.1999999999999,set(),"{16, 1, 10, 27}",103.39999999999996,4
0,82.1999999999999,set(),5,102.53333333333332,"{34, 44, 13, 46, 18}","{34, 18, 44, 13, 46}",102.53333333333332,4
1,89.19999999999996,{27},4,98.84999999999998,"{18, 44, 13, 46}","{18, 27, 44, 13, 46}",102.25,4
2,95.59999999999997,"{10, 27}",3,95.14999999999996,"{18, 13, 46}","{18, 10, 27, 13, 46}",100.53333333333332,4
3,100.39999999999996,"{16, 10, 27}",2,91.39999999999992,"{18, 46}","{16, 18, 10, 27, 46}",103.06666666666663,4
