K,F(Sg+ U Sg-)*,(Sg+ U Sg-)*,F(Sr+ U Sr-)*,(Sr+ U Sr-)*,F(Sg),Sg,F(Sr),Sr,F(Sgfull),Sgfull,F(Srfull),Srfull,F(Sg+ U Sg-)*/F(Sr+ U Sr-)*,F(Sg+ U Sg-)*/F(Sgfull),F(Sr+ U Sr-)*/F(Srfull),F(Sg)/F(Sr),F(Sg)/F(Sgfull),F(Sr)/F(Srfull),budgetGreedyTime,budgetRdmTime,r,n,m,dataset,graphid
3,107.0,{0},107.0,"{9, 29, 7}",107.0,{0},107.0,"{40, 1, 7}",107.0,{0},107,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,1.0,1.0,1.0,1.0,1.0,0.35665106773376465,0.003503084182739258,8.0,112,50,productivity (11),8
4,107.0,{0},107.0,"{9, 34, 29, 7}",107.0,{0},107.0,"{40, 1, 47, 7}",107.0,{0},107,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,1.0,1.0,1.0,1.0,1.0,0.2948031425476074,0.0019207000732421875,8.0,112,50,productivity (11),8
5,107.0,{0},107.0,"{34, 7, 9, 44, 29}",107.0,{0},107.0,"{1, 7, 40, 47, 17}",107.0,{0},107,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,1.0,1.0,1.0,1.0,1.0,0.2954530715942383,0.0028738975524902344,8.0,112,50,productivity (11),8
1,108.0,{6},107.625,{9},108.0,{6},107.625,{40},108.0,{6},108,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0034843205574913,1.0,0.9965277777777778,1.0034843205574913,1.0,0.9965277777777778,0.1595909595489502,0.003473043441772461,8.5,112,50,productivity (11),9
2,108.0,{6},107.625,"{9, 29}",108.0,{6},107.625,"{40, 7}",108.0,{6},108,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0034843205574913,1.0,0.9965277777777778,1.0034843205574913,1.0,0.9965277777777778,0.3077418804168701,0.002106189727783203,8.5,112,50,productivity (11),9
3,108.0,{6},107.625,"{9, 29, 7}",108.0,{6},107.625,"{40, 1, 7}",108.0,{6},108,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0034843205574913,1.0,0.9965277777777778,1.0034843205574913,1.0,0.9965277777777778,0.25472426414489746,0.0033369064331054688,8.5,112,50,productivity (11),9
4,108.0,{6},107.71428571428571,"{9, 34, 29, 7}",108.0,{6},107.625,"{40, 1, 47, 7}",108.0,{6},108,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0026525198938994,1.0,0.9973544973544973,1.0034843205574913,1.0,0.9965277777777778,0.27887892723083496,0.002103090286254883,8.5,112,50,productivity (11),9
5,108.0,{6},107.71428571428571,"{34, 7, 9, 44, 29}",108.0,{6},107.625,"{1, 7, 40, 47, 17}",108.0,{6},108,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0026525198938994,1.0,0.9973544973544973,1.0034843205574913,1.0,0.9965277777777778,0.2834949493408203,0.003895998001098633,8.5,112,50,productivity (11),9
1,108.0,{1},107.78125,{9},108.0,{1},108.0,{40},108.0,{1},108,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0020295737895042,1.0,0.9979745370370371,1.0,1.0,1.0,0.16087079048156738,0.0034601688385009766,9.0,112,50,productivity (11),10
2,108.0,{1},108.0,"{9, 1}",108.0,{1},108.0,"{40, 7}",108.0,{1},108,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,1.0,1.0,1.0,1.0,1.0,0.2885730266571045,0.003261089324951172,9.0,112,50,productivity (11),10
3,108.0,{1},108.0,"{9, 29, 1}",108.0,{1},108.0,"{40, 1, 7}",108.0,{1},108,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,1.0,1.0,1.0,1.0,1.0,0.28101181983947754,0.0034079551696777344,9.0,112,50,productivity (11),10
4,108.0,{1},108.0,"{9, 29, 1, 7}",108.0,{1},108.0,"{40, 1, 47, 7}",108.0,{1},108,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,1.0,1.0,1.0,1.0,1.0,0.307844877243042,0.0036859512329101562,9.0,112,50,productivity (11),10
5,108.0,{1},108.0,"{1, 34, 7, 9, 29}",108.0,{1},108.0,"{1, 7, 40, 47, 17}",108.0,{1},108,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,1.0,1.0,1.0,1.0,1.0,0.261929988861084,0.0034110546112060547,9.0,112,50,productivity (11),10
1,109.66666666666667,{1},109.26666666666667,{9},109.66666666666667,{1},109.26666666666667,{40},110.0,"{16, 1}",110,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.00366076876144,0.9969696969696971,0.9933333333333333,1.00366076876144,0.9969696969696971,0.9933333333333333,0.1460871696472168,0.0033197402954101562,9.5,112,50,productivity (11),11
2,110.0,"{1, 29}",109.75,"{9, 29}",110.0,"{16, 1}",109.26666666666667,"{40, 7}",110.0,"{16, 1}",110,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0022779043280183,1.0,0.9977272727272727,1.0067114093959733,1.0,0.9933333333333333,0.2684133052825928,0.001676797866821289,9.5,112,50,productivity (11),11
3,110.0,"{16, 1}",110.0,"{9, 29, 1}",110.0,"{16, 1}",109.66666666666667,"{40, 1, 7}",110.0,"{16, 1}",110,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,1.0,1.0,1.0030395136778114,1.0,0.9969696969696971,0.4750540256500244,0.0035247802734375,9.5,112,50,productivity (11),11
4,110.0,"{16, 1}",110.0,"{9, 34, 29, 7}",110.0,"{16, 1}",109.66666666666667,"{40, 1, 47, 7}",110.0,"{16, 1}",110,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,1.0,1.0,1.0030395136778114,1.0,0.9969696969696971,0.41839170455932617,0.003244161605834961,9.5,112,50,productivity (11),11
5,110.0,"{16, 1}",110.0,"{34, 7, 9, 44, 29}",110.0,"{16, 1}",109.66666666666667,"{1, 7, 40, 47, 17}",110.0,"{16, 1}",110,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,1.0,1.0,1.0030395136778114,1.0,0.9969696969696971,0.44463109970092773,0.0017559528350830078,9.5,112,50,productivity (11),11
1,110.0,{1},110.0,{9},110.0,{1},110.0,{40},110.0,{1},110,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,1.0,1.0,1.0,1.0,1.0,0.14831900596618652,0.0026149749755859375,10.0,112,50,productivity (11),12
2,110.0,{1},110.0,"{9, 29}",110.0,{1},110.0,"{40, 7}",110.0,{1},110,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,1.0,1.0,1.0,1.0,1.0,0.26303982734680176,0.0033483505249023438,10.0,112,50,productivity (11),12
3,110.0,{1},110.0,"{9, 29, 7}",110.0,{1},110.0,"{40, 1, 7}",110.0,{1},110,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,1.0,1.0,1.0,1.0,1.0,0.2768111228942871,0.0031969547271728516,10.0,112,50,productivity (11),12
4,110.0,{1},110.0,"{9, 34, 29, 7}",110.0,{1},110.0,"{40, 1, 47, 7}",110.0,{1},110,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,1.0,1.0,1.0,1.0,1.0,0.29512786865234375,0.003504037857055664,10.0,112,50,productivity (11),12
5,110.0,{1},110.0,"{34, 7, 9, 44, 29}",110.0,{1},110.0,"{1, 7, 40, 47, 17}",110.0,{1},110,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,1.0,1.0,1.0,1.0,1.0,0.2713608741760254,0.0035009384155273438,10.0,112,50,productivity (11),12
