K,F(Sg+ U Sg-)*,(Sg+ U Sg-)*,F(Sr+ U Sr-)*,(Sr+ U Sr-)*,F(Sg),Sg,F(Sr),Sr,F(Sgfull),Sgfull,F(Srfull),Srfull,F(Sg+ U Sg-)*/F(Sr+ U Sr-)*,F(Sg+ U Sg-)*/F(Sgfull),F(Sr+ U Sr-)*/F(Srfull),F(Sg)/F(Sr),F(Sg)/F(Sgfull),F(Sr)/F(Srfull),budgetGreedyTime,budgetRdmTime,r,n,m,dataset,graphid
4,203.0,"{24, 2, 28, 7}",198.30873015873016,"{0, 27, 6, 7}",203.0,"{24, 2, 28, 7}",195.59634230503795,"{1, 18, 15, 7}",203.0,"{24, 2, 28, 7}",203,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0236563959514786,1.0,0.9768902963484244,1.0378517185327312,1.0,0.9635287798277732,0.518002986907959,0.0019381046295166016,8.5,206,39,studentmath (30),9
5,203.0,"{24, 2, 28, 7}",198.38015873015874,"{0, 36, 6, 7, 27}",203.0,"{24, 2, 28, 7}",195.70348516218084,"{1, 7, 14, 15, 18}",203.0,"{24, 2, 28, 7}",203,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0232878192023491,1.0,0.9772421612323091,1.037283520177336,1.0,0.9640565771536002,0.6095490455627441,0.0037860870361328125,8.5,206,39,studentmath (30),9
1,201.56729055258467,{2},197.95024142524142,{6},201.56729055258467,{2},196.47749666568126,{7},204.0,"{24, 2, 28, 6}",204,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0182725168774764,0.9880749536891406,0.9703443207119677,1.0259052256532157,0.9880749536891406,0.9631249836553003,0.13001394271850586,0.004264116287231445,9.0,206,39,studentmath (30),10
2,202.77941176470588,"{2, 28}",200.5642857142857,"{0, 6}",202.77941176470588,"{2, 28}",198.8357623857624,"{1, 7}",204.0,"{24, 2, 28, 6}",204,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0110444690715064,0.9940167243367936,0.983158263305322,1.019833702607745,0.9940167243367936,0.9746851097341294,0.273151159286499,0.0021009445190429688,9.0,206,39,studentmath (30),10
3,203.52941176470588,"{24, 2, 28}",200.5642857142857,"{0, 36, 6}",203.52941176470588,"{24, 2, 28}",199.3595719095719,"{1, 18, 7}",204.0,"{24, 2, 28, 6}",204,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.014783918482098,0.9976931949250288,0.983158263305322,1.0209161758083298,0.9976931949250288,0.9772528034782937,0.40860962867736816,0.0036420822143554688,9.0,206,39,studentmath (30),10
4,204.0,"{24, 2, 28, 6}",201.23095238095237,"{0, 27, 6, 7}",204.0,"{24, 2, 28, 6}",199.5728937728938,"{1, 18, 15, 7}",204.0,"{24, 2, 28, 6}",204,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0137605452157554,1.0,0.9864262371615312,1.0221829034164533,1.0,0.9782984988867343,0.5934419631958008,0.004767179489135742,9.0,206,39,studentmath (30),10
5,204.0,"{24, 2, 28, 6}",201.23095238095237,"{0, 36, 6, 7, 27}",204.0,"{24, 2, 28, 6}",199.6451282051282,"{1, 7, 14, 15, 18}",204.0,"{24, 2, 28, 6}",204,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0137605452157554,1.0,0.9864262371615312,1.0218130631787685,1.0,0.9786525892408245,0.6281309127807617,0.0042819976806640625,9.0,206,39,studentmath (30),10
1,203.59561128526644,{2},203.0818181818182,{6},203.59561128526644,{2},200.10348484848484,{7},205.0,"{24, 2}",205,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0025299808128971,0.9931493233427632,0.9906430155210644,1.0174516023018079,0.9931493233427632,0.9761145602365114,0.16160917282104492,0.004532814025878906,9.5,206,39,studentmath (30),11
2,205.0,"{24, 2}",203.0818181818182,"{36, 6}",205.0,"{24, 2}",201.22348484848487,"{1, 7}",205.0,"{24, 2}",205,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0094453646089798,1.0,0.9906430155210644,1.0187677653746963,1.0,0.9815779748706579,0.30386996269226074,0.004538059234619141,9.5,206,39,studentmath (30),11
3,205.0,"{24, 2}",203.9,"{0, 27, 6}",205.0,"{24, 2}",201.82348484848484,"{1, 18, 7}",205.0,"{24, 2}",205,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0053948013732221,1.0,0.9946341463414634,1.015739075925182,1.0,0.9845048041389505,0.4328010082244873,0.0029528141021728516,9.5,206,39,studentmath (30),11
4,205.0,"{24, 2}",203.9,"{0, 27, 36, 6}",205.0,"{24, 2}",201.94844720496894,"{1, 18, 15, 7}",205.0,"{24, 2}",205,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0053948013732221,1.0,0.9946341463414634,1.015110553397491,1.0,0.9851143766096045,0.40006399154663086,0.003573894500732422,9.5,206,39,studentmath (30),11
5,205.0,"{24, 2}",203.9,"{0, 36, 6, 8, 27}",205.0,"{24, 2}",201.96623376623376,"{1, 7, 14, 15, 18}",205.0,"{24, 2}",205,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0053948013732221,1.0,0.9946341463414634,1.0150211556515814,1.0,0.9852011403230915,0.4198720455169678,0.004425048828125,9.5,206,39,studentmath (30),11
1,205.0,{2},205.0,{6},205.0,{2},200.93094904160822,{7},205.0,{2},205,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0,1.0,1.0,1.0202509915859164,1.0,0.9801509709346742,0.1754310131072998,0.004620075225830078,10.0,206,40,studentmath (30),12
2,205.0,{2},205.0,"{35, 6}",205.0,{2},203.152688172043,"{1, 7}",205.0,{2},205,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0,1.0,1.0,1.009093218724197,1.0,0.9909887227904537,0.2891378402709961,0.0041961669921875,10.0,206,40,studentmath (30),12
3,205.0,{2},205.0,"{8, 35, 6}",205.0,{2},203.21802232854867,"{1, 17, 7}",205.0,{2},205,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0,1.0,1.0,1.008768797427673,1.0,0.9913074259929203,0.3104209899902344,0.004733085632324219,10.0,206,40,studentmath (30),12
4,205.0,{2},205.0,"{8, 35, 3, 6}",205.0,{2},203.29272030651344,"{1, 15, 17, 7}",205.0,{2},205,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0,1.0,1.0,1.0083981349204851,1.0,0.9916718063732363,0.31012701988220215,0.004096031188964844,10.0,206,40,studentmath (30),12
5,205.0,{2},205.0,"{3, 35, 6, 8, 15}",205.0,{2},203.33487394957984,"{1, 7, 14, 15, 17}",205.0,{2},205,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0,1.0,1.0,1.0081890824632131,1.0,0.9918774339003895,0.31114792823791504,0.004833698272705078,10.0,206,40,studentmath (30),12
