K,F(Sg+ U Sg-)*,(Sg+ U Sg-)*,F(Sr+ U Sr-)*,(Sr+ U Sr-)*,F(Sg),Sg,F(Sr),Sr,F(Sgfull),Sgfull,F(Srfull),Srfull,F(Sg+ U Sg-)*/F(Sr+ U Sr-)*,F(Sg+ U Sg-)*/F(Sgfull),F(Sr+ U Sr-)*/F(Srfull),F(Sg)/F(Sr),F(Sg)/F(Sgfull),F(Sr)/F(Srfull),budgetGreedyTime,budgetRdmTime,kmax,n,m,dataset,graphid
1,161.99999999999983,{42},146.8571428571428,{44},161.99999999999983,{42},121.52380952380953,{40},218.0,"{39, 41, 42, 43, 44, 12, 13, 47, 23, 27, 28, 29, 30}",218,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.1031128404669253,0.7431192660550451,0.6736566186107468,1.3330721003134782,0.7431192660550451,0.5574486675404107,0.06860804557800293,0.0015010833740234375,7,224,50,studentportuguese (30),6
2,183.14285714285705,"{42, 44}",164.42857142857133,"{44, 12}",183.14285714285705,"{42, 44}",124.7142857142857,"{40, 7}",218.0,"{39, 41, 42, 43, 44, 12, 13, 47, 23, 27, 28, 29, 30}",218,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.113814074717637,0.8401048492791608,0.7542595019659235,1.4684994272623133,0.8401048492791608,0.5720838794233288,0.17771601676940918,0.0033979415893554688,7,224,50,studentportuguese (30),6
3,192.71428571428567,"{42, 44, 28}",167.85714285714275,"{0, 44, 12}",192.71428571428567,"{42, 44, 28}",125.49999999999996,"{40, 1, 7}",218.0,"{39, 41, 42, 43, 44, 12, 13, 47, 23, 27, 28, 29, 30}",218,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.1480851063829791,0.8840104849279159,0.7699868938401043,1.5355719977233924,0.8840104849279159,0.5756880733944952,0.21692991256713867,0.0013058185577392578,7,224,50,studentportuguese (30),6
4,198.8571428571428,"{41, 42, 44, 28}",169.71428571428564,"{0, 19, 44, 12}",198.8571428571428,"{41, 42, 44, 28}",148.9761904761905,"{40, 1, 47, 7}",218.0,"{39, 41, 42, 43, 44, 12, 13, 47, 23, 27, 28, 29, 30}",218,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.171717171717172,0.9121887287024899,0.7785058977719524,1.3348249960044742,0.9121887287024899,0.683377020532984,0.2550840377807617,0.0015680789947509766,7,224,50,studentportuguese (30),6
5,203.99999999999994,"{41, 42, 44, 28, 47}",175.85714285714278,"{0, 18, 19, 44, 12}",203.99999999999994,"{41, 42, 44, 47, 28}",150.19523809523812,"{1, 7, 40, 47, 17}",218.0,"{39, 41, 42, 43, 44, 12, 13, 47, 23, 27, 28, 29, 30}",218,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.1600324939073925,0.9357798165137612,0.8066841415465265,1.3582321422909858,0.9357798165137612,0.6889689820882483,0.3316628932952881,0.0017802715301513672,7,224,50,studentportuguese (30),6
1,167.625,{42},153.625,{44},167.625,{42},122.30357142857143,{40},222.0,"{6, 39, 41, 42, 44, 12, 13, 14, 24, 27, 28, 29}",222,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0911310008136696,0.7550675675675675,0.6920045045045045,1.3705650459921157,0.7550675675675675,0.5509169884169884,0.08626580238342285,0.005812883377075195,8,224,50,studentportuguese (30),7
2,193.0,"{42, 44}",173.0,"{44, 12}",193.0,"{42, 44}",125.62499999999999,"{40, 7}",222.0,"{6, 39, 41, 42, 44, 12, 13, 14, 24, 27, 28, 29}",222,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.115606936416185,0.8693693693693694,0.7792792792792793,1.5363184079601993,0.8693693693693694,0.5658783783783783,0.15058207511901855,0.0008540153503417969,8,224,50,studentportuguese (30),7
3,204.5,"{42, 44, 28}",177.25,"{0, 44, 12}",204.5,"{42, 44, 28}",126.51785714285712,"{40, 1, 7}",222.0,"{6, 39, 41, 42, 44, 12, 13, 14, 24, 27, 28, 29}",222,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.153737658674189,0.9211711711711712,0.7984234234234234,1.616372618207481,0.9211711711711712,0.5699002574002573,0.3132491111755371,0.0038280487060546875,8,224,50,studentportuguese (30),7
4,209.0,"{41, 42, 44, 28}",180.0,"{0, 19, 44, 12}",209.0,"{41, 42, 44, 28}",154.2142857142857,"{40, 1, 47, 7}",222.0,"{6, 39, 41, 42, 44, 12, 13, 14, 24, 27, 28, 29}",222,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.1611111111111112,0.9414414414414415,0.8108108108108109,1.3552570634553036,0.9414414414414415,0.6946589446589446,0.41985487937927246,0.0018849372863769531,8,224,50,studentportuguese (30),7
5,212.625,"{24, 41, 42, 44, 28}",185.125,"{0, 18, 19, 44, 12}",212.625,"{41, 42, 44, 24, 28}",155.23214285714283,"{1, 7, 40, 47, 17}",222.0,"{6, 39, 41, 42, 44, 12, 13, 14, 24, 27, 28, 29}",222,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.148548278190412,0.9577702702702703,0.8338963963963963,1.3697227654434605,0.9577702702702703,0.6992438867438866,0.5368387699127197,0.0015120506286621094,8,224,50,studentportuguese (30),7
1,174.77777777777789,{42},159.33333333333337,{44},174.77777777777789,{42},123.95833333333336,{40},223.0,"{6, 39, 41, 42, 44, 23, 27, 28}",223,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0969316596931664,0.7837568510214254,0.7144992526158447,1.4099719887955189,0.7837568510214254,0.555866965620329,0.09531426429748535,0.0018239021301269531,9,224,50,studentportuguese (30),8
2,202.44444444444449,"{42, 44}",179.44444444444446,"{44, 12}",202.44444444444449,"{42, 44}",127.23809523809521,"{40, 7}",223.0,"{6, 39, 41, 42, 44, 23, 27, 28}",223,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.1281733746130032,0.9078226208271053,0.8046836073741904,1.5910678642714577,0.9078226208271053,0.5705744181080503,0.16621804237365723,0.0017580986022949219,9,224,50,studentportuguese (30),8
3,211.6666666666667,"{42, 44, 28}",184.22222222222229,"{0, 44, 12}",211.6666666666667,"{42, 44, 28}",128.17063492063488,"{40, 1, 7}",223.0,"{6, 39, 41, 42, 44, 23, 27, 28}",223,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.14897466827503,0.9491778774289987,0.8261086198305932,1.651444317161523,0.9491778774289987,0.5747562104064344,0.2343909740447998,0.0033111572265625,9,224,50,studentportuguese (30),8
4,215.5555555555556,"{41, 42, 44, 28}",186.11111111111117,"{0, 19, 44, 12}",215.5555555555556,"{41, 42, 44, 28}",159.24007936507945,"{40, 1, 47, 7}",223.0,"{6, 39, 41, 42, 44, 23, 27, 28}",223,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.1582089552238806,0.9666168410563032,0.8345789735924268,1.3536513948939028,0.9666168410563032,0.7140810733860065,0.33489012718200684,0.001986980438232422,9,224,50,studentportuguese (30),8
5,218.55555555555557,"{6, 41, 42, 44, 28}",191.66666666666669,"{0, 18, 19, 44, 12}",218.55555555555557,"{6, 41, 42, 44, 28}",160.09126984126985,"{1, 7, 40, 47, 17}",223.0,"{6, 39, 41, 42, 44, 23, 27, 28}",223,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.1402898550724638,0.9800697558545093,0.8594917787742901,1.365193466028803,0.9800697558545093,0.7178980710370845,0.39440393447875977,0.0018351078033447266,9,224,50,studentportuguese (30),8
1,179.09999999999997,{42},165.49999999999994,{44},179.09999999999997,{42},125.3666666666666,{40},224.0,"{6, 39, 41, 42, 44, 14, 23, 28}",224,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0821752265861029,0.7995535714285713,0.7388392857142855,1.4286094123903221,0.7995535714285713,0.5596726190476188,0.07887792587280273,0.0019142627716064453,10,224,50,studentportuguese (30),9
2,207.6,"{42, 44}",186.7,"{44, 12}",207.6,"{42, 44}",128.73333333333332,"{40, 7}",224.0,"{6, 39, 41, 42, 44, 14, 23, 28}",224,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.1119442956614891,0.9267857142857142,0.8334821428571428,1.6126359399274988,0.9267857142857142,0.5747023809523809,0.15931487083435059,0.0018811225891113281,10,224,50,studentportuguese (30),9
3,215.7,"{42, 44, 28}",191.9,"{0, 44, 12}",215.7,"{42, 44, 28}",129.6638888888889,"{40, 1, 7}",224.0,"{6, 39, 41, 42, 44, 14, 23, 28}",224,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.1240229286086503,0.9629464285714285,0.8566964285714286,1.6635317808864798,0.9629464285714285,0.5788566468253968,0.23687982559204102,0.0018281936645507812,10,224,50,studentportuguese (30),9
4,218.79999999999998,"{42, 44, 28, 14}",193.7,"{0, 19, 44, 12}",218.79999999999998,"{42, 44, 28, 14}",164.70833333333334,"{40, 1, 47, 7}",224.0,"{6, 39, 41, 42, 44, 14, 23, 28}",224,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.1295818275684046,0.9767857142857143,0.8647321428571428,1.328408803440425,0.9767857142857143,0.7353050595238095,0.337630033493042,0.001936197280883789,10,224,50,studentportuguese (30),9
5,221.0,"{39, 42, 44, 28, 14}",198.39999999999998,"{0, 18, 19, 44, 12}",221.0,"{39, 42, 44, 14, 28}",165.64722222222227,"{1, 7, 40, 47, 17}",224.0,"{6, 39, 41, 42, 44, 14, 23, 28}",224,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.1139112903225807,0.9866071428571429,0.8857142857142856,1.3341606157664376,0.9866071428571429,0.739496527777778,0.4106590747833252,0.0013387203216552734,10,224,50,studentportuguese (30),9
