K,F(Sg+ U Sg-)*,(Sg+ U Sg-)*,F(Sr+ U Sr-)*,(Sr+ U Sr-)*,F(Sg),Sg,F(Sr),Sr,F(Sgfull),Sgfull,F(Srfull),Srfull,F(Sg+ U Sg-)*/F(Sr+ U Sr-)*,F(Sg+ U Sg-)*/F(Sgfull),F(Sr+ U Sr-)*/F(Srfull),F(Sg)/F(Sr),F(Sg)/F(Sgfull),F(Sr)/F(Srfull),budgetGreedyTime,budgetRdmTime,kmax,n,m,dataset,graphid
5,301.0,"{3, 5, 8, 9, 46}",296.875,"{18, 3, 5, 8, 9}",301.0,"{3, 5, 8, 9, 46}",102.94404761904765,"{1, 7, 41, 48, 17}",309.0,"{3, 5, 6, 8, 9, 40, 43, 46, 18, 31}",309,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0138947368421052,0.9741100323624595,0.9607605177993528,2.923918448533067,0.9741100323624595,0.3331522576668209,0.44025588035583496,0.0017611980438232422,8,328,49,adult (14),7
1,226.11111111111146,{8},105.77777777777789,{18},226.11111111111146,{8},98.15277777777786,{41},316.0,"{5, 6, 8, 9, 40, 43, 46, 18, 31}",316,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",2.137605042016808,0.7155414908579476,0.3347398030942338,2.30366492146597,0.7155414908579476,0.3106100562587907,0.11632585525512695,0.0025119781494140625,9,328,49,adult (14),8
2,281.0000000000001,"{8, 9}",216.88888888888926,"{18, 5}",281.0000000000001,"{8, 9}",98.37500000000006,"{41, 7}",316.0,"{5, 6, 8, 9, 40, 43, 46, 18, 31}",316,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.2955942622950802,0.8892405063291143,0.6863572433192698,2.856416772554002,0.8892405063291143,0.31131329113924067,0.23122310638427734,0.006512165069580078,9,328,49,adult (14),8
3,299.88888888888897,"{8, 9, 5}",222.4444444444448,"{18, 3, 5}",299.88888888888897,"{8, 9, 5}",100.24206349206348,"{41, 1, 7}",316.0,"{5, 6, 8, 9, 40, 43, 46, 18, 31}",316,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.3481518481518464,0.9490154711673702,0.7039381153305215,2.9916472031986077,0.9490154711673702,0.3172217199115933,0.4984619617462158,0.0024912357330322266,9,328,49,adult (14),8
4,306.33333333333337,"{8, 9, 5, 31}",282.55555555555566,"{9, 18, 3, 5}",306.33333333333337,"{8, 9, 5, 31}",103.80357142857143,"{48, 41, 1, 7}",316.0,"{5, 6, 8, 9, 40, 43, 46, 18, 31}",316,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0841525756979942,0.969409282700422,0.8941631504922647,2.9510866448764266,0.969409282700422,0.32849231464737794,0.5336809158325195,0.003635883331298828,9,328,49,adult (14),8
5,309.44444444444446,"{5, 8, 9, 43, 31}",304.5555555555556,"{18, 3, 5, 8, 9}",309.44444444444446,"{5, 8, 9, 43, 31}",104.21626984126985,"{1, 7, 41, 48, 17}",316.0,"{5, 6, 8, 9, 40, 43, 46, 18, 31}",316,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0160525355709593,0.979254571026723,0.9637834036568215,2.969252736792004,0.979254571026723,0.3297983222824995,0.5719900131225586,0.0022809505462646484,9,328,49,adult (14),8
1,238.8999999999999,{8},104.79999999999998,{18},238.89999999999992,{8},97.22222222222221,{41},318.0,"{5, 6, 8, 9, 10, 43, 31}",318,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",2.279580152671755,0.7512578616352198,0.3295597484276729,2.4572571428571424,0.7512578616352199,0.3057302585604472,0.12371706962585449,0.0025017261505126953,10,328,49,adult (14),9
2,289.7,"{8, 9}",226.9999999999998,"{18, 5}",289.7,"{8, 9}",97.45555555555558,"{41, 7}",318.0,"{5, 6, 8, 9, 10, 43, 31}",318,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.2762114537444944,0.9110062893081761,0.7138364779874208,2.9726370995325495,0.9110062893081761,0.30646401118099237,0.27480006217956543,0.005531787872314453,10,328,49,adult (14),9
3,306.5,"{8, 9, 5}",232.7999999999998,"{18, 3, 5}",306.5,"{8, 9, 5}",99.46944444444462,"{41, 1, 7}",318.0,"{5, 6, 8, 9, 10, 43, 31}",318,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.3165807560137468,0.9638364779874213,0.7320754716981126,3.0813482644027985,0.9638364779874213,0.31279699510831643,0.3420841693878174,0.00191497802734375,10,328,49,adult (14),9
4,312.99999999999994,"{8, 9, 5, 31}",287.00000000000006,"{9, 18, 3, 5}",312.99999999999994,"{8, 9, 5, 31}",102.98174603174611,"{48, 41, 1, 7}",318.0,"{5, 6, 8, 9, 10, 43, 31}",318,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.090592334494773,0.9842767295597482,0.9025157232704404,3.039373598341512,0.9842767295597482,0.3238419686532897,0.486569881439209,0.00286102294921875,10,328,49,adult (14),9
5,315.49999999999994,"{5, 6, 8, 9, 31}",309.6,"{18, 3, 5, 8, 9}",315.49999999999994,"{5, 6, 8, 9, 31}",103.34285714285721,"{1, 7, 41, 48, 17}",318.0,"{5, 6, 8, 9, 10, 43, 31}",318,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0190568475452193,0.992138364779874,0.9735849056603775,3.0529444290848744,0.992138364779874,0.32497753818508557,0.586392879486084,0.002540111541748047,10,328,49,adult (14),9
