K,F(Sg+ U Sg-)*,(Sg+ U Sg-)*,F(Sr+ U Sr-)*,(Sr+ U Sr-)*,F(Sg),Sg,F(Sr),Sr,F(Sgfull),Sgfull,F(Srfull),Srfull,F(Sg+ U Sg-)*/F(Sr+ U Sr-)*,F(Sg+ U Sg-)*/F(Sgfull),F(Sr+ U Sr-)*/F(Srfull),F(Sg)/F(Sr),F(Sg)/F(Sgfull),F(Sr)/F(Srfull),budgetGreedyTime,budgetRdmTime,kmax,n,m,graphid
0,16.428571428571423,set(),16.428571428571423,set(),16.428571428571423,set(),16.428571428571423,set(),88.0,"{5, 6, 8, 9, 40, 43, 46, 18, 31}",88,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,0.18668831168831163,0.18668831168831163,1.0,0.18668831168831163,0.18668831168831163,0.0003440380096435547,0.0004668235778808594,7,328,49,6
1,75.14285714285714,{9},17.285714285714278,{18},75.14285714285714,{9},16.428571428571423,{41},88.0,"{5, 6, 8, 9, 40, 43, 46, 18, 31}",88,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",4.347107438016531,0.8538961038961038,0.19642857142857134,4.573913043478262,0.8538961038961038,0.18668831168831163,0.018042802810668945,0.0003838539123535156,7,328,49,6
2,79.42857142857142,"{9, 46}",24.99999999999998,"{18, 5}",79.42857142857142,"{9, 46}",16.499999999999996,"{41, 7}",88.0,"{5, 6, 8, 9, 40, 43, 46, 18, 31}",88,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",3.1771428571428593,0.9025974025974025,0.28409090909090884,4.813852813852814,0.9025974025974025,0.18749999999999997,0.03756904602050781,0.00039315223693847656,7,328,49,6
3,81.14285714285714,"{9, 5, 46}",25.071428571428548,"{18, 5, 14}",81.14285714285714,"{9, 5, 46}",18.08095238095238,"{41, 1, 7}",88.0,"{5, 6, 8, 9, 40, 43, 46, 18, 31}",88,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",3.2364672364672393,0.922077922077922,0.28490259740259716,4.487753489597051,0.922077922077922,0.20546536796536793,0.05403017997741699,0.0004048347473144531,7,328,49,6
0,18.25,set(),18.25,set(),18.25,set(),18.25,set(),95.0,"{3, 8, 9, 40, 43, 46, 18, 31}",95,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,0.19210526315789472,0.19210526315789472,1.0,0.19210526315789472,0.19210526315789472,0.0005979537963867188,0.0005369186401367188,8,328,49,7
1,84.25,{9},19.125,{18},84.25,{9},18.267857142857142,{41},95.0,"{3, 8, 9, 40, 43, 46, 18, 31}",95,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",4.405228758169935,0.8868421052631579,0.2013157894736842,4.611925708699903,0.8868421052631579,0.19229323308270677,0.0184171199798584,0.0004878044128417969,8,328,49,7
2,89.125,"{8, 9}",28.875,"{18, 5}",89.125,"{8, 9}",18.357142857142854,"{41, 7}",95.0,"{3, 8, 9, 40, 43, 46, 18, 31}",95,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",3.0865800865800868,0.9381578947368421,0.30394736842105263,4.855058365758755,0.9381578947368421,0.1932330827067669,0.04137277603149414,0.0004150867462158203,8,328,49,7
3,90.75,"{8, 9, 46}",29.625,"{18, 3, 5}",90.75,"{8, 9, 46}",19.964285714285705,"{41, 1, 7}",95.0,"{3, 8, 9, 40, 43, 46, 18, 31}",95,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",3.0632911392405062,0.9552631578947368,0.3118421052631579,4.545617173524152,0.9552631578947368,0.21015037593984953,0.06011486053466797,0.00043392181396484375,8,328,49,7
0,19.222222222222197,set(),19.222222222222197,set(),19.222222222222197,set(),19.222222222222197,set(),100.0,"{3, 5, 8, 9, 40, 43, 18, 31}",100,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,0.19222222222222196,0.19222222222222196,1.0,0.19222222222222196,0.19222222222222196,0.00045108795166015625,0.000476837158203125,9,328,49,8
1,87.55555555555559,{9},20.111111111111086,{18},87.55555555555559,{9},19.27777777777775,{41},100.0,"{3, 5, 8, 9, 40, 43, 18, 31}",100,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",4.353591160221002,0.8755555555555559,0.20111111111111085,4.541786743515858,0.8755555555555559,0.1927777777777775,0.021121740341186523,0.0005393028259277344,9,328,49,8
2,92.44444444444449,"{8, 9}",32.3333333333333,"{18, 5}",92.44444444444449,"{8, 9}",19.361111111111086,"{41, 7}",100.0,"{3, 5, 8, 9, 40, 43, 18, 31}",100,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",2.859106529209626,0.9244444444444448,0.32333333333333303,4.774748923959836,0.9244444444444448,0.19361111111111085,0.041769981384277344,0.0007207393646240234,9,328,49,8
3,94.11111111111114,"{8, 9, 5}",33.111111111111086,"{18, 3, 5}",94.11111111111114,"{8, 9, 5}",20.79761904761904,"{41, 1, 7}",100.0,"{3, 5, 8, 9, 40, 43, 18, 31}",100,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",2.842281879194634,0.9411111111111115,0.33111111111111086,4.525090631558866,0.9411111111111115,0.2079761904761904,0.0640869140625,0.0005090236663818359,9,328,49,8
0,19.900000000000002,set(),19.900000000000002,set(),19.900000000000002,set(),19.900000000000002,set(),100.0,"{3, 5, 8, 9, 43, 31}",100,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,0.199,0.199,1.0,0.199,0.199,0.0004589557647705078,0.0004410743713378906,10,328,49,9
1,90.9,{9},20.700000000000006,{18},90.9,{9},19.966666666666672,{41},100.0,"{3, 5, 8, 9, 43, 31}",100,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",4.391304347826086,0.909,0.20700000000000007,4.552587646076794,0.909,0.19966666666666671,0.021387100219726562,0.0004620552062988281,10,328,49,9
2,94.20000000000002,"{8, 9}",39.80000000000005,"{18, 5}",94.20000000000002,"{8, 9}",20.03333333333334,"{41, 7}",100.0,"{3, 5, 8, 9, 43, 31}",100,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",2.366834170854269,0.9420000000000002,0.39800000000000046,4.702163061564059,0.9420000000000002,0.2003333333333334,0.043807029724121094,0.0005891323089599609,10,328,49,9
3,96.7,"{8, 9, 5}",41.40000000000004,"{18, 3, 5}",96.7,"{8, 9, 5}",21.4472222222222,"{41, 1, 7}",100.0,"{3, 5, 8, 9, 43, 31}",100,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",2.3357487922705293,0.9670000000000001,0.4140000000000004,4.508742390882015,0.9670000000000001,0.214472222222222,0.06909394264221191,0.00057220458984375,10,328,49,9
