K,F(Sg+ U Sg-)*,(Sg+ U Sg-)*,F(Sr+ U Sr-)*,(Sr+ U Sr-)*,F(Sg),Sg,F(Sr),Sr,F(Sgfull),Sgfull,F(Srfull),Srfull,F(Sg+ U Sg-)*/F(Sr+ U Sr-)*,F(Sg+ U Sg-)*/F(Sgfull),F(Sr+ U Sr-)*/F(Srfull),F(Sg)/F(Sr),F(Sg)/F(Sgfull),F(Sr)/F(Srfull),budgetGreedyTime,budgetRdmTime,kmax,n,m,graphid
2,59.0,"{0, 2}",57.99999999999999,"{0, 6}",59.0,"{0, 2}",49.33333333333333,"{1, 7}",77.0,"{0, 33, 2, 6, 7, 38, 9, 39, 21, 24, 25, 28, 31}",77,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.017241379310345,0.7662337662337663,0.7532467532467532,1.195945945945946,0.7662337662337663,0.6406926406926406,0.0225982666015625,0.0003209114074707031,3,206,39,2
3,64.0,"{0, 2, 6}",58.333333333333336,"{0, 36, 6}",64.0,"{0, 2, 6}",49.33333333333333,"{1, 18, 7}",77.0,"{0, 33, 2, 6, 7, 38, 9, 39, 21, 24, 25, 28, 31}",77,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0971428571428572,0.8311688311688312,0.7575757575757576,1.2972972972972974,0.8311688311688312,0.6406926406926406,0.02604222297668457,0.00024700164794921875,3,206,39,2
0,49.0,set(),49.0,set(),49.0,set(),49.0,set(),83.0,"{0, 33, 2, 6, 7, 39, 9, 21, 24, 25, 28, 31}",83,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0,0.5903614457831325,0.5903614457831325,1.0,0.5903614457831325,0.5903614457831325,0.00045680999755859375,0.0004761219024658203,4,206,39,3
1,58.5,{0},56.0,{6},58.5,{0},50.5,{7},83.0,"{0, 33, 2, 6, 7, 39, 9, 21, 24, 25, 28, 31}",83,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0446428571428572,0.7048192771084337,0.6746987951807228,1.1584158415841583,0.7048192771084337,0.608433734939759,0.012205839157104492,0.00026917457580566406,4,206,39,3
2,64.0,"{0, 9}",63.75,"{0, 6}",64.0,"{0, 9}",52.25,"{1, 7}",83.0,"{0, 33, 2, 6, 7, 39, 9, 21, 24, 25, 28, 31}",83,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.003921568627451,0.7710843373493976,0.7680722891566265,1.2248803827751196,0.7710843373493976,0.6295180722891566,0.021487951278686523,0.0002732276916503906,4,206,39,3
3,69.0,"{0, 9, 24}",63.91666666666667,"{0, 36, 6}",69.0,"{0, 9, 24}",52.25,"{1, 18, 7}",83.0,"{0, 33, 2, 6, 7, 39, 9, 21, 24, 25, 28, 31}",83,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0795306388526726,0.8313253012048193,0.7700803212851406,1.3205741626794258,0.8313253012048193,0.6295180722891566,0.031170129776000977,0.0002741813659667969,4,206,39,3
0,49.2,set(),49.2,set(),49.2,set(),49.2,set(),84.0,"{0, 2, 7, 9, 21, 24, 28, 31}",84,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0,0.5857142857142857,0.5857142857142857,1.0,0.5857142857142857,0.5857142857142857,0.00025916099548339844,0.0002739429473876953,5,206,39,4
1,63.4,{0},58.0,{6},63.4,{0},50.8,{7},84.0,"{0, 2, 7, 9, 21, 24, 28, 31}",84,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0931034482758621,0.7547619047619047,0.6904761904761905,1.2480314960629921,0.7547619047619047,0.6047619047619047,0.018083810806274414,0.0021822452545166016,5,206,39,4
2,70.39999999999999,"{0, 2}",68.39999999999999,"{0, 6}",70.39999999999999,"{0, 2}",53.6,"{1, 7}",84.0,"{0, 2, 7, 9, 21, 24, 28, 31}",84,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0292397660818713,0.838095238095238,0.8142857142857142,1.3134328358208953,0.838095238095238,0.6380952380952382,0.026890993118286133,0.0005578994750976562,5,206,39,4
3,75.39999999999999,"{0, 9, 2}",68.79999999999998,"{0, 27, 6}",75.39999999999999,"{0, 9, 2}",53.6,"{1, 18, 7}",84.0,"{0, 2, 7, 9, 21, 24, 28, 31}",84,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0959302325581397,0.8976190476190475,0.8190476190476188,1.4067164179104477,0.8976190476190475,0.6380952380952382,0.04901313781738281,0.00041604042053222656,5,206,39,4
0,48.333333333333314,set(),48.333333333333314,set(),48.333333333333314,set(),48.333333333333314,set(),86.0,"{0, 2, 7, 9, 21, 24, 28, 31}",86,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0,0.5620155038759688,0.5620155038759688,1.0,0.5620155038759688,0.5620155038759688,0.0005497932434082031,0.0005099773406982422,6,206,39,5
1,63.83333333333331,{0},57.99999999999998,{6},63.83333333333331,{0},50.33333333333332,{7},86.0,"{0, 2, 7, 9, 21, 24, 28, 31}",86,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.100574712643678,0.7422480620155035,0.6744186046511625,1.268211920529801,0.7422480620155035,0.5852713178294572,0.016407012939453125,0.0004112720489501953,6,206,39,5
2,73.83333333333333,"{0, 2}",69.33333333333334,"{0, 6}",73.83333333333333,"{0, 2}",53.83333333333332,"{1, 7}",86.0,"{0, 2, 7, 9, 21, 24, 28, 31}",86,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.064903846153846,0.8585271317829457,0.806201550387597,1.3715170278637774,0.8585271317829457,0.6259689922480619,0.028315305709838867,0.0003657341003417969,6,206,39,5
3,79.0,"{0, 9, 2}",69.83333333333334,"{0, 27, 6}",79.0,"{0, 9, 2}",53.83333333333332,"{1, 18, 7}",86.0,"{0, 2, 7, 9, 21, 24, 28, 31}",86,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.1312649164677804,0.9186046511627907,0.8120155038759691,1.4674922600619198,0.9186046511627907,0.6259689922480619,0.03506803512573242,0.0003209114074707031,6,206,39,5
0,49.57142857142856,set(),49.57142857142856,set(),49.57142857142856,set(),49.57142857142856,set(),88.0,"{0, 2, 6, 7, 9, 21}",88,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0,0.5633116883116882,0.5633116883116882,1.0,0.5633116883116882,0.5633116883116882,0.00046896934509277344,0.00066375732421875,7,206,39,6
1,65.99999999999997,{0},64.4285714285714,{6},65.99999999999997,{0},52.42857142857141,{7},88.0,"{0, 2, 6, 7, 9, 21}",88,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.024390243902439,0.7499999999999997,0.7321428571428569,1.2588555858310626,0.7499999999999997,0.5957792207792205,0.012317895889282227,0.0004451274871826172,7,206,39,6
2,75.71428571428571,"{0, 2}",75.14285714285714,"{0, 6}",75.71428571428571,"{0, 2}",56.85714285714284,"{1, 7}",88.0,"{0, 2, 6, 7, 9, 21}",88,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0076045627376427,0.8603896103896104,0.8538961038961038,1.3316582914572868,0.8603896103896104,0.646103896103896,0.025753021240234375,0.00034427642822265625,7,206,39,6
3,81.14285714285714,"{0, 9, 2}",76.14285714285714,"{0, 27, 6}",81.14285714285714,"{0, 9, 2}",56.85714285714284,"{1, 18, 7}",88.0,"{0, 2, 6, 7, 9, 21}",88,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0656660412757974,0.922077922077922,0.8652597402597402,1.4271356783919602,0.922077922077922,0.646103896103896,0.036740779876708984,0.00037932395935058594,7,206,39,6
0,50.125,set(),50.125,set(),50.125,set(),50.125,set(),88.0,"{0, 2, 6, 7, 9, 21}",88,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0,0.5696022727272727,0.5696022727272727,1.0,0.5696022727272727,0.5696022727272727,0.00032401084899902344,0.0003459453582763672,8,206,39,7
1,69.25,{0},66.5,{6},69.25,{0},53.375,{7},88.0,"{0, 2, 6, 7, 9, 21}",88,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0413533834586466,0.7869318181818182,0.7556818181818182,1.2974238875878221,0.7869318181818182,0.6065340909090909,0.01577281951904297,0.0004680156707763672,8,206,39,7
2,78.5,"{0, 2}",77.375,"{0, 6}",78.5,"{0, 2}",58.375,"{1, 7}",88.0,"{0, 2, 6, 7, 9, 21}",88,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0145395799676897,0.8920454545454546,0.8792613636363636,1.3447537473233404,0.8920454545454546,0.6633522727272727,0.028424978256225586,0.00043702125549316406,8,206,39,7
3,83.625,"{0, 9, 2}",78.25,"{0, 27, 6}",83.625,"{0, 9, 2}",58.375,"{1, 18, 7}",88.0,"{0, 2, 6, 7, 9, 21}",88,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0686900958466454,0.9502840909090909,0.8892045454545454,1.4325481798715203,0.9502840909090909,0.6633522727272727,0.05005288124084473,0.0005071163177490234,8,206,39,7
0,50.444444444444436,set(),50.444444444444436,set(),50.444444444444436,set(),50.444444444444436,set(),88.0,"{0, 2, 6, 7, 21}",88,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0,0.5732323232323231,0.5732323232323231,1.0,0.5732323232323231,0.5732323232323231,0.0007469654083251953,0.0006148815155029297,9,206,39,8
1,71.22222222222221,{0},67.11111111111111,{6},71.22222222222221,{0},54.66666666666665,{7},88.0,"{0, 2, 6, 7, 21}",88,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0612582781456952,0.8093434343434343,0.7626262626262627,1.302845528455285,0.8093434343434343,0.621212121212121,0.016962766647338867,0.000408172607421875,9,206,39,8
2,81.55555555555554,"{0, 2}",78.66666666666666,"{0, 6}",81.55555555555554,"{0, 2}",60.555555555555536,"{1, 7}",88.0,"{0, 2, 6, 7, 21}",88,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.036723163841808,0.9267676767676766,0.8939393939393938,1.3467889908256883,0.9267676767676766,0.6881313131313129,0.029645204544067383,0.0004138946533203125,9,206,39,8
3,85.0,"{0, 2, 21}",79.66666666666667,"{0, 27, 6}",85.0,"{0, 2, 21}",60.555555555555536,"{1, 18, 7}",88.0,"{0, 2, 6, 7, 21}",88,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0669456066945606,0.9659090909090909,0.9053030303030304,1.4036697247706427,0.9659090909090909,0.6881313131313129,0.05544400215148926,0.0005550384521484375,9,206,39,8
0,49.9,set(),49.9,set(),49.9,set(),49.9,set(),88.0,"{0, 2, 6, 7, 21}",88,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0,0.5670454545454545,0.5670454545454545,1.0,0.5670454545454545,0.5670454545454545,0.00036716461181640625,0.0003819465637207031,10,206,39,9
1,72.39999999999998,{0},68.19999999999999,{6},72.39999999999998,{0},54.89999999999999,{7},88.0,"{0, 2, 6, 7, 21}",88,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.06158357771261,0.8227272727272724,0.7749999999999999,1.3187613843351547,0.8227272727272724,0.6238636363636363,0.01621699333190918,0.0004448890686035156,10,206,39,9
2,83.5,"{0, 2}",78.89999999999999,"{0, 6}",83.5,"{0, 2}",60.69999999999999,"{1, 7}",88.0,"{0, 2, 6, 7, 21}",88,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.05830164765526,0.9488636363636364,0.896590909090909,1.3756177924217465,0.9488636363636364,0.6897727272727271,0.03126406669616699,0.00048279762268066406,10,206,39,9
3,86.1,"{0, 2, 21}",79.89999999999999,"{0, 27, 6}",86.1,"{0, 2, 21}",60.69999999999999,"{1, 18, 7}",88.0,"{0, 2, 6, 7, 21}",88,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0775969962453067,0.9784090909090909,0.9079545454545453,1.4184514003294895,0.9784090909090909,0.6897727272727271,0.04589700698852539,0.0004417896270751953,10,206,39,9
