K,F(Sg+ U Sg-)*,(Sg+ U Sg-)*,F(Sr+ U Sr-)*,(Sr+ U Sr-)*,F(Sg),Sg,F(Sr),Sr,F(Sgfull),Sgfull,F(Srfull),Srfull,F(Sg+ U Sg-)*/F(Sr+ U Sr-)*,F(Sg+ U Sg-)*/F(Sgfull),F(Sr+ U Sr-)*/F(Srfull),F(Sg)/F(Sr),F(Sg)/F(Sgfull),F(Sr)/F(Srfull),budgetGreedyTime,budgetRdmTime,kmax,n,m,graphid,dataset,group0edges,group1edges,group0targets,group1targets
4,209.0,"{41, 42, 44, 28}",180.0,"{0, 19, 44, 12}",209.0,"{41, 42, 44, 28}",154.2142857142857,"{40, 1, 47, 7}",222.0,"{6, 39, 41, 42, 44, 12, 13, 14, 24, 27, 28, 29}",222,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.1611111111111112,0.9414414414414415,0.8108108108108109,1.3552570634553036,0.9414414414414415,0.6946589446589446,0.18823814392089844,0.0008897781372070312,8,224,50,7,studentportuguese (30),,"[29, 40, 45, 8, 48, 31, 46, 33]",,1
6,214.875,"{29, 24, 41, 42, 44, 28}",195.25,"{0, 18, 19, 41, 44, 12}",214.875,"{41, 42, 44, 24, 28, 29}",138.92261904761898,"{1, 7, 40, 14, 15, 17}",222.0,"{6, 39, 41, 42, 44, 12, 13, 14, 24, 27, 28, 29}",222,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.1005121638924455,0.9679054054054054,0.8795045045045045,1.5467243669394584,0.9679054054054054,0.625777563277563,0.2674438953399658,0.0009720325469970703,8,224,50,7,studentportuguese (30),,"[29, 40, 45, 8, 48, 31, 46, 33]",,1
0,123.33333333333336,set(),123.33333333333336,set(),123.33333333333336,set(),123.33333333333336,set(),223.0,"{6, 39, 41, 42, 44, 23, 27, 28}",223,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,0.5530642750373693,0.5530642750373693,1.0,0.5530642750373693,0.5530642750373693,0.0014147758483886719,0.0013360977172851562,9,224,50,8,studentportuguese (30),,"[29, 40, 45, 8, 48, 31, 46, 33, 42]",,1
2,202.44444444444449,"{42, 44}",179.44444444444446,"{44, 12}",202.44444444444449,"{42, 44}",127.23809523809521,"{40, 7}",223.0,"{6, 39, 41, 42, 44, 23, 27, 28}",223,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.1281733746130032,0.9078226208271053,0.8046836073741904,1.5910678642714577,0.9078226208271053,0.5705744181080503,0.10499882698059082,0.001081228256225586,9,224,50,8,studentportuguese (30),,"[29, 40, 45, 8, 48, 31, 46, 33, 42]",,1
4,215.5555555555556,"{41, 42, 44, 28}",186.11111111111117,"{0, 19, 44, 12}",215.5555555555556,"{41, 42, 44, 28}",159.24007936507945,"{40, 1, 47, 7}",223.0,"{6, 39, 41, 42, 44, 23, 27, 28}",223,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.1582089552238806,0.9666168410563032,0.8345789735924268,1.3536513948939028,0.9666168410563032,0.7140810733860065,0.21293187141418457,0.001194000244140625,9,224,50,8,studentportuguese (30),,"[29, 40, 45, 8, 48, 31, 46, 33, 42]",,1
6,220.55555555555557,"{6, 39, 41, 42, 44, 28}",202.44444444444443,"{0, 18, 19, 41, 44, 12}",220.55555555555557,"{6, 39, 41, 42, 44, 28}",142.46230158730157,"{1, 7, 40, 14, 15, 17}",223.0,"{6, 39, 41, 42, 44, 23, 27, 28}",223,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0894621295279914,0.9890383657199802,0.9078226208271051,1.5481678528154208,0.9890383657199802,0.6388444017367784,0.3416171073913574,0.0009427070617675781,9,224,50,8,studentportuguese (30),,"[29, 40, 45, 8, 48, 31, 46, 33, 42]",,1
0,124.79999999999995,set(),124.79999999999995,set(),124.79999999999995,set(),124.79999999999995,set(),224.0,"{6, 39, 41, 42, 44, 14, 23, 28}",224,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,0.5571428571428569,0.5571428571428569,1.0,0.5571428571428569,0.5571428571428569,0.001299142837524414,0.0012359619140625,10,224,50,9,studentportuguese (30),,"[29, 40, 45, 8, 48, 31, 46, 33, 42, 6]",,1
2,207.6,"{42, 44}",186.7,"{44, 12}",207.6,"{42, 44}",128.73333333333332,"{40, 7}",224.0,"{6, 39, 41, 42, 44, 14, 23, 28}",224,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.1119442956614891,0.9267857142857142,0.8334821428571428,1.6126359399274988,0.9267857142857142,0.5747023809523809,0.14099407196044922,0.0019791126251220703,10,224,50,9,studentportuguese (30),,"[29, 40, 45, 8, 48, 31, 46, 33, 42, 6]",,1
4,218.79999999999998,"{42, 44, 28, 14}",193.7,"{0, 19, 44, 12}",218.79999999999998,"{42, 44, 28, 14}",164.70833333333334,"{40, 1, 47, 7}",224.0,"{6, 39, 41, 42, 44, 14, 23, 28}",224,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.1295818275684046,0.9767857142857143,0.8647321428571428,1.328408803440425,0.9767857142857143,0.7353050595238095,0.2537870407104492,0.0010769367218017578,10,224,50,9,studentportuguese (30),,"[29, 40, 45, 8, 48, 31, 46, 33, 42, 6]",,1
6,222.6,"{39, 41, 42, 44, 28, 14}",206.99999999999994,"{0, 18, 19, 41, 44, 12}",222.6,"{39, 41, 42, 44, 14, 28}",145.23888888888888,"{1, 7, 40, 14, 15, 17}",224.0,"{6, 39, 41, 42, 44, 14, 23, 28}",224,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0753623188405799,0.99375,0.9241071428571426,1.5326473625827182,0.99375,0.6483878968253968,0.4143500328063965,0.0018057823181152344,10,224,50,9,studentportuguese (30),,"[29, 40, 45, 8, 48, 31, 46, 33, 42, 6]",,1
