K,F(Sg+ U Sg-)*,(Sg+ U Sg-)*,F(Sr+ U Sr-)*,(Sr+ U Sr-)*,F(Sg),Sg,F(Sr),Sr,F(Sgfull),Sgfull,F(Srfull),Srfull,F(Sg+ U Sg-)*/F(Sr+ U Sr-)*,F(Sg+ U Sg-)*/F(Sgfull),F(Sr+ U Sr-)*/F(Srfull),F(Sg)/F(Sr),F(Sg)/F(Sgfull),F(Sr)/F(Srfull),budgetGreedyTime,budgetRdmTime,kmax,n,m,graphid,dataset,group0edges,group1edges,group0targets,group1targets
2,172.00000000000003,"{2, 38}",155.00000000000003,"{0, 6}",172.00000000000003,"{2, 38}",136.4285714285715,"{1, 7}",204.0,"{0, 2, 38, 6, 9, 21, 28}",204,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.1096774193548387,0.8431372549019609,0.7598039215686276,1.2607329842931934,0.8431372549019609,0.6687675070028015,0.09102106094360352,0.0011479854583740234,7,206,39,6,studentmath (30),,"[15, 8, 17, 12, 0, 33, 10]",,1
4,191.42857142857144,"{0, 2, 28, 38}",176.1428571428571,"{0, 27, 6, 7}",191.42857142857144,"{0, 2, 28, 38}",141.76190476190484,"{1, 18, 15, 7}",204.0,"{0, 2, 38, 6, 9, 21, 28}",204,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0867802108678024,0.9383753501400561,0.8634453781512603,1.3503527040644938,0.9383753501400561,0.6949112978524747,0.13611102104187012,0.0009589195251464844,7,206,39,6,studentmath (30),,"[15, 8, 17, 12, 0, 33, 10]",,1
6,201.42857142857144,"{0, 2, 38, 6, 9, 28}",194.14285714285717,"{0, 7, 6, 39, 27, 28}",201.42857142857144,"{0, 2, 38, 6, 9, 28}",143.34761904761905,"{1, 7, 8, 14, 15, 18}",204.0,"{0, 2, 38, 6, 9, 21, 28}",204,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0375275938189845,0.9873949579831933,0.9516806722689077,1.405175563897286,0.9873949579831933,0.7026844070961719,0.17957115173339844,0.0009279251098632812,7,206,39,6,studentmath (30),,"[15, 8, 17, 12, 0, 33, 10]",,1
0,107.75,set(),107.75,set(),107.75,set(),107.75,set(),205.0,"{0, 2, 38, 6, 9, 21, 28}",205,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0,0.525609756097561,0.525609756097561,1.0,0.525609756097561,0.525609756097561,0.0007281303405761719,0.0007429122924804688,8,206,39,7,studentmath (30),,"[15, 8, 17, 12, 0, 33, 10, 39]",,1
2,178.5,"{2, 38}",160.75,"{0, 6}",178.5,"{2, 38}",140.125,"{1, 7}",205.0,"{0, 2, 38, 6, 9, 21, 28}",205,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.1104199066874028,0.8707317073170732,0.7841463414634147,1.2738626226583407,0.8707317073170732,0.6835365853658537,0.08146810531616211,0.0010340213775634766,8,206,39,7,studentmath (30),,"[15, 8, 17, 12, 0, 33, 10, 39]",,1
4,195.875,"{0, 2, 28, 38}",179.625,"{0, 27, 6, 7}",195.875,"{0, 2, 28, 38}",146.125,"{1, 18, 15, 7}",205.0,"{0, 2, 38, 6, 9, 21, 28}",205,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0904662491301322,0.9554878048780487,0.876219512195122,1.3404619332763046,0.9554878048780487,0.7128048780487805,0.13395094871520996,0.0008141994476318359,8,206,39,7,studentmath (30),,"[15, 8, 17, 12, 0, 33, 10, 39]",,1
6,204.125,"{0, 2, 21, 38, 6, 28}",195.75,"{0, 7, 6, 39, 27, 28}",204.125,"{0, 2, 38, 6, 21, 28}",147.6309523809524,"{1, 7, 8, 14, 15, 18}",205.0,"{0, 2, 38, 6, 9, 21, 28}",205,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0427841634738186,0.9957317073170732,0.9548780487804878,1.3826707523586805,0.9957317073170732,0.720150987224158,0.21674370765686035,0.0014481544494628906,8,206,39,7,studentmath (30),,"[15, 8, 17, 12, 0, 33, 10, 39]",,1
0,108.8888888888889,set(),108.8888888888889,set(),108.8888888888889,set(),108.8888888888889,set(),206.0,"{0, 2, 38, 6, 9, 24, 28}",206,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0,0.528586839266451,0.528586839266451,1.0,0.528586839266451,0.528586839266451,0.0009081363677978516,0.0009188652038574219,9,206,39,8,studentmath (30),,"[15, 8, 17, 12, 0, 33, 10, 39, 28]",,1
2,185.11111111111114,"{2, 38}",167.11111111111123,"{0, 6}",185.11111111111114,"{2, 38}",145.2222222222222,"{1, 7}",206.0,"{0, 2, 38, 6, 9, 24, 28}",206,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.1077127659574462,0.8985976267529667,0.8112189859762681,1.2746748278500386,0.8985976267529667,0.7049622437971952,0.06688785552978516,0.0008971691131591797,9,206,39,8,studentmath (30),,"[15, 8, 17, 12, 0, 33, 10, 39, 28]",,1
4,199.22222222222223,"{0, 2, 28, 38}",185.6666666666667,"{0, 27, 6, 7}",199.22222222222223,"{0, 2, 28, 38}",151.49999999999997,"{1, 18, 15, 7}",206.0,"{0, 2, 38, 6, 9, 24, 28}",206,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.073010173548773,0.9670981661272924,0.9012944983818773,1.3149981664833152,0.9670981661272924,0.7354368932038834,0.1417980194091797,0.00090789794921875,9,206,39,8,studentmath (30),,"[15, 8, 17, 12, 0, 33, 10, 39, 28]",,1
