[k](T+),F(S+),S+,[K-k](T-),F(S-),S-,S+ U S-,F(S+ U S-),graphid
4,88.04519989814106,"{0, 24, 13, 23}",0,74.86406401812243,set(),"{0, 24, 13, 23}",88.04519989814106,4
0,74.86406401812243,set(),6,78.33226641349705,"{1, 5, 40, 11, 45, 17}","{1, 17, 5, 40, 11, 45}",78.33226641349705,4
1,78.19915173742066,{13},5,78.74160984784051,"{1, 5, 45, 17, 49}","{1, 17, 45, 49, 5, 13}",82.07669756713877,4
2,83.24867583396995,"{0, 13}",4,78.36888257511323,"{1, 5, 45, 49}","{0, 1, 49, 45, 5, 13}",86.55932327476445,4
3,87.54519989814106,"{0, 24, 13}",3,77.62620580743645,"{1, 5, 45}","{0, 1, 45, 5, 24, 13}",89.36810754604872,4
4,88.04519989814106,"{0, 24, 13, 23}",2,77.45953914076979,"{5, 45}","{0, 45, 5, 23, 24, 13}",89.70144087938205,4
5,93.7940476190476,"{0, 42, 13, 23, 24}",1,77.26430104553168,{45},"{0, 45, 23, 24, 42, 13}",94.76428571428569,4
6,95.92460317460315,"{0, 42, 12, 13, 23, 24}",0,74.86406401812243,set(),"{0, 23, 24, 42, 12, 13}",95.92460317460315,4
0,97.25089835250746,set(),0,97.25089835250746,set(),set(),97.25089835250746,5
0,97.25089835250746,set(),2,100.27062170943967,"{4, 37}","{4, 37}",100.27062170943967,5
1,122.3719914072855,{47},1,100.10395504277301,{37},"{37, 47}",123.89256715506716,5
2,123.86225114754525,"{13, 47}",0,97.25089835250746,set(),"{13, 47}",123.86225114754525,5
0,97.25089835250746,set(),4,106.91018385376022,"{1, 45, 4, 37}","{1, 45, 4, 37}",106.91018385376022,5
1,122.3719914072855,{47},3,100.51153826414932,"{1, 4, 37}","{1, 4, 37, 47}",124.28044594294593,5
2,123.86225114754525,"{13, 47}",2,100.27062170943967,"{4, 37}","{37, 4, 13, 47}",125.4949481074481,5
3,126.20379293908705,"{0, 13, 47}",1,100.10395504277301,{37},"{0, 37, 13, 47}",127.66982323232324,5
4,128.44015657545066,"{0, 23, 13, 47}",0,97.25089835250746,set(),"{0, 23, 13, 47}",128.44015657545066,5
0,97.25089835250746,set(),6,107.86497390860747,"{1, 4, 37, 9, 11, 45}","{1, 4, 37, 9, 11, 45}",107.86497390860747,5
1,122.3719914072855,{47},5,107.18427405290761,"{1, 4, 37, 11, 45}","{1, 4, 37, 11, 45, 47}",128.69995004995002,5
2,123.86225114754525,"{13, 47}",4,106.91018385376022,"{1, 45, 4, 37}","{1, 45, 4, 37, 13, 47}",129.99150849150848,5
3,126.20379293908705,"{0, 13, 47}",3,100.51153826414932,"{1, 4, 37}","{0, 1, 4, 37, 13, 47}",128.00315656565658,5
4,128.44015657545066,"{0, 23, 13, 47}",2,100.27062170943967,"{4, 37}","{0, 4, 37, 23, 13, 47}",130.07285353535354,5
5,128.80379293908703,"{0, 13, 47, 19, 23}",1,100.10395504277301,{37},"{0, 19, 37, 23, 13, 47}",130.26982323232323,5
6,135.0285714285714,"{0, 41, 13, 47, 19, 23}",0,97.25089835250746,set(),"{0, 19, 23, 41, 13, 47}",135.0285714285714,5
0,103.21452157990244,set(),0,103.21452157990244,set(),set(),103.21452157990244,6
0,103.21452157990244,set(),2,104.86844746026387,"{36, 4}","{36, 4}",104.86844746026387,6
1,149.58210049548723,{47},1,104.31614493187438,{36},"{36, 47}",149.98210049548723,6
2,152.37947534286207,"{13, 47}",0,103.21452157990244,set(),"{13, 47}",152.37947534286207,6
0,103.21452157990244,set(),4,106.32804484171066,"{40, 1, 36, 4}","{40, 1, 36, 4}",106.32804484171066,6
1,149.58210049548723,{47},3,105.60220683936284,"{1, 36, 4}","{1, 36, 4, 47}",150.86787641323244,6
2,152.37947534286207,"{13, 47}",2,104.86844746026387,"{36, 4}","{4, 36, 13, 47}",152.97066676014046,6
3,156.063740353214,"{0, 13, 47}",1,104.31614493187438,{36},"{0, 36, 13, 47}",156.13040701988066,6
4,159.49842744974322,"{0, 23, 13, 47}",0,103.21452157990244,set(),"{0, 23, 13, 47}",159.49842744974322,6
0,103.21452157990244,set(),6,107.83704988830303,"{1, 36, 4, 40, 9, 11}","{1, 36, 4, 40, 9, 11}",107.83704988830303,6
1,149.58210049548723,{47},5,107.02213077541232,"{1, 36, 4, 40, 11}","{1, 36, 4, 40, 11, 47}",151.44783201834284,6
2,152.37947534286207,"{13, 47}",4,106.32804484171066,"{40, 1, 36, 4}","{1, 36, 4, 40, 13, 47}",153.58718357665725,6
3,156.063740353214,"{0, 13, 47}",3,105.60220683936284,"{1, 36, 4}","{0, 1, 36, 4, 13, 47}",156.86374035321404,6
4,159.49842744974322,"{0, 23, 13, 47}",2,104.86844746026387,"{36, 4}","{0, 36, 4, 23, 13, 47}",160.0698560211718,6
5,160.77009145824934,"{0, 13, 47, 19, 23}",1,104.31614493187438,{36},"{0, 19, 36, 23, 13, 47}",160.836758124916,6
6,169.06944444444443,"{0, 41, 13, 47, 19, 23}",0,103.21452157990244,set(),"{0, 19, 23, 41, 13, 47}",169.06944444444443,6
0,107.83169672832011,set(),0,107.83169672832011,set(),set(),107.83169672832011,7
