K,F(Sg+ U Sg-)*,(Sg+ U Sg-)*,F(Sr+ U Sr-)*,(Sr+ U Sr-)*,F(Sg),Sg,F(Sr),Sr,F(Sgfull),Sgfull,F(Srfull),Srfull,F(Sg+ U Sg-)*/F(Sr+ U Sr-)*,F(Sg+ U Sg-)*/F(Sgfull),F(Sr+ U Sr-)*/F(Srfull),F(Sg)/F(Sr),F(Sg)/F(Sgfull),F(Sr)/F(Srfull),budgetGreedyTime,budgetRdmTime,r,n,m,graphid
2,17.0,"{0, 3}",15.933333333333332,"{26, 3}",17.0,"{0, 3}",15.433333333333332,"{36, 6}",17.0,"{0, 3}",17,"{0, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 17, 24, 26, 28, 29, 31, 33, 34, 35, 36, 37, 38, 39}",1.0669456066945608,1.0,0.9372549019607842,1.101511879049676,1.0,0.9078431372549018,0.006609201431274414,0.00016689300537109375,5.0,206,24,2
3,17.0,"{0, 38}",16.5,"{0, 33, 28}",17.0,"{0, 3}",16.5,"{0, 36, 6}",17.0,"{0, 3}",17,"{0, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 17, 24, 26, 28, 29, 31, 33, 34, 35, 36, 37, 38, 39}",1.0303030303030303,1.0,0.9705882352941176,1.0303030303030303,1.0,0.9705882352941176,0.010380029678344727,0.00017213821411132812,5.0,206,24,2
0,24.52929292929293,set(),24.52929292929293,set(),24.52929292929293,set(),24.52929292929293,set(),30.0,"{0, 38, 6}",30,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 18, 23, 24, 25, 26, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39}",1.0,0.8176430976430976,0.8176430976430976,1.0,0.8176430976430976,0.8176430976430976,0.00032806396484375,0.00040221214294433594,5.5,206,32,3
1,27.816666666666663,{38},24.52929292929293,{8},27.816666666666663,{38},25.179292929292927,{7},30.0,"{0, 38, 6}",30,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 18, 23, 24, 25, 26, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39}",1.1340182836435513,0.9272222222222221,0.8176430976430976,1.1047437568949954,0.9272222222222221,0.8393097643097642,0.0056378841400146484,0.00019979476928710938,5.5,206,32,3
2,29.083333333333336,"{38, 6}",25.626515151515154,"{8, 3}",29.083333333333336,"{38, 6}",25.179292929292927,"{1, 7}",30.0,"{0, 38, 6}",30,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 18, 23, 24, 25, 26, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39}",1.1348922458391226,0.9694444444444446,0.8542171717171718,1.155049643967506,0.9694444444444446,0.8393097643097642,0.012997150421142578,0.00037097930908203125,5.5,206,32,3
3,30.0,"{0, 38, 6}",27.483333333333334,"{0, 1, 18}",30.0,"{0, 38, 6}",25.179292929292927,"{1, 23, 7}",30.0,"{0, 38, 6}",30,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 18, 23, 24, 25, 26, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39}",1.0915706488781078,1.0,0.9161111111111111,1.1914552201384014,1.0,0.8393097643097642,0.02197885513305664,0.0003731250762939453,5.5,206,32,3
0,33.935760073260084,set(),33.935760073260084,set(),33.935760073260084,set(),33.935760073260084,set(),46.0,"{0, 2, 39, 25, 28, 31}",46,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0,0.7377339146360888,0.7377339146360888,1.0,0.7377339146360888,0.7377339146360888,0.00021600723266601562,0.00025200843811035156,6.0,206,38,4
1,41.18928571428571,{0},40.147619047619045,{6},41.18928571428571,{0},36.23571428571429,{7},46.0,"{0, 2, 39, 25, 28, 31}",46,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0259459138892184,0.895419254658385,0.8727743271221532,1.136704119850187,0.895419254658385,0.7877329192546584,0.008862972259521484,0.00024080276489257812,6.0,206,38,4
2,42.897619047619045,"{0, 2}",42.897619047619045,"{0, 6}",42.897619047619045,"{0, 2}",36.23571428571429,"{1, 7}",46.0,"{0, 2, 39, 25, 28, 31}",46,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0,0.9325569358178053,0.9325569358178053,1.1838491359484853,0.9325569358178053,0.7877329192546584,0.02524113655090332,0.00041604042053222656,6.0,206,38,4
3,44.416666666666664,"{0, 2, 31}",42.897619047619045,"{0, 37, 6}",44.416666666666664,"{0, 2, 31}",36.23571428571429,"{1, 18, 7}",46.0,"{0, 2, 39, 25, 28, 31}",46,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0354110007215407,0.9655797101449275,0.9325569358178053,1.2257704185557525,0.9655797101449275,0.7877329192546584,0.032549142837524414,0.00031113624572753906,6.0,206,38,4
0,34.74087008622613,set(),34.74087008622613,set(),34.74087008622613,set(),34.74087008622613,set(),55.0,"{0, 2, 6, 21, 24, 28}",55,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0,0.6316521833859297,0.6316521833859297,1.0,0.6316521833859297,0.6316521833859297,0.0009191036224365234,0.0005471706390380859,6.5,206,39,5
1,48.011111111111106,{0},47.8015873015873,{6},48.011111111111106,{0},39.002854090354084,{7},55.0,"{0, 2, 6, 21, 24, 28}",55,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.004383197741989,0.8729292929292928,0.8691197691197691,1.2309640468845813,0.8729292929292928,0.7091428016428015,0.012942790985107422,0.00039505958557128906,6.5,206,39,5
2,50.89999999999999,"{0, 2}",50.56666666666666,"{0, 6}",50.89999999999999,"{0, 2}",39.669520757020756,"{1, 7}",55.0,"{0, 2, 6, 21, 24, 28}",55,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.00659195781147,0.9254545454545453,0.9193939393939393,1.2831009558135802,0.9254545454545453,0.7212640137640137,0.038374900817871094,0.0004811286926269531,6.5,206,39,5
3,52.4,"{0, 2, 6}",50.56666666666666,"{0, 36, 6}",52.4,"{0, 2, 6}",39.669520757020756,"{1, 18, 7}",55.0,"{0, 2, 6, 21, 24, 28}",55,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.036255767963085,0.9527272727272728,0.9193939393939393,1.3209133611911907,0.9527272727272728,0.7212640137640137,0.03589797019958496,0.0003619194030761719,6.5,206,39,5
0,42.102251443087354,set(),42.102251443087354,set(),42.102251443087354,set(),42.102251443087354,set(),70.0,"{0, 2, 6, 39, 9, 21, 24}",70,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0,0.601460734901248,0.601460734901248,1.0,0.601460734901248,0.601460734901248,0.0007410049438476562,0.0007607936859130859,7.0,206,39,6
1,62.510150375939844,{9},60.52023809523809,{6},62.510150375939844,{9},54.55488480817427,{7},70.0,"{0, 2, 6, 39, 9, 21, 24}",70,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0328801132204786,0.8930021482277121,0.8645748299319728,1.1458213246300097,0.8930021482277121,0.7793554972596325,0.017425060272216797,0.00041413307189941406,7.0,206,39,6
2,65.64999999999999,"{9, 2}",64.1690476190476,"{0, 6}",65.64999999999999,"{9, 2}",56.52924378253324,"{1, 7}",70.0,"{0, 2, 6, 39, 9, 21, 24}",70,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0230789210047866,0.9378571428571427,0.9167006802721086,1.1613458027592602,0.9378571428571427,0.8075606254647606,0.04256701469421387,0.0006880760192871094,7.0,206,39,6
3,67.25,"{9, 2, 39}",64.21666666666665,"{0, 36, 6}",67.25,"{9, 2, 39}",56.52924378253324,"{1, 18, 7}",70.0,"{0, 2, 6, 39, 9, 21, 24}",70,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0472359200622894,0.9607142857142857,0.9173809523809522,1.1896497370230048,0.9607142857142857,0.8075606254647606,0.05674910545349121,0.0006029605865478516,7.0,206,39,6
0,42.676966498648014,set(),42.676966498648014,set(),42.676966498648014,set(),42.676966498648014,set(),80.0,"{0, 2, 9, 24, 25}",80,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0,0.5334620812331001,0.5334620812331001,1.0,0.5334620812331001,0.5334620812331001,0.0005257129669189453,0.0005180835723876953,7.5,206,39,7
1,72.46457431457432,{2},68.9030969030969,{6},72.46457431457432,{2},62.04481873046114,{7},80.0,"{0, 2, 9, 24, 25}",80,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0516882051976006,0.905807178932179,0.8612887112887112,1.1679391736057658,0.905807178932179,0.7755602341307642,0.02784109115600586,0.0005910396575927734,7.5,206,39,7
2,77.02489177489178,"{9, 2}",74.17820512820512,"{0, 6}",77.02489177489178,"{9, 2}",64.82001633986928,"{1, 7}",80.0,"{0, 2, 9, 24, 25}",80,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0383763214783457,0.9628111471861474,0.927227564102564,1.1882886818637775,0.9628111471861474,0.810250204248366,0.04624009132385254,0.0005688667297363281,7.5,206,39,7
3,78.58333333333334,"{0, 9, 2}",75.17820512820514,"{0, 27, 6}",78.58333333333334,"{0, 9, 2}",65.6015289449113,"{1, 18, 7}",80.0,"{0, 2, 9, 24, 25}",80,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0452940875526526,0.9822916666666668,0.9397275641025642,1.1978887473693407,0.9822916666666668,0.8200191118113912,0.06731986999511719,0.000553131103515625,7.5,206,39,7
0,40.95717566870098,set(),40.95717566870098,set(),40.95717566870098,set(),40.95717566870098,set(),82.0,"{0, 2, 9, 21, 24}",82,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0,0.49947775205732897,0.49947775205732897,1.0,0.49947775205732897,0.49947775205732897,0.0006132125854492188,0.0006258487701416016,8.0,206,39,8
1,76.40469409107517,{2},74.47912316441729,{6},76.40469409107517,{2},67.33748141705038,{7},82.0,"{0, 2, 9, 21, 24}",82,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0258538345357138,0.9317645620862826,0.9082819898099669,1.1346532790240191,0.9317645620862826,0.8211887977689071,0.028150081634521484,0.0008618831634521484,8.0,206,39,8
2,79.40530303030303,"{9, 2}",77.10198412698414,"{0, 6}",79.40530303030303,"{9, 2}",71.92474386724386,"{1, 7}",82.0,"{0, 2, 9, 21, 24}",82,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0298736657609928,0.9683573540280858,0.9402680991095627,1.10400536395189,0.9683573540280858,0.8771310227712666,0.05839109420776367,0.0008728504180908203,8.0,206,39,8
3,80.69696969696969,"{24, 9, 2}",77.10198412698414,"{0, 36, 6}",80.69696969696969,"{24, 9, 2}",73.39224386724386,"{1, 18, 7}",82.0,"{0, 2, 9, 21, 24}",82,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0466263690966078,0.9841093865484108,0.9402680991095627,1.099529942740803,0.9841093865484108,0.8950273642346812,0.12180399894714355,0.0011508464813232422,8.0,206,39,8
0,41.41599555558845,set(),41.41599555558845,set(),41.41599555558845,set(),41.41599555558845,set(),86.0,"{24, 2, 7}",86,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0,0.4815813436696332,0.4815813436696332,1.0,0.4815813436696332,0.4815813436696332,0.0008208751678466797,0.0009129047393798828,8.5,206,39,9
1,82.7547619047619,{2},80.53211951447246,{6},82.7547619047619,{2},74.67636804186893,{7},86.0,"{24, 2, 7}",86,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.02759945228922,0.9622646733111849,0.9364199943543309,1.1081787193823307,0.9622646733111849,0.8683298609519643,0.041671037673950195,0.0011439323425292969,8.5,206,39,9
2,85.2,"{24, 2}",82.54444444444444,"{0, 6}",85.2,"{24, 2}",79.20589330024814,"{1, 7}",86.0,"{24, 2, 7}",86,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0321712208911025,0.9906976744186047,0.9598191214470283,1.0756775342085951,0.9906976744186047,0.9209987593052109,0.08662128448486328,0.0007970333099365234,8.5,206,39,9
3,86.0,"{24, 2, 7}",82.54444444444444,"{0, 36, 6}",86.0,"{24, 2, 7}",80.32820512820513,"{1, 18, 7}",86.0,"{24, 2, 7}",86,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0418629694440706,1.0,0.9598191214470283,1.0706077630234934,1.0,0.9340488968395945,0.11575198173522949,0.0010700225830078125,8.5,206,39,9
0,40.54909317080299,set(),40.54909317080299,set(),40.54909317080299,set(),40.54909317080299,set(),87.0,"{24, 2, 13}",87,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0,0.46608153069888497,0.46608153069888497,1.0,0.46608153069888497,0.46608153069888497,0.0009126663208007812,0.0011639595031738281,9.0,206,39,10
1,85.23395721925134,{2},83.51287878787879,{6},85.23395721925134,{2},81.32035380853839,{7},87.0,"{24, 2, 13}",87,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0206085391421371,0.9797006576925441,0.9599181469871125,1.048125754837801,0.9797006576925441,0.93471671044297,0.04021120071411133,0.0009748935699462891,9.0,206,39,10
2,86.25,"{2, 13}",85.01666666666667,"{0, 6}",86.25,"{2, 13}",83.67861952861952,"{1, 7}",87.0,"{24, 2, 13}",87,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0145069594197216,0.9913793103448276,0.9772030651340996,1.0307292410637943,0.9913793103448276,0.9618232129726382,0.0856630802154541,0.0008928775787353516,9.0,206,39,10
3,87.0,"{24, 2, 13}",85.01666666666667,"{0, 36, 6}",87.0,"{24, 2, 13}",83.67861952861952,"{1, 18, 7}",87.0,"{24, 2, 13}",87,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0233287590668496,1.0,0.9772030651340996,1.0396921040295666,1.0,0.9618232129726382,0.11600613594055176,0.0009379386901855469,9.0,206,39,10
0,39.45423087821019,set(),39.45423087821019,set(),39.45423087821019,set(),39.45423087821019,set(),87.0,"{0, 2}",87,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0,0.45349690664609416,0.45349690664609416,1.0,0.45349690664609416,0.45349690664609416,0.0014510154724121094,0.0014510154724121094,9.5,206,39,11
1,86.41379310344828,{2},86.4,{6},86.41379310344828,{2},84.02166666666666,{7},87.0,"{0, 2}",87,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0001596424010217,0.9932619896948078,0.9931034482758622,1.028470352132763,0.9932619896948078,0.9657662835249041,0.053127288818359375,0.0009417533874511719,9.5,206,39,11
2,87.0,"{0, 2}",86.4,"{36, 6}",87.0,"{0, 2}",85.14166666666667,"{1, 7}",87.0,"{0, 2}",87,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0069444444444444,1.0,0.9931034482758622,1.021826367818342,1.0,0.978639846743295,0.09069395065307617,0.0011630058288574219,9.5,206,39,11
3,87.0,"{0, 2}",86.4,"{8, 36, 6}",87.0,"{0, 2}",85.14166666666667,"{1, 18, 7}",87.0,"{0, 2}",87,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0069444444444444,1.0,0.9931034482758622,1.021826367818342,1.0,0.978639846743295,0.11874008178710938,0.0011429786682128906,9.5,206,39,11
0,38.490589029850995,set(),38.490589029850995,set(),38.490589029850995,set(),38.490589029850995,set(),87.0,{2},87,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0,0.44242056356150566,0.44242056356150566,1.0,0.44242056356150566,0.44242056356150566,0.002052783966064453,0.002279996871948242,10.0,206,40,12
1,87.0,{2},87.0,{6},87.0,{2},84.61159420289856,{7},87.0,{2},87,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0,1.0,1.0,1.0282278784556882,1.0,0.9725470598034317,0.06283688545227051,0.001844167709350586,10.0,206,40,12
2,87.0,{2},87.0,"{35, 6}",87.0,{2},86.33333333333334,"{1, 7}",87.0,{2},87,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0,1.0,1.0,1.0077220077220077,1.0,0.992337164750958,0.12296891212463379,0.0014462471008300781,10.0,206,40,12
3,87.0,{2},87.0,"{8, 35, 6}",87.0,{2},86.36363636363637,"{1, 17, 7}",87.0,{2},87,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}",1.0,1.0,1.0,1.0073684210526315,1.0,0.9926854754440962,0.12373185157775879,0.001294851303100586,10.0,206,40,12
