K,B,Sg,Sg_lbls,F(Sg),Sgb,Sgb_lbls,F(Sgb)b4B,F(Sgb),Boostedgb,usedBbudgetgb,Sbg,Sbg_lbls,F(Sbg)b4B,F(Sbg),Boostedbg,usedBbudgetbg,r,n,m,greedyTime,greedyBoostTime,boostGreedyTime,dataset,graphid
1,1,{2},{2: 1},203.59561128526644,{2},{2: 1},203.59561128526644,204.59561128526644,[125],1,{2},{2: 1},203.59561128526644,204.59561128526644,[125],1,9.5,206,39,0.25984883308410645,0.2754819393157959,0.27860403060913086,studentmath (30),11
1,0,{2},{2: 1},203.59561128526644,{2},{2: 1},203.59561128526644,203.59561128526644,[],0,{2},{2: 1},203.59561128526644,203.59561128526644,[],0,9.5,206,39,0.2606682777404785,0.3017091751098633,0.2690558433532715,studentmath (30),11
2,4,"{24, 2}","{24: 1, 2: 1}",205.0,"{24, 2}","{24: 1, 2: 1}",205.0,206.0,[125],1,"{0, 2}","{0: 1, 2: 1}",202.0,206.0,"[125, 136, 86, 59]",4,9.5,206,39,0.5559890270233154,0.6571872234344482,0.5372579097747803,studentmath (30),11
2,3,"{24, 2}","{24: 1, 2: 1}",205.0,"{24, 2}","{24: 1, 2: 1}",205.0,206.0,[125],1,"{0, 2}","{0: 1, 2: 1}",203.0,206.0,"[125, 136, 86]",3,9.5,206,39,0.5129961967468262,0.441422700881958,0.5149891376495361,studentmath (30),11
2,2,"{24, 2}","{24: 1, 2: 1}",205.0,"{24, 2}","{24: 1, 2: 1}",205.0,206.0,[125],1,"{0, 2}","{0: 1, 2: 1}",204.0,206.0,"[125, 136]",2,9.5,206,39,0.45343732833862305,0.5030608177185059,0.4979679584503174,studentmath (30),11
2,1,"{24, 2}","{24: 1, 2: 1}",205.0,"{24, 2}","{24: 1, 2: 1}",205.0,206.0,[125],1,"{24, 2}","{24: 1, 2: 1}",205.0,206.0,[125],1,9.5,206,39,0.6152088642120361,0.6020128726959229,0.5864312648773193,studentmath (30),11
2,0,"{24, 2}","{24: 1, 2: 1}",205.0,"{24, 2}","{24: 1, 2: 1}",205.0,205.0,[],0,"{24, 2}","{24: 1, 2: 1}",205.0,205.0,[],0,9.5,206,39,0.5277190208435059,0.5159380435943604,0.6245529651641846,studentmath (30),11
3,4,"{24, 2}","{24: 1, 2: 1}",205.0,"{24, 2}","{24: 1, 2: 1}",205.0,206.0,[125],1,"{0, 2}","{0: 1, 2: 1}",202.0,206.0,"[125, 136, 86, 59]",4,9.5,206,39,0.9518980979919434,1.0825960636138916,0.8942890167236328,studentmath (30),11
3,3,"{24, 2}","{24: 1, 2: 1}",205.0,"{24, 2}","{24: 1, 2: 1}",205.0,206.0,[125],1,"{0, 2}","{0: 1, 2: 1}",203.0,206.0,"[125, 136, 86]",3,9.5,206,39,0.8830389976501465,0.8831982612609863,0.7921528816223145,studentmath (30),11
3,2,"{24, 2}","{24: 1, 2: 1}",205.0,"{24, 2}","{24: 1, 2: 1}",205.0,206.0,[125],1,"{0, 2}","{0: 1, 2: 1}",204.0,206.0,"[125, 136]",2,9.5,206,39,0.7400949001312256,0.7436590194702148,0.7451210021972656,studentmath (30),11
3,1,"{24, 2}","{24: 1, 2: 1}",205.0,"{24, 2}","{24: 1, 2: 1}",205.0,206.0,[125],1,"{24, 2}","{24: 1, 2: 1}",205.0,206.0,[125],1,9.5,206,39,0.8187501430511475,0.8497006893157959,0.7835659980773926,studentmath (30),11
3,0,"{24, 2}","{24: 1, 2: 1}",205.0,"{24, 2}","{24: 1, 2: 1}",205.0,205.0,[],0,"{24, 2}","{24: 1, 2: 1}",205.0,205.0,[],0,9.5,206,39,0.8760828971862793,0.8834731578826904,1.109490156173706,studentmath (30),11
4,4,"{24, 2}","{24: 1, 2: 1}",205.0,"{24, 2}","{24: 1, 2: 1}",205.0,206.0,[125],1,"{0, 2}","{0: 1, 2: 1}",202.0,206.0,"[125, 136, 86, 59]",4,9.5,206,39,1.0591883659362793,1.2743351459503174,1.0308990478515625,studentmath (30),11
4,3,"{24, 2}","{24: 1, 2: 1}",205.0,"{24, 2}","{24: 1, 2: 1}",205.0,206.0,[125],1,"{0, 2}","{0: 1, 2: 1}",203.0,206.0,"[125, 136, 86]",3,9.5,206,39,1.0379559993743896,0.8730149269104004,0.8652496337890625,studentmath (30),11
4,2,"{24, 2}","{24: 1, 2: 1}",205.0,"{24, 2}","{24: 1, 2: 1}",205.0,206.0,[125],1,"{0, 2}","{0: 1, 2: 1}",204.0,206.0,"[125, 136]",2,9.5,206,39,0.9346392154693604,0.8512868881225586,0.8728480339050293,studentmath (30),11
4,1,"{24, 2}","{24: 1, 2: 1}",205.0,"{24, 2}","{24: 1, 2: 1}",205.0,206.0,[125],1,"{24, 2}","{24: 1, 2: 1}",205.0,206.0,[125],1,9.5,206,39,0.8319191932678223,0.8035688400268555,0.8105311393737793,studentmath (30),11
4,0,"{24, 2}","{24: 1, 2: 1}",205.0,"{24, 2}","{24: 1, 2: 1}",205.0,205.0,[],0,"{24, 2}","{24: 1, 2: 1}",205.0,205.0,[],0,9.5,206,39,0.9041037559509277,0.9767873287200928,0.906764030456543,studentmath (30),11
5,4,"{24, 2}","{24: 1, 2: 1}",205.0,"{24, 2}","{24: 1, 2: 1}",205.0,206.0,[125],1,"{0, 2}","{0: 1, 2: 1}",202.0,206.0,"[125, 136, 86, 59]",4,9.5,206,39,0.7518510818481445,0.8359711170196533,0.7958450317382812,studentmath (30),11
5,3,"{24, 2}","{24: 1, 2: 1}",205.0,"{24, 2}","{24: 1, 2: 1}",205.0,206.0,[125],1,"{0, 2}","{0: 1, 2: 1}",203.0,206.0,"[125, 136, 86]",3,9.5,206,39,0.7507100105285645,0.7219109535217285,0.7154510021209717,studentmath (30),11
5,2,"{24, 2}","{24: 1, 2: 1}",205.0,"{24, 2}","{24: 1, 2: 1}",205.0,206.0,[125],1,"{0, 2}","{0: 1, 2: 1}",204.0,206.0,"[125, 136]",2,9.5,206,39,0.7276420593261719,0.690453052520752,0.6855471134185791,studentmath (30),11
5,1,"{24, 2}","{24: 1, 2: 1}",205.0,"{24, 2}","{24: 1, 2: 1}",205.0,206.0,[125],1,"{24, 2}","{24: 1, 2: 1}",205.0,206.0,[125],1,9.5,206,39,0.7496440410614014,0.6849160194396973,0.6990089416503906,studentmath (30),11
5,0,"{24, 2}","{24: 1, 2: 1}",205.0,"{24, 2}","{24: 1, 2: 1}",205.0,205.0,[],0,"{24, 2}","{24: 1, 2: 1}",205.0,205.0,[],0,9.5,206,39,0.6763908863067627,0.6363828182220459,0.6222701072692871,studentmath (30),11
1,4,{2},{2: 1},205.0,{2},{2: 1},205.0,206.0,[125],1,{2},{2: 1},202.0,206.0,"[125, 86, 124, 136]",4,10.0,206,40,0.24994492530822754,0.2442018985748291,0.1997370719909668,studentmath (30),12
1,3,{2},{2: 1},205.0,{2},{2: 1},205.0,206.0,[125],1,{2},{2: 1},203.0,206.0,"[125, 86, 124]",3,10.0,206,40,0.20604205131530762,0.26781487464904785,0.2218313217163086,studentmath (30),12
1,2,{2},{2: 1},205.0,{2},{2: 1},205.0,206.0,[125],1,{2},{2: 1},204.0,206.0,"[125, 86]",2,10.0,206,40,0.20312094688415527,0.19504690170288086,0.21110081672668457,studentmath (30),12
1,1,{2},{2: 1},205.0,{2},{2: 1},205.0,206.0,[125],1,{2},{2: 1},205.0,206.0,[125],1,10.0,206,40,0.21320700645446777,0.22938179969787598,0.21716809272766113,studentmath (30),12
1,0,{2},{2: 1},205.0,{2},{2: 1},205.0,205.0,[],0,{2},{2: 1},205.0,205.0,[],0,10.0,206,40,0.21158123016357422,0.21178603172302246,0.20106077194213867,studentmath (30),12
2,4,{2},{2: 1},205.0,{2},{2: 1},205.0,206.0,[125],1,{2},{2: 1},202.0,206.0,"[125, 86, 124, 136]",4,10.0,206,40,0.48409104347229004,0.4080479145050049,0.3951270580291748,studentmath (30),12
2,3,{2},{2: 1},205.0,{2},{2: 1},205.0,206.0,[125],1,{2},{2: 1},203.0,206.0,"[125, 86, 124]",3,10.0,206,40,0.3861501216888428,0.3849661350250244,0.41559600830078125,studentmath (30),12
2,2,{2},{2: 1},205.0,{2},{2: 1},205.0,206.0,[125],1,{2},{2: 1},204.0,206.0,"[125, 86]",2,10.0,206,40,0.37245678901672363,0.3785972595214844,0.4133608341217041,studentmath (30),12
2,1,{2},{2: 1},205.0,{2},{2: 1},205.0,206.0,[125],1,{2},{2: 1},205.0,206.0,[125],1,10.0,206,40,0.3862738609313965,0.38283610343933105,0.3761141300201416,studentmath (30),12
2,0,{2},{2: 1},205.0,{2},{2: 1},205.0,205.0,[],0,{2},{2: 1},205.0,205.0,[],0,10.0,206,40,0.35445594787597656,0.3591580390930176,0.37050414085388184,studentmath (30),12
3,4,{2},{2: 1},205.0,{2},{2: 1},205.0,206.0,[125],1,{2},{2: 1},202.0,206.0,"[125, 86, 124, 136]",4,10.0,206,40,0.36978983879089355,0.4072709083557129,0.38882923126220703,studentmath (30),12
3,3,{2},{2: 1},205.0,{2},{2: 1},205.0,206.0,[125],1,{2},{2: 1},203.0,206.0,"[125, 86, 124]",3,10.0,206,40,0.38181591033935547,0.39252805709838867,0.3492431640625,studentmath (30),12
3,2,{2},{2: 1},205.0,{2},{2: 1},205.0,206.0,[125],1,{2},{2: 1},204.0,206.0,"[125, 86]",2,10.0,206,40,0.35483312606811523,0.37036871910095215,0.3764381408691406,studentmath (30),12
3,1,{2},{2: 1},205.0,{2},{2: 1},205.0,206.0,[125],1,{2},{2: 1},205.0,206.0,[125],1,10.0,206,40,0.41392993927001953,0.3550858497619629,0.4599299430847168,studentmath (30),12
3,0,{2},{2: 1},205.0,{2},{2: 1},205.0,205.0,[],0,{2},{2: 1},205.0,205.0,[],0,10.0,206,40,0.42995214462280273,0.3657548427581787,0.36212611198425293,studentmath (30),12
4,4,{2},{2: 1},205.0,{2},{2: 1},205.0,206.0,[125],1,{2},{2: 1},202.0,206.0,"[125, 86, 124, 136]",4,10.0,206,40,0.41887378692626953,0.35832715034484863,0.3568859100341797,studentmath (30),12
4,3,{2},{2: 1},205.0,{2},{2: 1},205.0,206.0,[125],1,{2},{2: 1},203.0,206.0,"[125, 86, 124]",3,10.0,206,40,0.40891599655151367,0.39077091217041016,0.4860410690307617,studentmath (30),12
4,2,{2},{2: 1},205.0,{2},{2: 1},205.0,206.0,[125],1,{2},{2: 1},204.0,206.0,"[125, 86]",2,10.0,206,40,0.4054229259490967,0.3758361339569092,0.4057600498199463,studentmath (30),12
4,1,{2},{2: 1},205.0,{2},{2: 1},205.0,206.0,[125],1,{2},{2: 1},205.0,206.0,[125],1,10.0,206,40,0.401735782623291,0.35024571418762207,0.36511683464050293,studentmath (30),12
4,0,{2},{2: 1},205.0,{2},{2: 1},205.0,205.0,[],0,{2},{2: 1},205.0,205.0,[],0,10.0,206,40,0.37599897384643555,0.37867307662963867,0.38787007331848145,studentmath (30),12
5,4,{2},{2: 1},205.0,{2},{2: 1},205.0,206.0,[125],1,{2},{2: 1},202.0,206.0,"[125, 86, 124, 136]",4,10.0,206,40,0.37545013427734375,0.42124271392822266,0.3694887161254883,studentmath (30),12
5,3,{2},{2: 1},205.0,{2},{2: 1},205.0,206.0,[125],1,{2},{2: 1},203.0,206.0,"[125, 86, 124]",3,10.0,206,40,0.3962697982788086,0.3812248706817627,0.39075732231140137,studentmath (30),12
5,2,{2},{2: 1},205.0,{2},{2: 1},205.0,206.0,[125],1,{2},{2: 1},204.0,206.0,"[125, 86]",2,10.0,206,40,0.3716700077056885,0.45912814140319824,0.43546509742736816,studentmath (30),12
5,1,{2},{2: 1},205.0,{2},{2: 1},205.0,206.0,[125],1,{2},{2: 1},205.0,206.0,[125],1,10.0,206,40,0.42237091064453125,0.4273078441619873,0.4033668041229248,studentmath (30),12
5,0,{2},{2: 1},205.0,{2},{2: 1},205.0,205.0,[],0,{2},{2: 1},205.0,205.0,[],0,10.0,206,40,0.3715550899505615,0.36604857444763184,0.38324522972106934,studentmath (30),12
