K,B,Sg,Sg_lbls,F(Sg),Sgb,Sgb_lbls,F(Sgb)b4B,F(Sgb),Boostedgb,usedBbudgetgb,Sbg,Sbg_lbls,F(Sbg)b4B,F(Sbg),Boostedbg,usedBbudgetbg,r,n,m,greedyTime,greedyBoostTime,boostGreedyTime,dataset,graphid
1,4,{5},{5: 1},202.51296364454257,{5},{5: 1},202.51296364454257,206.51296364454257,"[4, 8, 17, 24]",4,{5},{5: 1},202.51296364454257,206.51296364454257,"[4, 8, 17, 24]",4,4.0,328,48,0.15757203102111816,0.16646099090576172,0.15480494499206543,adult (14),0
1,3,{5},{5: 1},202.51296364454257,{5},{5: 1},202.51296364454257,205.51296364454257,"[4, 8, 17]",3,{5},{5: 1},202.51296364454257,205.51296364454257,"[4, 8, 17]",3,4.0,328,48,0.20861220359802246,0.2709667682647705,0.1767721176147461,adult (14),0
1,2,{5},{5: 1},202.51296364454257,{5},{5: 1},202.51296364454257,204.51296364454257,"[4, 8]",2,{5},{5: 1},202.51296364454257,204.51296364454257,"[4, 8]",2,4.0,328,48,0.1784050464630127,0.15385103225708008,0.314363956451416,adult (14),0
1,1,{5},{5: 1},202.51296364454257,{5},{5: 1},202.51296364454257,203.51296364454257,[4],1,{5},{5: 1},202.51296364454257,203.51296364454257,[4],1,4.0,328,48,0.30556392669677734,0.27374911308288574,0.22962093353271484,adult (14),0
1,0,{5},{5: 1},202.51296364454257,{5},{5: 1},202.51296364454257,202.51296364454257,[],0,{5},{5: 1},202.51296364454257,202.51296364454257,[],0,4.0,328,48,0.2756369113922119,0.20198798179626465,0.23591113090515137,adult (14),0
2,4,"{9, 5}","{9: 1, 5: 1}",231.23708513708513,"{9, 5}","{9: 1, 5: 1}",231.23708513708513,235.23708513708513,"[4, 8, 17, 24]",4,"{9, 5}","{9: 1, 5: 1}",231.23708513708513,235.23708513708513,"[4, 8, 17, 24]",4,4.0,328,48,0.3564462661743164,0.36979198455810547,0.3474130630493164,adult (14),0
2,3,"{9, 5}","{9: 1, 5: 1}",231.23708513708513,"{9, 5}","{9: 1, 5: 1}",231.23708513708513,234.23708513708513,"[4, 8, 17]",3,"{9, 5}","{9: 1, 5: 1}",231.23708513708513,234.23708513708513,"[4, 8, 17]",3,4.0,328,48,0.3224198818206787,0.3290410041809082,0.3399651050567627,adult (14),0
2,2,"{9, 5}","{9: 1, 5: 1}",231.23708513708513,"{9, 5}","{9: 1, 5: 1}",231.23708513708513,233.23708513708513,"[4, 8]",2,"{9, 5}","{9: 1, 5: 1}",231.23708513708513,233.23708513708513,"[4, 8]",2,4.0,328,48,0.31240415573120117,0.42202186584472656,0.3352200984954834,adult (14),0
2,1,"{9, 5}","{9: 1, 5: 1}",231.23708513708513,"{9, 5}","{9: 1, 5: 1}",231.23708513708513,232.23708513708513,[4],1,"{9, 5}","{9: 1, 5: 1}",231.23708513708513,232.23708513708513,[4],1,4.0,328,48,0.3638951778411865,0.4150888919830322,0.41219282150268555,adult (14),0
2,0,"{9, 5}","{9: 1, 5: 1}",231.23708513708513,"{9, 5}","{9: 1, 5: 1}",231.23708513708513,231.23708513708513,[],0,"{9, 5}","{9: 1, 5: 1}",231.23708513708513,231.23708513708513,[],0,4.0,328,48,0.32712221145629883,0.46120190620422363,0.36018991470336914,adult (14),0
3,4,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",235.49285714285713,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",235.49285714285713,239.49285714285713,"[4, 8, 17, 24]",4,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",235.49285714285713,239.49285714285713,"[4, 8, 17, 24]",4,4.0,328,48,0.5910141468048096,0.5531198978424072,0.5638759136199951,adult (14),0
3,3,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",235.49285714285713,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",235.49285714285713,238.49285714285713,"[4, 8, 17]",3,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",235.49285714285713,238.49285714285713,"[4, 8, 17]",3,4.0,328,48,0.5606029033660889,0.5668230056762695,0.5050749778747559,adult (14),0
3,2,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",235.49285714285713,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",235.49285714285713,237.49285714285713,"[4, 8]",2,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",235.49285714285713,237.49285714285713,"[4, 8]",2,4.0,328,48,0.5771589279174805,0.48193883895874023,0.5096099376678467,adult (14),0
3,1,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",235.49285714285713,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",235.49285714285713,236.49285714285713,[4],1,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",235.49285714285713,236.49285714285713,[4],1,4.0,328,48,0.4576880931854248,0.4449777603149414,0.4377422332763672,adult (14),0
3,0,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",235.49285714285713,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",235.49285714285713,235.49285714285713,[],0,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",235.49285714285713,235.49285714285713,[],0,4.0,328,48,0.4396800994873047,0.4476768970489502,0.5185949802398682,adult (14),0
4,4,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",237.87619047619046,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",237.87619047619046,241.87619047619046,"[4, 8, 17, 24]",4,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",237.87619047619046,241.87619047619046,"[4, 8, 17, 24]",4,4.0,328,48,0.5902690887451172,0.6238789558410645,0.7158772945404053,adult (14),0
4,3,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",237.87619047619046,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",237.87619047619046,240.87619047619046,"[4, 8, 17]",3,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",237.87619047619046,240.87619047619046,"[4, 8, 17]",3,4.0,328,48,0.634274959564209,0.6124639511108398,0.6379072666168213,adult (14),0
4,2,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",237.87619047619046,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",237.87619047619046,239.87619047619046,"[4, 8]",2,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",237.87619047619046,239.87619047619046,"[4, 8]",2,4.0,328,48,0.6460361480712891,0.6018197536468506,0.5826191902160645,adult (14),0
4,1,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",237.87619047619046,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",237.87619047619046,238.87619047619046,[4],1,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",237.87619047619046,238.87619047619046,[4],1,4.0,328,48,0.5763912200927734,0.5946557521820068,0.6255600452423096,adult (14),0
4,0,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",237.87619047619046,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",237.87619047619046,237.87619047619046,[],0,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",237.87619047619046,237.87619047619046,[],0,4.0,328,48,0.6375811100006104,0.638139009475708,0.6146068572998047,adult (14),0
5,4,"{3, 5, 8, 9, 46}","{3: 1, 5: 1, 8: 1, 9: 1, 46: 1}",239.97619047619048,"{3, 5, 8, 9, 46}","{3: 1, 5: 1, 8: 1, 9: 1, 46: 1}",239.97619047619048,243.97619047619048,"[4, 8, 17, 24]",4,"{3, 5, 8, 9, 46}","{3: 1, 5: 1, 8: 1, 9: 1, 46: 1}",239.97619047619048,243.97619047619048,"[4, 8, 17, 24]",4,4.0,328,48,0.7651519775390625,0.7742671966552734,0.7922890186309814,adult (14),0
5,3,"{3, 5, 8, 9, 46}","{3: 1, 5: 1, 8: 1, 9: 1, 46: 1}",239.97619047619048,"{3, 5, 8, 9, 46}","{3: 1, 5: 1, 8: 1, 9: 1, 46: 1}",239.97619047619048,242.97619047619048,"[4, 8, 17]",3,"{3, 5, 8, 9, 46}","{3: 1, 5: 1, 8: 1, 9: 1, 46: 1}",239.97619047619048,242.97619047619048,"[4, 8, 17]",3,4.0,328,48,0.8139598369598389,0.8151640892028809,0.813668966293335,adult (14),0
5,2,"{3, 5, 8, 9, 46}","{3: 1, 5: 1, 8: 1, 9: 1, 46: 1}",239.97619047619048,"{3, 5, 8, 9, 46}","{3: 1, 5: 1, 8: 1, 9: 1, 46: 1}",239.97619047619048,241.97619047619048,"[4, 8]",2,"{3, 5, 8, 9, 46}","{3: 1, 5: 1, 8: 1, 9: 1, 46: 1}",239.97619047619048,241.97619047619048,"[4, 8]",2,4.0,328,48,0.7804629802703857,0.818993091583252,0.7556159496307373,adult (14),0
5,1,"{3, 5, 8, 9, 46}","{3: 1, 5: 1, 8: 1, 9: 1, 46: 1}",239.97619047619048,"{3, 5, 8, 9, 46}","{3: 1, 5: 1, 8: 1, 9: 1, 46: 1}",239.97619047619048,240.97619047619048,[4],1,"{3, 5, 8, 9, 46}","{3: 1, 5: 1, 8: 1, 9: 1, 46: 1}",239.97619047619048,240.97619047619048,[4],1,4.0,328,48,0.749208927154541,0.7382118701934814,0.7154431343078613,adult (14),0
5,0,"{3, 5, 8, 9, 46}","{3: 1, 5: 1, 8: 1, 9: 1, 46: 1}",239.97619047619048,"{3, 5, 8, 9, 46}","{3: 1, 5: 1, 8: 1, 9: 1, 46: 1}",239.97619047619048,239.97619047619048,[],0,"{3, 5, 8, 9, 46}","{3: 1, 5: 1, 8: 1, 9: 1, 46: 1}",239.97619047619048,239.97619047619048,[],0,4.0,328,48,0.8006160259246826,0.7569749355316162,0.7533679008483887,adult (14),0
1,4,{8},{8: 1},236.14396387925797,{8},{8: 1},236.14396387925797,240.14396387925797,"[4, 8, 17, 24]",4,{8},{8: 1},236.14396387925797,240.14396387925797,"[4, 8, 17, 24]",4,4.5,328,49,0.2059478759765625,0.19920635223388672,0.21463871002197266,adult (14),1
1,3,{8},{8: 1},236.14396387925797,{8},{8: 1},236.14396387925797,239.14396387925797,"[4, 8, 17]",3,{8},{8: 1},236.14396387925797,239.14396387925797,"[4, 8, 17]",3,4.5,328,49,0.206193208694458,0.21571016311645508,0.23118185997009277,adult (14),1
1,2,{8},{8: 1},236.14396387925797,{8},{8: 1},236.14396387925797,238.14396387925797,"[4, 8]",2,{8},{8: 1},236.14396387925797,238.14396387925797,"[4, 8]",2,4.5,328,49,0.21554827690124512,0.22409486770629883,0.22481012344360352,adult (14),1
1,1,{8},{8: 1},236.14396387925797,{8},{8: 1},236.14396387925797,237.14396387925797,[4],1,{8},{8: 1},236.14396387925797,237.14396387925797,[4],1,4.5,328,49,0.22035503387451172,0.2164459228515625,0.21150422096252441,adult (14),1
1,0,{8},{8: 1},236.14396387925797,{8},{8: 1},236.14396387925797,236.14396387925797,[],0,{8},{8: 1},236.14396387925797,236.14396387925797,[],0,4.5,328,49,0.19820117950439453,0.20276570320129395,0.21705913543701172,adult (14),1
2,4,"{8, 9}","{8: 1, 9: 1}",263.2393162393162,"{8, 9}","{8: 1, 9: 1}",263.2393162393162,267.2393162393162,"[4, 8, 17, 24]",4,"{8, 9}","{8: 1, 9: 1}",263.2393162393162,267.2393162393162,"[4, 8, 17, 24]",4,4.5,328,49,0.42484021186828613,0.41834521293640137,0.4125356674194336,adult (14),1
2,3,"{8, 9}","{8: 1, 9: 1}",263.2393162393162,"{8, 9}","{8: 1, 9: 1}",263.2393162393162,266.2393162393162,"[4, 8, 17]",3,"{8, 9}","{8: 1, 9: 1}",263.2393162393162,266.2393162393162,"[4, 8, 17]",3,4.5,328,49,0.3790431022644043,0.41597890853881836,0.3879051208496094,adult (14),1
2,2,"{8, 9}","{8: 1, 9: 1}",263.2393162393162,"{8, 9}","{8: 1, 9: 1}",263.2393162393162,265.2393162393162,"[4, 8]",2,"{8, 9}","{8: 1, 9: 1}",263.2393162393162,265.2393162393162,"[4, 8]",2,4.5,328,49,0.40363526344299316,0.40570688247680664,0.41733407974243164,adult (14),1
2,1,"{8, 9}","{8: 1, 9: 1}",263.2393162393162,"{8, 9}","{8: 1, 9: 1}",263.2393162393162,264.2393162393162,[4],1,"{8, 9}","{8: 1, 9: 1}",263.2393162393162,264.2393162393162,[4],1,4.5,328,49,0.4169120788574219,0.431779146194458,0.43134427070617676,adult (14),1
2,0,"{8, 9}","{8: 1, 9: 1}",263.2393162393162,"{8, 9}","{8: 1, 9: 1}",263.2393162393162,263.2393162393162,[],0,"{8, 9}","{8: 1, 9: 1}",263.2393162393162,263.2393162393162,[],0,4.5,328,49,0.4297788143157959,0.4348130226135254,0.4022798538208008,adult (14),1
3,4,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",268.4119047619048,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",268.4119047619048,272.4119047619048,"[4, 8, 17, 24]",4,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",268.4119047619048,272.4119047619048,"[4, 8, 17, 24]",4,4.5,328,49,0.6245381832122803,0.6467809677124023,0.5892198085784912,adult (14),1
3,3,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",268.4119047619048,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",268.4119047619048,271.4119047619048,"[4, 8, 17]",3,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",268.4119047619048,271.4119047619048,"[4, 8, 17]",3,4.5,328,49,0.6237738132476807,0.6589312553405762,0.6437520980834961,adult (14),1
3,2,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",268.4119047619048,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",268.4119047619048,270.4119047619048,"[4, 8]",2,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",268.4119047619048,270.4119047619048,"[4, 8]",2,4.5,328,49,0.6332480907440186,0.6079230308532715,0.6013319492340088,adult (14),1
3,1,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",268.4119047619048,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",268.4119047619048,269.4119047619048,[4],1,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",268.4119047619048,269.4119047619048,[4],1,4.5,328,49,0.6048321723937988,0.5816588401794434,0.6309571266174316,adult (14),1
3,0,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",268.4119047619048,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",268.4119047619048,268.4119047619048,[],0,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",268.4119047619048,268.4119047619048,[],0,4.5,328,49,0.6505148410797119,0.5851991176605225,0.5916218757629395,adult (14),1
4,4,"{8, 9, 18, 5}","{8: 1, 9: 1, 18: 1, 5: 1}",271.8166666666667,"{8, 9, 18, 5}","{8: 1, 9: 1, 18: 1, 5: 1}",271.8166666666667,275.8166666666667,"[4, 8, 17, 24]",4,"{8, 9, 18, 5}","{8: 1, 9: 1, 18: 1, 5: 1}",271.8166666666667,275.8166666666667,"[4, 8, 17, 24]",4,4.5,328,49,0.7703049182891846,0.7951884269714355,0.7796065807342529,adult (14),1
4,3,"{8, 9, 18, 5}","{8: 1, 9: 1, 18: 1, 5: 1}",271.8166666666667,"{8, 9, 18, 5}","{8: 1, 9: 1, 18: 1, 5: 1}",271.8166666666667,274.8166666666667,"[4, 8, 17]",3,"{8, 9, 18, 5}","{8: 1, 9: 1, 18: 1, 5: 1}",271.8166666666667,274.8166666666667,"[4, 8, 17]",3,4.5,328,49,0.7810368537902832,0.8046619892120361,0.9158201217651367,adult (14),1
4,2,"{8, 9, 18, 5}","{8: 1, 9: 1, 18: 1, 5: 1}",271.8166666666667,"{8, 9, 18, 5}","{8: 1, 9: 1, 18: 1, 5: 1}",271.8166666666667,273.8166666666667,"[4, 8]",2,"{8, 9, 18, 5}","{8: 1, 9: 1, 18: 1, 5: 1}",271.8166666666667,273.8166666666667,"[4, 8]",2,4.5,328,49,0.8154230117797852,0.8654611110687256,0.8294589519500732,adult (14),1
4,1,"{8, 9, 18, 5}","{8: 1, 9: 1, 18: 1, 5: 1}",271.8166666666667,"{8, 9, 18, 5}","{8: 1, 9: 1, 18: 1, 5: 1}",271.8166666666667,272.8166666666667,[4],1,"{8, 9, 18, 5}","{8: 1, 9: 1, 18: 1, 5: 1}",271.8166666666667,272.8166666666667,[4],1,4.5,328,49,0.818011999130249,0.857119083404541,0.8642020225524902,adult (14),1
4,0,"{8, 9, 18, 5}","{8: 1, 9: 1, 18: 1, 5: 1}",271.8166666666667,"{8, 9, 18, 5}","{8: 1, 9: 1, 18: 1, 5: 1}",271.8166666666667,271.8166666666667,[],0,"{8, 9, 18, 5}","{8: 1, 9: 1, 18: 1, 5: 1}",271.8166666666667,271.8166666666667,[],0,4.5,328,49,0.8602497577667236,0.8600940704345703,0.8117051124572754,adult (14),1
5,4,"{3, 5, 8, 9, 18}","{3: 1, 5: 1, 8: 1, 9: 1, 18: 1}",273.4,"{3, 5, 8, 9, 18}","{3: 1, 5: 1, 8: 1, 9: 1, 18: 1}",273.4,277.4,"[4, 8, 17, 24]",4,"{3, 5, 8, 9, 18}","{3: 1, 5: 1, 8: 1, 9: 1, 18: 1}",273.4,277.4,"[4, 8, 17, 24]",4,4.5,328,49,1.0495579242706299,0.9847769737243652,0.9534862041473389,adult (14),1
5,3,"{3, 5, 8, 9, 18}","{3: 1, 5: 1, 8: 1, 9: 1, 18: 1}",273.4,"{3, 5, 8, 9, 18}","{3: 1, 5: 1, 8: 1, 9: 1, 18: 1}",273.4,276.4,"[4, 8, 17]",3,"{3, 5, 8, 9, 18}","{3: 1, 5: 1, 8: 1, 9: 1, 18: 1}",273.4,276.4,"[4, 8, 17]",3,4.5,328,49,0.9421308040618896,0.9609370231628418,0.9450728893280029,adult (14),1
5,2,"{3, 5, 8, 9, 18}","{3: 1, 5: 1, 8: 1, 9: 1, 18: 1}",273.4,"{3, 5, 8, 9, 18}","{3: 1, 5: 1, 8: 1, 9: 1, 18: 1}",273.4,275.4,"[4, 8]",2,"{3, 5, 8, 9, 18}","{3: 1, 5: 1, 8: 1, 9: 1, 18: 1}",273.4,275.4,"[4, 8]",2,4.5,328,49,0.9343607425689697,0.9393508434295654,0.9753942489624023,adult (14),1
5,1,"{3, 5, 8, 9, 18}","{3: 1, 5: 1, 8: 1, 9: 1, 18: 1}",273.4,"{3, 5, 8, 9, 18}","{3: 1, 5: 1, 8: 1, 9: 1, 18: 1}",273.4,274.4,[4],1,"{3, 5, 8, 9, 18}","{3: 1, 5: 1, 8: 1, 9: 1, 18: 1}",273.4,274.4,[4],1,4.5,328,49,0.9511492252349854,0.9411299228668213,0.91135573387146,adult (14),1
5,0,"{3, 5, 8, 9, 18}","{3: 1, 5: 1, 8: 1, 9: 1, 18: 1}",273.4,"{3, 5, 8, 9, 18}","{3: 1, 5: 1, 8: 1, 9: 1, 18: 1}",273.4,273.4,[],0,"{3, 5, 8, 9, 18}","{3: 1, 5: 1, 8: 1, 9: 1, 18: 1}",273.4,273.4,[],0,4.5,328,49,0.9497227668762207,0.9903411865234375,1.0434901714324951,adult (14),1
1,4,{5},{5: 1},277.673688196908,{5},{5: 1},277.673688196908,281.673688196908,"[4, 77, 79, 82]",4,{5},{5: 1},277.673688196908,281.673688196908,"[4, 77, 79, 82]",4,5.0,328,49,0.2559478282928467,0.24976706504821777,0.2544980049133301,adult (14),2
1,3,{5},{5: 1},277.673688196908,{5},{5: 1},277.673688196908,280.673688196908,"[4, 77, 79]",3,{5},{5: 1},277.673688196908,280.673688196908,"[4, 77, 79]",3,5.0,328,49,0.2448439598083496,0.2596268653869629,0.28064417839050293,adult (14),2
1,2,{5},{5: 1},277.673688196908,{5},{5: 1},277.673688196908,279.673688196908,"[4, 77]",2,{5},{5: 1},277.673688196908,279.673688196908,"[4, 77]",2,5.0,328,49,0.28550028800964355,0.2541320323944092,0.25509190559387207,adult (14),2
1,1,{5},{5: 1},277.673688196908,{5},{5: 1},277.673688196908,278.673688196908,[4],1,{5},{5: 1},277.673688196908,278.673688196908,[4],1,5.0,328,49,0.2492222785949707,0.2676088809967041,0.2871541976928711,adult (14),2
1,0,{5},{5: 1},277.673688196908,{5},{5: 1},277.673688196908,277.673688196908,[],0,{5},{5: 1},277.673688196908,277.673688196908,[],0,5.0,328,49,0.26133012771606445,0.24567294120788574,0.26156091690063477,adult (14),2
2,4,"{9, 5}","{9: 1, 5: 1}",293.4409090909091,"{9, 5}","{9: 1, 5: 1}",293.4409090909091,297.4409090909091,"[4, 77, 79, 82]",4,"{9, 5}","{9: 1, 5: 1}",293.4409090909091,297.4409090909091,"[4, 77, 79, 82]",4,5.0,328,49,0.5155160427093506,0.5763921737670898,0.5347998142242432,adult (14),2
2,3,"{9, 5}","{9: 1, 5: 1}",293.4409090909091,"{9, 5}","{9: 1, 5: 1}",293.4409090909091,296.4409090909091,"[4, 77, 79]",3,"{9, 5}","{9: 1, 5: 1}",293.4409090909091,296.4409090909091,"[4, 77, 79]",3,5.0,328,49,0.550501823425293,0.5648272037506104,0.5227630138397217,adult (14),2
2,2,"{9, 5}","{9: 1, 5: 1}",293.4409090909091,"{9, 5}","{9: 1, 5: 1}",293.4409090909091,295.4409090909091,"[4, 77]",2,"{9, 5}","{9: 1, 5: 1}",293.4409090909091,295.4409090909091,"[4, 77]",2,5.0,328,49,0.5049338340759277,0.4923388957977295,0.5511040687561035,adult (14),2
2,1,"{9, 5}","{9: 1, 5: 1}",293.4409090909091,"{9, 5}","{9: 1, 5: 1}",293.4409090909091,294.4409090909091,[4],1,"{9, 5}","{9: 1, 5: 1}",293.4409090909091,294.4409090909091,[4],1,5.0,328,49,0.5156378746032715,0.5207901000976562,0.5620548725128174,adult (14),2
2,0,"{9, 5}","{9: 1, 5: 1}",293.4409090909091,"{9, 5}","{9: 1, 5: 1}",293.4409090909091,293.4409090909091,[],0,"{9, 5}","{9: 1, 5: 1}",293.4409090909091,293.4409090909091,[],0,5.0,328,49,0.5816571712493896,0.6644418239593506,0.7130250930786133,adult (14),2
3,4,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",295.8833333333333,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",295.8833333333333,299.8833333333333,"[4, 77, 79, 82]",4,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",295.8833333333333,299.8833333333333,"[4, 77, 79, 82]",4,5.0,328,49,0.9512221813201904,0.9123730659484863,0.9383907318115234,adult (14),2
3,3,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",295.8833333333333,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",295.8833333333333,298.8833333333333,"[4, 77, 79]",3,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",295.8833333333333,298.8833333333333,"[4, 77, 79]",3,5.0,328,49,0.9990720748901367,0.9888997077941895,0.8955802917480469,adult (14),2
3,2,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",295.8833333333333,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",295.8833333333333,297.8833333333333,"[4, 77]",2,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",295.8833333333333,297.8833333333333,"[4, 77]",2,5.0,328,49,0.9025866985321045,0.8845059871673584,0.8365590572357178,adult (14),2
3,1,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",295.8833333333333,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",295.8833333333333,296.8833333333333,[4],1,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",295.8833333333333,296.8833333333333,[4],1,5.0,328,49,0.8881039619445801,1.021874189376831,0.8540441989898682,adult (14),2
3,0,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",295.8833333333333,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",295.8833333333333,295.8833333333333,[],0,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",295.8833333333333,295.8833333333333,[],0,5.0,328,49,0.837568998336792,0.9210357666015625,0.8715119361877441,adult (14),2
4,4,"{8, 9, 43, 5}","{8: 1, 9: 1, 43: 1, 5: 1}",297.45,"{8, 9, 43, 5}","{8: 1, 9: 1, 43: 1, 5: 1}",297.45,301.45,"[4, 77, 79, 82]",4,"{8, 9, 43, 5}","{8: 1, 9: 1, 43: 1, 5: 1}",297.45,301.45,"[4, 77, 79, 82]",4,5.0,328,49,1.2309520244598389,1.2367630004882812,1.283402919769287,adult (14),2
4,3,"{8, 9, 43, 5}","{8: 1, 9: 1, 43: 1, 5: 1}",297.45,"{8, 9, 43, 5}","{8: 1, 9: 1, 43: 1, 5: 1}",297.45,300.45,"[4, 77, 79]",3,"{8, 9, 43, 5}","{8: 1, 9: 1, 43: 1, 5: 1}",297.45,300.45,"[4, 77, 79]",3,5.0,328,49,1.7904410362243652,1.3846240043640137,1.513636827468872,adult (14),2
4,2,"{8, 9, 43, 5}","{8: 1, 9: 1, 43: 1, 5: 1}",297.45,"{8, 9, 43, 5}","{8: 1, 9: 1, 43: 1, 5: 1}",297.45,299.45,"[4, 77]",2,"{8, 9, 43, 5}","{8: 1, 9: 1, 43: 1, 5: 1}",297.45,299.45,"[4, 77]",2,5.0,328,49,1.6946299076080322,1.520932912826538,1.5273120403289795,adult (14),2
4,1,"{8, 9, 43, 5}","{8: 1, 9: 1, 43: 1, 5: 1}",297.45,"{8, 9, 43, 5}","{8: 1, 9: 1, 43: 1, 5: 1}",297.45,298.45,[4],1,"{8, 9, 43, 5}","{8: 1, 9: 1, 43: 1, 5: 1}",297.45,298.45,[4],1,5.0,328,49,1.63301420211792,1.542198657989502,1.6661701202392578,adult (14),2
4,0,"{8, 9, 43, 5}","{8: 1, 9: 1, 43: 1, 5: 1}",297.45,"{8, 9, 43, 5}","{8: 1, 9: 1, 43: 1, 5: 1}",297.45,297.45,[],0,"{8, 9, 43, 5}","{8: 1, 9: 1, 43: 1, 5: 1}",297.45,297.45,[],0,5.0,328,49,1.756843090057373,1.6125752925872803,1.591325044631958,adult (14),2
5,4,"{3, 5, 8, 9, 43}","{3: 1, 5: 1, 8: 1, 9: 1, 43: 1}",298.75,"{3, 5, 8, 9, 43}","{3: 1, 5: 1, 8: 1, 9: 1, 43: 1}",298.75,302.75,"[4, 77, 79, 82]",4,"{3, 5, 8, 9, 43}","{3: 1, 5: 1, 8: 1, 9: 1, 43: 1}",298.75,302.75,"[4, 77, 79, 82]",4,5.0,328,49,1.9535889625549316,2.114069938659668,2.4121389389038086,adult (14),2
5,3,"{3, 5, 8, 9, 43}","{3: 1, 5: 1, 8: 1, 9: 1, 43: 1}",298.75,"{3, 5, 8, 9, 43}","{3: 1, 5: 1, 8: 1, 9: 1, 43: 1}",298.75,301.75,"[4, 77, 79]",3,"{3, 5, 8, 9, 43}","{3: 1, 5: 1, 8: 1, 9: 1, 43: 1}",298.75,301.75,"[4, 77, 79]",3,5.0,328,49,2.2028250694274902,2.074911117553711,2.1110458374023438,adult (14),2
5,2,"{3, 5, 8, 9, 43}","{3: 1, 5: 1, 8: 1, 9: 1, 43: 1}",298.75,"{3, 5, 8, 9, 43}","{3: 1, 5: 1, 8: 1, 9: 1, 43: 1}",298.75,300.75,"[4, 77]",2,"{3, 5, 8, 9, 43}","{3: 1, 5: 1, 8: 1, 9: 1, 43: 1}",298.75,300.75,"[4, 77]",2,5.0,328,49,2.236400842666626,2.0377919673919678,1.9498910903930664,adult (14),2
