K,B,Sg,Sg_lbls,F(Sg),Sgb,Sgb_lbls,F(Sgb)b4B,F(Sgb),Boostedgb,usedBbudgetgb,Sbg,Sbg_lbls,F(Sbg)b4B,F(Sbg),Boostedbg,usedBbudgetbg,r,n,m,greedyTime,greedyBoostTime,boostGreedyTime,dataset,graphid
5,1,"{3, 5, 8, 9, 43}","{3: 1, 5: 1, 8: 1, 9: 1, 43: 1}",298.75,"{3, 5, 8, 9, 43}","{3: 1, 5: 1, 8: 1, 9: 1, 43: 1}",298.75,299.75,[4],1,"{3, 5, 8, 9, 43}","{3: 1, 5: 1, 8: 1, 9: 1, 43: 1}",298.75,299.75,[4],1,5.0,328,49,2.482163906097412,2.2756857872009277,2.081813097000122,adult (14),2
5,0,"{3, 5, 8, 9, 43}","{3: 1, 5: 1, 8: 1, 9: 1, 43: 1}",298.75,"{3, 5, 8, 9, 43}","{3: 1, 5: 1, 8: 1, 9: 1, 43: 1}",298.75,298.75,[],0,"{3, 5, 8, 9, 43}","{3: 1, 5: 1, 8: 1, 9: 1, 43: 1}",298.75,298.75,[],0,5.0,328,49,2.3370261192321777,2.106193780899048,2.3206660747528076,adult (14),2
1,4,{5},{5: 1},304.2923382173382,{5},{5: 1},304.2923382173382,308.2923382173382,"[4, 77, 82, 105]",4,{5},{5: 1},304.2923382173382,308.2923382173382,"[4, 77, 82, 105]",4,5.5,328,49,0.6536309719085693,0.5459620952606201,0.5098099708557129,adult (14),3
1,3,{5},{5: 1},304.2923382173382,{5},{5: 1},304.2923382173382,307.2923382173382,"[4, 77, 82]",3,{5},{5: 1},304.2923382173382,307.2923382173382,"[4, 77, 82]",3,5.5,328,49,0.4975440502166748,0.5792059898376465,0.5533497333526611,adult (14),3
1,2,{5},{5: 1},304.2923382173382,{5},{5: 1},304.2923382173382,306.2923382173382,"[4, 77]",2,{5},{5: 1},304.2923382173382,306.2923382173382,"[4, 77]",2,5.5,328,49,0.5043201446533203,0.5676400661468506,0.5876929759979248,adult (14),3
1,1,{5},{5: 1},304.2923382173382,{5},{5: 1},304.2923382173382,305.2923382173382,[4],1,{5},{5: 1},304.2923382173382,305.2923382173382,[4],1,5.5,328,49,0.5334692001342773,0.5204927921295166,0.5795550346374512,adult (14),3
1,0,{5},{5: 1},304.2923382173382,{5},{5: 1},304.2923382173382,304.2923382173382,[],0,{5},{5: 1},304.2923382173382,304.2923382173382,[],0,5.5,328,49,0.5765488147735596,0.4904332160949707,0.5968821048736572,adult (14),3
2,4,"{9, 5}","{9: 1, 5: 1}",308.15277777777777,"{9, 5}","{9: 1, 5: 1}",308.15277777777777,312.15277777777777,"[4, 77, 82, 105]",4,"{9, 5}","{9: 1, 5: 1}",308.15277777777777,312.15277777777777,"[4, 77, 82, 105]",4,5.5,328,49,0.997528076171875,0.9565517902374268,0.9405951499938965,adult (14),3
2,3,"{9, 5}","{9: 1, 5: 1}",308.15277777777777,"{9, 5}","{9: 1, 5: 1}",308.15277777777777,311.15277777777777,"[4, 77, 82]",3,"{9, 5}","{9: 1, 5: 1}",308.15277777777777,311.15277777777777,"[4, 77, 82]",3,5.5,328,49,0.7932379245758057,0.7123308181762695,0.9302120208740234,adult (14),3
2,2,"{9, 5}","{9: 1, 5: 1}",308.15277777777777,"{9, 5}","{9: 1, 5: 1}",308.15277777777777,310.15277777777777,"[4, 77]",2,"{9, 5}","{9: 1, 5: 1}",308.15277777777777,310.15277777777777,"[4, 77]",2,5.5,328,49,0.8872997760772705,0.8565771579742432,1.0870778560638428,adult (14),3
2,1,"{9, 5}","{9: 1, 5: 1}",308.15277777777777,"{9, 5}","{9: 1, 5: 1}",308.15277777777777,309.15277777777777,[4],1,"{9, 5}","{9: 1, 5: 1}",308.15277777777777,309.15277777777777,[4],1,5.5,328,49,0.8261330127716064,0.834367036819458,0.7745578289031982,adult (14),3
2,0,"{9, 5}","{9: 1, 5: 1}",308.15277777777777,"{9, 5}","{9: 1, 5: 1}",308.15277777777777,308.15277777777777,[],0,"{9, 5}","{9: 1, 5: 1}",308.15277777777777,308.15277777777777,[],0,5.5,328,49,0.9041688442230225,1.1533420085906982,1.2399241924285889,adult (14),3
3,4,"{9, 3, 5}","{9: 1, 3: 1, 5: 1}",310.3611111111111,"{9, 3, 5}","{9: 1, 3: 1, 5: 1}",310.3611111111111,314.3611111111111,"[4, 77, 82, 105]",4,"{9, 3, 5}","{9: 1, 3: 1, 5: 1}",310.3611111111111,314.3611111111111,"[4, 77, 82, 105]",4,5.5,328,49,1.6805799007415771,2.02042293548584,1.449761152267456,adult (14),3
3,3,"{9, 3, 5}","{9: 1, 3: 1, 5: 1}",310.3611111111111,"{9, 3, 5}","{9: 1, 3: 1, 5: 1}",310.3611111111111,313.3611111111111,"[4, 77, 82]",3,"{9, 3, 5}","{9: 1, 3: 1, 5: 1}",310.3611111111111,313.3611111111111,"[4, 77, 82]",3,5.5,328,49,1.3162312507629395,1.382451057434082,1.6417689323425293,adult (14),3
3,2,"{9, 3, 5}","{9: 1, 3: 1, 5: 1}",310.3611111111111,"{9, 3, 5}","{9: 1, 3: 1, 5: 1}",310.3611111111111,312.3611111111111,"[4, 77]",2,"{9, 3, 5}","{9: 1, 3: 1, 5: 1}",310.3611111111111,312.3611111111111,"[4, 77]",2,5.5,328,49,1.3820140361785889,1.2699840068817139,1.3945341110229492,adult (14),3
3,1,"{9, 3, 5}","{9: 1, 3: 1, 5: 1}",310.3611111111111,"{9, 3, 5}","{9: 1, 3: 1, 5: 1}",310.3611111111111,311.3611111111111,[4],1,"{9, 3, 5}","{9: 1, 3: 1, 5: 1}",310.3611111111111,311.3611111111111,[4],1,5.5,328,49,1.4878809452056885,1.176100730895996,1.494399070739746,adult (14),3
3,0,"{9, 3, 5}","{9: 1, 3: 1, 5: 1}",310.3611111111111,"{9, 3, 5}","{9: 1, 3: 1, 5: 1}",310.3611111111111,310.3611111111111,[],0,"{9, 3, 5}","{9: 1, 3: 1, 5: 1}",310.3611111111111,310.3611111111111,[],0,5.5,328,49,1.3343257904052734,1.6628143787384033,1.779219150543213,adult (14),3
4,4,"{40, 9, 3, 5}","{40: 1, 9: 1, 3: 1, 5: 1}",311.75,"{40, 9, 3, 5}","{40: 1, 9: 1, 3: 1, 5: 1}",311.75,315.75,"[4, 77, 82, 105]",4,"{40, 9, 3, 5}","{40: 1, 9: 1, 3: 1, 5: 1}",311.75,315.75,"[4, 77, 82, 105]",4,5.5,328,49,1.857851266860962,1.86279296875,1.8281099796295166,adult (14),3
4,3,"{40, 9, 3, 5}","{40: 1, 9: 1, 3: 1, 5: 1}",311.75,"{40, 9, 3, 5}","{40: 1, 9: 1, 3: 1, 5: 1}",311.75,314.75,"[4, 77, 82]",3,"{40, 9, 3, 5}","{40: 1, 9: 1, 3: 1, 5: 1}",311.75,314.75,"[4, 77, 82]",3,5.5,328,49,1.7911853790283203,1.866851806640625,2.1190578937530518,adult (14),3
4,2,"{40, 9, 3, 5}","{40: 1, 9: 1, 3: 1, 5: 1}",311.75,"{40, 9, 3, 5}","{40: 1, 9: 1, 3: 1, 5: 1}",311.75,313.75,"[4, 77]",2,"{40, 9, 3, 5}","{40: 1, 9: 1, 3: 1, 5: 1}",311.75,313.75,"[4, 77]",2,5.5,328,49,1.800173282623291,1.8542158603668213,2.0611941814422607,adult (14),3
4,1,"{40, 9, 3, 5}","{40: 1, 9: 1, 3: 1, 5: 1}",311.75,"{40, 9, 3, 5}","{40: 1, 9: 1, 3: 1, 5: 1}",311.75,312.75,[4],1,"{40, 9, 3, 5}","{40: 1, 9: 1, 3: 1, 5: 1}",311.75,312.75,[4],1,5.5,328,49,2.2430078983306885,2.3923861980438232,2.01503586769104,adult (14),3
4,0,"{40, 9, 3, 5}","{40: 1, 9: 1, 3: 1, 5: 1}",311.75,"{40, 9, 3, 5}","{40: 1, 9: 1, 3: 1, 5: 1}",311.75,311.75,[],0,"{40, 9, 3, 5}","{40: 1, 9: 1, 3: 1, 5: 1}",311.75,311.75,[],0,5.5,328,49,1.804542064666748,2.0365617275238037,2.0184009075164795,adult (14),3
5,4,"{3, 5, 6, 40, 9}","{3: 1, 5: 1, 6: 1, 40: 1, 9: 1}",313.0,"{3, 5, 6, 40, 9}","{3: 1, 5: 1, 6: 1, 40: 1, 9: 1}",313.0,317.0,"[4, 77, 82, 105]",4,"{3, 5, 6, 40, 9}","{3: 1, 5: 1, 6: 1, 40: 1, 9: 1}",313.0,317.0,"[4, 77, 82, 105]",4,5.5,328,49,3.4625649452209473,3.104167938232422,2.669121026992798,adult (14),3
5,3,"{3, 5, 6, 40, 9}","{3: 1, 5: 1, 6: 1, 40: 1, 9: 1}",313.0,"{3, 5, 6, 40, 9}","{3: 1, 5: 1, 6: 1, 40: 1, 9: 1}",313.0,316.0,"[4, 77, 82]",3,"{3, 5, 6, 40, 9}","{3: 1, 5: 1, 6: 1, 40: 1, 9: 1}",313.0,316.0,"[4, 77, 82]",3,5.5,328,49,2.5466020107269287,2.6940929889678955,2.5421009063720703,adult (14),3
5,2,"{3, 5, 6, 40, 9}","{3: 1, 5: 1, 6: 1, 40: 1, 9: 1}",313.0,"{3, 5, 6, 40, 9}","{3: 1, 5: 1, 6: 1, 40: 1, 9: 1}",313.0,315.0,"[4, 77]",2,"{3, 5, 6, 40, 9}","{3: 1, 5: 1, 6: 1, 40: 1, 9: 1}",313.0,315.0,"[4, 77]",2,5.5,328,49,2.2514870166778564,2.1682639122009277,2.1820123195648193,adult (14),3
5,1,"{3, 5, 6, 40, 9}","{3: 1, 5: 1, 6: 1, 40: 1, 9: 1}",313.0,"{3, 5, 6, 40, 9}","{3: 1, 5: 1, 6: 1, 40: 1, 9: 1}",313.0,314.0,[4],1,"{3, 5, 6, 40, 9}","{3: 1, 5: 1, 6: 1, 40: 1, 9: 1}",313.0,314.0,[4],1,5.5,328,49,2.0335001945495605,1.9216768741607666,1.7797231674194336,adult (14),3
5,0,"{3, 5, 6, 40, 9}","{3: 1, 5: 1, 6: 1, 40: 1, 9: 1}",313.0,"{3, 5, 6, 40, 9}","{3: 1, 5: 1, 6: 1, 40: 1, 9: 1}",313.0,313.0,[],0,"{3, 5, 6, 40, 9}","{3: 1, 5: 1, 6: 1, 40: 1, 9: 1}",313.0,313.0,[],0,5.5,328,49,1.7508149147033691,1.6442458629608154,1.626781940460205,adult (14),3
1,4,{5},{5: 1},313.2714285714286,{5},{5: 1},313.2714285714286,317.2714285714286,"[4, 135, 172, 173]",4,{5},{5: 1},313.2714285714286,317.2714285714286,"[4, 135, 172, 173]",4,6.0,328,49,0.35498785972595215,0.36804914474487305,0.3884098529815674,adult (14),4
1,3,{5},{5: 1},313.2714285714286,{5},{5: 1},313.2714285714286,316.2714285714286,"[4, 135, 172]",3,{5},{5: 1},313.2714285714286,316.2714285714286,"[4, 135, 172]",3,6.0,328,49,0.37303876876831055,0.40755200386047363,0.4084630012512207,adult (14),4
1,2,{5},{5: 1},313.2714285714286,{5},{5: 1},313.2714285714286,315.2714285714286,"[4, 135]",2,{5},{5: 1},313.2714285714286,315.2714285714286,"[4, 135]",2,6.0,328,49,0.38503289222717285,0.38722681999206543,0.36223912239074707,adult (14),4
1,1,{5},{5: 1},313.2714285714286,{5},{5: 1},313.2714285714286,314.2714285714286,[4],1,{5},{5: 1},313.2714285714286,314.2714285714286,[4],1,6.0,328,49,0.3666989803314209,0.35585808753967285,0.40139102935791016,adult (14),4
1,0,{5},{5: 1},313.2714285714286,{5},{5: 1},313.2714285714286,313.2714285714286,[],0,{5},{5: 1},313.2714285714286,313.2714285714286,[],0,6.0,328,49,0.39514684677124023,0.3862342834472656,0.4525010585784912,adult (14),4
2,4,"{9, 5}","{9: 1, 5: 1}",315.8603174603175,"{9, 5}","{9: 1, 5: 1}",315.8603174603175,319.8603174603175,"[4, 135, 172, 173]",4,"{9, 5}","{9: 1, 5: 1}",315.8603174603175,319.8603174603175,"[4, 135, 172, 173]",4,6.0,328,49,0.773313045501709,0.7917802333831787,0.7165896892547607,adult (14),4
2,3,"{9, 5}","{9: 1, 5: 1}",315.8603174603175,"{9, 5}","{9: 1, 5: 1}",315.8603174603175,318.8603174603175,"[4, 135, 172]",3,"{9, 5}","{9: 1, 5: 1}",315.8603174603175,318.8603174603175,"[4, 135, 172]",3,6.0,328,49,0.8038239479064941,0.8686420917510986,0.7766530513763428,adult (14),4
2,2,"{9, 5}","{9: 1, 5: 1}",315.8603174603175,"{9, 5}","{9: 1, 5: 1}",315.8603174603175,317.8603174603175,"[4, 135]",2,"{9, 5}","{9: 1, 5: 1}",315.8603174603175,317.8603174603175,"[4, 135]",2,6.0,328,49,0.74993896484375,0.7092442512512207,0.7626891136169434,adult (14),4
2,1,"{9, 5}","{9: 1, 5: 1}",315.8603174603175,"{9, 5}","{9: 1, 5: 1}",315.8603174603175,316.8603174603175,[4],1,"{9, 5}","{9: 1, 5: 1}",315.8603174603175,316.8603174603175,[4],1,6.0,328,49,0.7838852405548096,0.7514979839324951,0.760735034942627,adult (14),4
2,0,"{9, 5}","{9: 1, 5: 1}",315.8603174603175,"{9, 5}","{9: 1, 5: 1}",315.8603174603175,315.8603174603175,[],0,"{9, 5}","{9: 1, 5: 1}",315.8603174603175,315.8603174603175,[],0,6.0,328,49,0.8055582046508789,0.8647580146789551,0.813295841217041,adult (14),4
3,4,"{9, 3, 5}","{9: 1, 3: 1, 5: 1}",318.3095238095238,"{9, 3, 5}","{9: 1, 3: 1, 5: 1}",318.3095238095238,322.3095238095238,"[4, 135, 172, 173]",4,"{9, 3, 5}","{9: 1, 3: 1, 5: 1}",318.3095238095238,322.3095238095238,"[4, 135, 172, 173]",4,6.0,328,49,1.0618901252746582,1.0953068733215332,1.1124351024627686,adult (14),4
3,3,"{9, 3, 5}","{9: 1, 3: 1, 5: 1}",318.3095238095238,"{9, 3, 5}","{9: 1, 3: 1, 5: 1}",318.3095238095238,321.3095238095238,"[4, 135, 172]",3,"{9, 3, 5}","{9: 1, 3: 1, 5: 1}",318.3095238095238,321.3095238095238,"[4, 135, 172]",3,6.0,328,49,1.0905799865722656,1.0431549549102783,0.9949569702148438,adult (14),4
3,2,"{9, 3, 5}","{9: 1, 3: 1, 5: 1}",318.3095238095238,"{9, 3, 5}","{9: 1, 3: 1, 5: 1}",318.3095238095238,320.3095238095238,"[4, 135]",2,"{9, 3, 5}","{9: 1, 3: 1, 5: 1}",318.3095238095238,320.3095238095238,"[4, 135]",2,6.0,328,49,1.0364110469818115,1.1492760181427002,1.2114551067352295,adult (14),4
3,1,"{9, 3, 5}","{9: 1, 3: 1, 5: 1}",318.3095238095238,"{9, 3, 5}","{9: 1, 3: 1, 5: 1}",318.3095238095238,319.3095238095238,[4],1,"{9, 3, 5}","{9: 1, 3: 1, 5: 1}",318.3095238095238,319.3095238095238,[4],1,6.0,328,49,1.157818078994751,1.1126210689544678,1.0787901878356934,adult (14),4
3,0,"{9, 3, 5}","{9: 1, 3: 1, 5: 1}",318.3095238095238,"{9, 3, 5}","{9: 1, 3: 1, 5: 1}",318.3095238095238,318.3095238095238,[],0,"{9, 3, 5}","{9: 1, 3: 1, 5: 1}",318.3095238095238,318.3095238095238,[],0,6.0,328,49,1.0540380477905273,1.014833927154541,1.0420749187469482,adult (14),4
4,4,"{9, 3, 5, 6}","{9: 1, 3: 1, 5: 1, 6: 1}",319.16666666666663,"{9, 3, 5, 6}","{9: 1, 3: 1, 5: 1, 6: 1}",319.16666666666663,323.16666666666663,"[4, 135, 172, 173]",4,"{9, 3, 5, 6}","{9: 1, 3: 1, 5: 1, 6: 1}",319.16666666666663,323.16666666666663,"[4, 135, 172, 173]",4,6.0,328,49,1.371380090713501,1.3409788608551025,1.3574399948120117,adult (14),4
4,3,"{9, 3, 5, 6}","{9: 1, 3: 1, 5: 1, 6: 1}",319.16666666666663,"{9, 3, 5, 6}","{9: 1, 3: 1, 5: 1, 6: 1}",319.16666666666663,322.16666666666663,"[4, 135, 172]",3,"{9, 3, 5, 6}","{9: 1, 3: 1, 5: 1, 6: 1}",319.16666666666663,322.16666666666663,"[4, 135, 172]",3,6.0,328,49,1.416154146194458,1.3804869651794434,1.4562668800354004,adult (14),4
4,2,"{9, 3, 5, 6}","{9: 1, 3: 1, 5: 1, 6: 1}",319.16666666666663,"{9, 3, 5, 6}","{9: 1, 3: 1, 5: 1, 6: 1}",319.16666666666663,321.16666666666663,"[4, 135]",2,"{9, 3, 5, 6}","{9: 1, 3: 1, 5: 1, 6: 1}",319.16666666666663,321.16666666666663,"[4, 135]",2,6.0,328,49,1.421428918838501,1.5069022178649902,1.518615961074829,adult (14),4
4,1,"{9, 3, 5, 6}","{9: 1, 3: 1, 5: 1, 6: 1}",319.16666666666663,"{9, 3, 5, 6}","{9: 1, 3: 1, 5: 1, 6: 1}",319.16666666666663,320.16666666666663,[4],1,"{9, 3, 5, 6}","{9: 1, 3: 1, 5: 1, 6: 1}",319.16666666666663,320.16666666666663,[4],1,6.0,328,49,1.6205697059631348,1.7605371475219727,2.0629429817199707,adult (14),4
4,0,"{9, 3, 5, 6}","{9: 1, 3: 1, 5: 1, 6: 1}",319.16666666666663,"{9, 3, 5, 6}","{9: 1, 3: 1, 5: 1, 6: 1}",319.16666666666663,319.16666666666663,[],0,"{9, 3, 5, 6}","{9: 1, 3: 1, 5: 1, 6: 1}",319.16666666666663,319.16666666666663,[],0,6.0,328,49,1.7286429405212402,1.7029869556427002,1.8477199077606201,adult (14),4
5,4,"{3, 5, 6, 8, 9}","{3: 1, 5: 1, 6: 1, 8: 1, 9: 1}",320.0,"{3, 5, 6, 8, 9}","{3: 1, 5: 1, 6: 1, 8: 1, 9: 1}",320.0,324.0,"[4, 135, 172, 173]",4,"{3, 5, 6, 8, 9}","{3: 1, 5: 1, 6: 1, 8: 1, 9: 1}",320.0,324.0,"[4, 135, 172, 173]",4,6.0,328,49,2.1865649223327637,2.231569766998291,2.2583460807800293,adult (14),4
5,3,"{3, 5, 6, 8, 9}","{3: 1, 5: 1, 6: 1, 8: 1, 9: 1}",320.0,"{3, 5, 6, 8, 9}","{3: 1, 5: 1, 6: 1, 8: 1, 9: 1}",320.0,323.0,"[4, 135, 172]",3,"{3, 5, 6, 8, 9}","{3: 1, 5: 1, 6: 1, 8: 1, 9: 1}",320.0,323.0,"[4, 135, 172]",3,6.0,328,49,2.296748161315918,2.357743263244629,2.525831937789917,adult (14),4
5,2,"{3, 5, 6, 8, 9}","{3: 1, 5: 1, 6: 1, 8: 1, 9: 1}",320.0,"{3, 5, 6, 8, 9}","{3: 1, 5: 1, 6: 1, 8: 1, 9: 1}",320.0,322.0,"[4, 135]",2,"{3, 5, 6, 8, 9}","{3: 1, 5: 1, 6: 1, 8: 1, 9: 1}",320.0,322.0,"[4, 135]",2,6.0,328,49,2.5016257762908936,2.5379559993743896,2.3457000255584717,adult (14),4
5,1,"{3, 5, 6, 8, 9}","{3: 1, 5: 1, 6: 1, 8: 1, 9: 1}",320.0,"{3, 5, 6, 8, 9}","{3: 1, 5: 1, 6: 1, 8: 1, 9: 1}",320.0,321.0,[4],1,"{3, 5, 6, 8, 9}","{3: 1, 5: 1, 6: 1, 8: 1, 9: 1}",320.0,321.0,[4],1,6.0,328,49,2.1983840465545654,2.043503999710083,1.9785780906677246,adult (14),4
5,0,"{3, 5, 6, 8, 9}","{3: 1, 5: 1, 6: 1, 8: 1, 9: 1}",320.0,"{3, 5, 6, 8, 9}","{3: 1, 5: 1, 6: 1, 8: 1, 9: 1}",320.0,320.0,[],0,"{3, 5, 6, 8, 9}","{3: 1, 5: 1, 6: 1, 8: 1, 9: 1}",320.0,320.0,[],0,6.0,328,49,2.065654993057251,2.0483219623565674,2.106109142303467,adult (14),4
1,4,{8},{8: 1},320.6738816738817,{8},{8: 1},320.6738816738817,324.6738816738817,"[172, 173, 185, 245]",4,{8},{8: 1},320.6738816738817,324.6738816738817,"[172, 173, 185, 245]",4,6.5,328,49,0.454664945602417,0.40661191940307617,0.4179069995880127,adult (14),5
1,3,{8},{8: 1},320.6738816738817,{8},{8: 1},320.6738816738817,323.6738816738817,"[172, 173, 185]",3,{8},{8: 1},320.6738816738817,323.6738816738817,"[172, 173, 185]",3,6.5,328,49,0.4135439395904541,0.3843560218811035,0.3830280303955078,adult (14),5
1,2,{8},{8: 1},320.6738816738817,{8},{8: 1},320.6738816738817,322.6738816738817,"[172, 173]",2,{8},{8: 1},320.6738816738817,322.6738816738817,"[172, 173]",2,6.5,328,49,0.4041140079498291,0.3857851028442383,0.3803110122680664,adult (14),5
1,1,{8},{8: 1},320.6738816738817,{8},{8: 1},320.6738816738817,321.6738816738817,[172],1,{8},{8: 1},320.6738816738817,321.6738816738817,[172],1,6.5,328,49,0.3652029037475586,0.40126490592956543,0.3838372230529785,adult (14),5
1,0,{8},{8: 1},320.6738816738817,{8},{8: 1},320.6738816738817,320.6738816738817,[],0,{8},{8: 1},320.6738816738817,320.6738816738817,[],0,6.5,328,49,0.37096691131591797,0.37571001052856445,0.4325382709503174,adult (14),5
2,4,"{8, 9}","{8: 1, 9: 1}",323.2142857142857,"{8, 9}","{8: 1, 9: 1}",323.2142857142857,327.2142857142857,"[172, 173, 185, 245]",4,"{8, 9}","{8: 1, 9: 1}",323.2142857142857,327.2142857142857,"[172, 173, 185, 245]",4,6.5,328,49,0.7903060913085938,0.9882540702819824,0.9117190837860107,adult (14),5
2,3,"{8, 9}","{8: 1, 9: 1}",323.2142857142857,"{8, 9}","{8: 1, 9: 1}",323.2142857142857,326.2142857142857,"[172, 173, 185]",3,"{8, 9}","{8: 1, 9: 1}",323.2142857142857,326.2142857142857,"[172, 173, 185]",3,6.5,328,49,0.924124002456665,0.8609130382537842,0.8204948902130127,adult (14),5
2,2,"{8, 9}","{8: 1, 9: 1}",323.2142857142857,"{8, 9}","{8: 1, 9: 1}",323.2142857142857,325.2142857142857,"[172, 173]",2,"{8, 9}","{8: 1, 9: 1}",323.2142857142857,325.2142857142857,"[172, 173]",2,6.5,328,49,0.8458571434020996,0.8673338890075684,0.8365709781646729,adult (14),5
2,1,"{8, 9}","{8: 1, 9: 1}",323.2142857142857,"{8, 9}","{8: 1, 9: 1}",323.2142857142857,324.2142857142857,[172],1,"{8, 9}","{8: 1, 9: 1}",323.2142857142857,324.2142857142857,[172],1,6.5,328,49,0.7530999183654785,0.7325589656829834,0.7221078872680664,adult (14),5
2,0,"{8, 9}","{8: 1, 9: 1}",323.2142857142857,"{8, 9}","{8: 1, 9: 1}",323.2142857142857,323.2142857142857,[],0,"{8, 9}","{8: 1, 9: 1}",323.2142857142857,323.2142857142857,[],0,6.5,328,49,0.7104871273040771,0.6968240737915039,0.684215784072876,adult (14),5
3,4,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,328.0,"[172, 173, 185, 245]",4,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,328.0,"[172, 173, 185, 245]",4,6.5,328,49,1.0611388683319092,1.0201871395111084,1.020449161529541,adult (14),5
3,3,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,327.0,"[172, 173, 185]",3,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,327.0,"[172, 173, 185]",3,6.5,328,49,1.0238001346588135,1.0366158485412598,1.119264841079712,adult (14),5
3,2,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,326.0,"[172, 173]",2,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,326.0,"[172, 173]",2,6.5,328,49,1.0961599349975586,1.1728219985961914,1.3016531467437744,adult (14),5
3,1,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,325.0,[172],1,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,325.0,[172],1,6.5,328,49,1.2813589572906494,1.2424519062042236,1.188164234161377,adult (14),5
3,0,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,324.0,[],0,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,324.0,[],0,6.5,328,49,1.1559088230133057,1.1302151679992676,1.1893467903137207,adult (14),5
4,4,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,328.0,"[172, 173, 185, 245]",4,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,328.0,"[172, 173, 185, 245]",4,6.5,328,49,1.4713881015777588,1.5096478462219238,1.520179033279419,adult (14),5
4,3,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,327.0,"[172, 173, 185]",3,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,327.0,"[172, 173, 185]",3,6.5,328,49,1.55790114402771,1.6396169662475586,1.597203016281128,adult (14),5
4,2,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,326.0,"[172, 173]",2,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,326.0,"[172, 173]",2,6.5,328,49,1.803844928741455,2.0960640907287598,1.928105115890503,adult (14),5
4,1,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,325.0,[172],1,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,325.0,[172],1,6.5,328,49,1.7225518226623535,1.8646528720855713,1.7433302402496338,adult (14),5
4,0,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,324.0,[],0,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,324.0,[],0,6.5,328,49,1.84989333152771,1.7375388145446777,1.6648621559143066,adult (14),5
5,4,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,328.0,"[172, 173, 185, 245]",4,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,328.0,"[172, 173, 185, 245]",4,6.5,328,49,1.761157751083374,1.723613977432251,1.7780952453613281,adult (14),5
5,3,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,327.0,"[172, 173, 185]",3,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,327.0,"[172, 173, 185]",3,6.5,328,49,1.767820119857788,1.7246038913726807,1.6003990173339844,adult (14),5
5,2,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,326.0,"[172, 173]",2,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,326.0,"[172, 173]",2,6.5,328,49,1.6666550636291504,1.7376189231872559,1.8067541122436523,adult (14),5
5,1,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,325.0,[172],1,"{8, 9, 3}","{8: 1, 9: 1, 3: 1}",324.0,325.0,[172],1,6.5,328,49,1.8093130588531494,1.76190185546875,1.5250401496887207,adult (14),5
