K,B,Sg,Sg_lbls,F(Sg),Sgb,Sgb_lbls,F(Sgb)b4B,F(Sgb),Boostedgb,usedBbudgetgb,Sbg,Sbg_lbls,F(Sbg)b4B,F(Sbg),Boostedbg,usedBbudgetbg,r,n,m,greedyTime,greedyBoostTime,boostGreedyTime,dataset,graphid
2,2,"{1, 6}","{1: 1, 6: 1}",106.0,"{1, 6}","{1: 1, 6: 1}",106.0,108.0,"[4, 19]",2,"{1, 6}","{1: 1, 6: 1}",106.0,108.0,"[4, 19]",2,5.5,112,50,0.2832789421081543,0.297443151473999,0.3102548122406006,productivity (11),3
2,1,"{1, 6}","{1: 1, 6: 1}",106.0,"{1, 6}","{1: 1, 6: 1}",106.0,107.0,[4],1,"{1, 6}","{1: 1, 6: 1}",106.0,107.0,[4],1,5.5,112,50,0.2861039638519287,0.27733707427978516,0.27501893043518066,productivity (11),3
2,0,"{1, 6}","{1: 1, 6: 1}",106.0,"{1, 6}","{1: 1, 6: 1}",106.0,106.0,[],0,"{1, 6}","{1: 1, 6: 1}",106.0,106.0,[],0,5.5,112,50,0.28140902519226074,0.3018319606781006,0.3118398189544678,productivity (11),3
3,4,"{1, 6}","{1: 1, 6: 1}",106.0,"{1, 6}","{1: 1, 6: 1}",106.0,110.0,"[4, 19, 73, 74]",4,"{1, 6}","{1: 1, 6: 1}",106.0,110.0,"[4, 19, 73, 74]",4,5.5,112,50,0.4348883628845215,0.39614295959472656,0.41281700134277344,productivity (11),3
3,3,"{1, 6}","{1: 1, 6: 1}",106.0,"{1, 6}","{1: 1, 6: 1}",106.0,109.0,"[4, 19, 73]",3,"{1, 6}","{1: 1, 6: 1}",106.0,109.0,"[4, 19, 73]",3,5.5,112,50,0.3880610466003418,0.47299671173095703,0.4309241771697998,productivity (11),3
3,2,"{1, 6}","{1: 1, 6: 1}",106.0,"{1, 6}","{1: 1, 6: 1}",106.0,108.0,"[4, 19]",2,"{1, 6}","{1: 1, 6: 1}",106.0,108.0,"[4, 19]",2,5.5,112,50,0.38948607444763184,0.4055049419403076,0.3696630001068115,productivity (11),3
3,1,"{1, 6}","{1: 1, 6: 1}",106.0,"{1, 6}","{1: 1, 6: 1}",106.0,107.0,[4],1,"{1, 6}","{1: 1, 6: 1}",106.0,107.0,[4],1,5.5,112,50,0.38898801803588867,0.403400182723999,0.3890187740325928,productivity (11),3
3,0,"{1, 6}","{1: 1, 6: 1}",106.0,"{1, 6}","{1: 1, 6: 1}",106.0,106.0,[],0,"{1, 6}","{1: 1, 6: 1}",106.0,106.0,[],0,5.5,112,50,0.38905906677246094,0.407639741897583,0.37555932998657227,productivity (11),3
4,4,"{1, 6}","{1: 1, 6: 1}",106.0,"{1, 6}","{1: 1, 6: 1}",106.0,110.0,"[4, 19, 73, 74]",4,"{1, 6}","{1: 1, 6: 1}",106.0,110.0,"[4, 19, 73, 74]",4,5.5,112,50,0.3790140151977539,0.38233089447021484,0.3888580799102783,productivity (11),3
4,3,"{1, 6}","{1: 1, 6: 1}",106.0,"{1, 6}","{1: 1, 6: 1}",106.0,109.0,"[4, 19, 73]",3,"{1, 6}","{1: 1, 6: 1}",106.0,109.0,"[4, 19, 73]",3,5.5,112,50,0.37895679473876953,0.38942503929138184,0.3874030113220215,productivity (11),3
4,2,"{1, 6}","{1: 1, 6: 1}",106.0,"{1, 6}","{1: 1, 6: 1}",106.0,108.0,"[4, 19]",2,"{1, 6}","{1: 1, 6: 1}",106.0,108.0,"[4, 19]",2,5.5,112,50,0.37934207916259766,0.38697099685668945,0.39566802978515625,productivity (11),3
4,1,"{1, 6}","{1: 1, 6: 1}",106.0,"{1, 6}","{1: 1, 6: 1}",106.0,107.0,[4],1,"{1, 6}","{1: 1, 6: 1}",106.0,107.0,[4],1,5.5,112,50,0.40897178649902344,0.3969430923461914,0.3772420883178711,productivity (11),3
4,0,"{1, 6}","{1: 1, 6: 1}",106.0,"{1, 6}","{1: 1, 6: 1}",106.0,106.0,[],0,"{1, 6}","{1: 1, 6: 1}",106.0,106.0,[],0,5.5,112,50,0.3710930347442627,0.38497114181518555,0.38766002655029297,productivity (11),3
5,4,"{1, 6}","{1: 1, 6: 1}",106.0,"{1, 6}","{1: 1, 6: 1}",106.0,110.0,"[4, 19, 73, 74]",4,"{1, 6}","{1: 1, 6: 1}",106.0,110.0,"[4, 19, 73, 74]",4,5.5,112,50,0.3728969097137451,0.38086509704589844,0.3737637996673584,productivity (11),3
5,3,"{1, 6}","{1: 1, 6: 1}",106.0,"{1, 6}","{1: 1, 6: 1}",106.0,109.0,"[4, 19, 73]",3,"{1, 6}","{1: 1, 6: 1}",106.0,109.0,"[4, 19, 73]",3,5.5,112,50,0.38704490661621094,0.3944261074066162,0.3910329341888428,productivity (11),3
5,2,"{1, 6}","{1: 1, 6: 1}",106.0,"{1, 6}","{1: 1, 6: 1}",106.0,108.0,"[4, 19]",2,"{1, 6}","{1: 1, 6: 1}",106.0,108.0,"[4, 19]",2,5.5,112,50,0.40141797065734863,0.44498395919799805,0.44138288497924805,productivity (11),3
5,1,"{1, 6}","{1: 1, 6: 1}",106.0,"{1, 6}","{1: 1, 6: 1}",106.0,107.0,[4],1,"{1, 6}","{1: 1, 6: 1}",106.0,107.0,[4],1,5.5,112,50,0.41127586364746094,0.3892638683319092,0.39533329010009766,productivity (11),3
5,0,"{1, 6}","{1: 1, 6: 1}",106.0,"{1, 6}","{1: 1, 6: 1}",106.0,106.0,[],0,"{1, 6}","{1: 1, 6: 1}",106.0,106.0,[],0,5.5,112,50,0.37283897399902344,0.40881800651550293,0.4120628833770752,productivity (11),3
1,4,{26},{26: 1},107.0,{26},{26: 1},107.0,111.0,"[4, 73, 74, 96]",4,{26},{26: 1},107.0,111.0,"[4, 73, 74, 96]",4,6.0,112,50,0.14540815353393555,0.15366697311401367,0.1407020092010498,productivity (11),4
1,3,{26},{26: 1},107.0,{26},{26: 1},107.0,110.0,"[4, 73, 74]",3,{26},{26: 1},107.0,110.0,"[4, 73, 74]",3,6.0,112,50,0.13561391830444336,0.14981508255004883,0.14853978157043457,productivity (11),4
1,2,{26},{26: 1},107.0,{26},{26: 1},107.0,109.0,"[4, 73]",2,{26},{26: 1},107.0,109.0,"[4, 73]",2,6.0,112,50,0.1651139259338379,0.16324806213378906,0.15053176879882812,productivity (11),4
1,1,{26},{26: 1},107.0,{26},{26: 1},107.0,108.0,[4],1,{26},{26: 1},107.0,108.0,[4],1,6.0,112,50,0.1244349479675293,0.14255690574645996,0.15067005157470703,productivity (11),4
1,0,{26},{26: 1},107.0,{26},{26: 1},107.0,107.0,[],0,{26},{26: 1},107.0,107.0,[],0,6.0,112,50,0.14671897888183594,0.1621241569519043,0.15284109115600586,productivity (11),4
2,4,{26},{26: 1},107.0,{26},{26: 1},107.0,111.0,"[4, 73, 74, 96]",4,{26},{26: 1},107.0,111.0,"[4, 73, 74, 96]",4,6.0,112,50,0.31333208084106445,0.3150789737701416,0.3058140277862549,productivity (11),4
2,3,{26},{26: 1},107.0,{26},{26: 1},107.0,110.0,"[4, 73, 74]",3,{26},{26: 1},107.0,110.0,"[4, 73, 74]",3,6.0,112,50,0.29667091369628906,0.33756399154663086,0.309798002243042,productivity (11),4
2,2,{26},{26: 1},107.0,{26},{26: 1},107.0,109.0,"[4, 73]",2,{26},{26: 1},107.0,109.0,"[4, 73]",2,6.0,112,50,0.3532841205596924,0.27820396423339844,0.3117361068725586,productivity (11),4
2,1,{26},{26: 1},107.0,{26},{26: 1},107.0,108.0,[4],1,{26},{26: 1},107.0,108.0,[4],1,6.0,112,50,0.2866809368133545,0.3096630573272705,0.3010120391845703,productivity (11),4
2,0,{26},{26: 1},107.0,{26},{26: 1},107.0,107.0,[],0,{26},{26: 1},107.0,107.0,[],0,6.0,112,50,0.30182981491088867,0.33264803886413574,0.2953779697418213,productivity (11),4
3,4,{26},{26: 1},107.0,{26},{26: 1},107.0,111.0,"[4, 73, 74, 96]",4,{26},{26: 1},107.0,111.0,"[4, 73, 74, 96]",4,6.0,112,50,0.2958998680114746,0.31740427017211914,0.29935383796691895,productivity (11),4
3,3,{26},{26: 1},107.0,{26},{26: 1},107.0,110.0,"[4, 73, 74]",3,{26},{26: 1},107.0,110.0,"[4, 73, 74]",3,6.0,112,50,0.307326078414917,0.32566189765930176,0.3191359043121338,productivity (11),4
3,2,{26},{26: 1},107.0,{26},{26: 1},107.0,109.0,"[4, 73]",2,{26},{26: 1},107.0,109.0,"[4, 73]",2,6.0,112,50,0.32834696769714355,0.422713041305542,0.40798068046569824,productivity (11),4
3,1,{26},{26: 1},107.0,{26},{26: 1},107.0,108.0,[4],1,{26},{26: 1},107.0,108.0,[4],1,6.0,112,50,0.37874603271484375,0.3375561237335205,0.3781559467315674,productivity (11),4
3,0,{26},{26: 1},107.0,{26},{26: 1},107.0,107.0,[],0,{26},{26: 1},107.0,107.0,[],0,6.0,112,50,0.3924899101257324,0.35181117057800293,0.35169100761413574,productivity (11),4
4,4,{26},{26: 1},107.0,{26},{26: 1},107.0,111.0,"[4, 73, 74, 96]",4,{26},{26: 1},107.0,111.0,"[4, 73, 74, 96]",4,6.0,112,50,0.3678469657897949,0.3308391571044922,0.3290739059448242,productivity (11),4
4,3,{26},{26: 1},107.0,{26},{26: 1},107.0,110.0,"[4, 73, 74]",3,{26},{26: 1},107.0,110.0,"[4, 73, 74]",3,6.0,112,50,0.3421468734741211,0.38628101348876953,0.44069409370422363,productivity (11),4
4,2,{26},{26: 1},107.0,{26},{26: 1},107.0,109.0,"[4, 73]",2,{26},{26: 1},107.0,109.0,"[4, 73]",2,6.0,112,50,0.39100217819213867,0.3674039840698242,0.36338114738464355,productivity (11),4
4,1,{26},{26: 1},107.0,{26},{26: 1},107.0,108.0,[4],1,{26},{26: 1},107.0,108.0,[4],1,6.0,112,50,0.35140109062194824,0.3325309753417969,0.36130404472351074,productivity (11),4
4,0,{26},{26: 1},107.0,{26},{26: 1},107.0,107.0,[],0,{26},{26: 1},107.0,107.0,[],0,6.0,112,50,0.35372400283813477,0.336000919342041,0.30879807472229004,productivity (11),4
5,4,{26},{26: 1},107.0,{26},{26: 1},107.0,111.0,"[4, 73, 74, 96]",4,{26},{26: 1},107.0,111.0,"[4, 73, 74, 96]",4,6.0,112,50,0.37650418281555176,0.309222936630249,0.31823205947875977,productivity (11),4
5,3,{26},{26: 1},107.0,{26},{26: 1},107.0,110.0,"[4, 73, 74]",3,{26},{26: 1},107.0,110.0,"[4, 73, 74]",3,6.0,112,50,0.33959293365478516,0.3194730281829834,0.38054728507995605,productivity (11),4
5,2,{26},{26: 1},107.0,{26},{26: 1},107.0,109.0,"[4, 73]",2,{26},{26: 1},107.0,109.0,"[4, 73]",2,6.0,112,50,0.3671538829803467,0.3935360908508301,0.3746170997619629,productivity (11),4
5,1,{26},{26: 1},107.0,{26},{26: 1},107.0,108.0,[4],1,{26},{26: 1},107.0,108.0,[4],1,6.0,112,50,0.336561918258667,0.31882691383361816,0.3369879722595215,productivity (11),4
5,0,{26},{26: 1},107.0,{26},{26: 1},107.0,107.0,[],0,{26},{26: 1},107.0,107.0,[],0,6.0,112,50,0.3202950954437256,0.3181581497192383,0.3684728145599365,productivity (11),4
1,4,{1},{1: 1},107.0,{1},{1: 1},107.0,111.0,"[4, 73, 74, 96]",4,{1},{1: 1},107.0,111.0,"[4, 73, 74, 96]",4,6.5,112,50,0.1972789764404297,0.18742895126342773,0.17981886863708496,productivity (11),5
1,3,{1},{1: 1},107.0,{1},{1: 1},107.0,110.0,"[4, 73, 74]",3,{1},{1: 1},107.0,110.0,"[4, 73, 74]",3,6.5,112,50,0.17900705337524414,0.2033250331878662,0.17644500732421875,productivity (11),5
1,2,{1},{1: 1},107.0,{1},{1: 1},107.0,109.0,"[4, 73]",2,{1},{1: 1},107.0,109.0,"[4, 73]",2,6.5,112,50,0.17479610443115234,0.19580483436584473,0.196882963180542,productivity (11),5
1,1,{1},{1: 1},107.0,{1},{1: 1},107.0,108.0,[4],1,{1},{1: 1},107.0,108.0,[4],1,6.5,112,50,0.21224093437194824,0.18776893615722656,0.19449615478515625,productivity (11),5
1,0,{1},{1: 1},107.0,{1},{1: 1},107.0,107.0,[],0,{1},{1: 1},107.0,107.0,[],0,6.5,112,50,0.1875779628753662,0.19454002380371094,0.1765727996826172,productivity (11),5
2,4,{1},{1: 1},107.0,{1},{1: 1},107.0,111.0,"[4, 73, 74, 96]",4,{1},{1: 1},107.0,111.0,"[4, 73, 74, 96]",4,6.5,112,50,0.39211535453796387,0.3829939365386963,0.35516881942749023,productivity (11),5
2,3,{1},{1: 1},107.0,{1},{1: 1},107.0,110.0,"[4, 73, 74]",3,{1},{1: 1},107.0,110.0,"[4, 73, 74]",3,6.5,112,50,0.40255188941955566,0.3577451705932617,0.46184396743774414,productivity (11),5
2,2,{1},{1: 1},107.0,{1},{1: 1},107.0,109.0,"[4, 73]",2,{1},{1: 1},107.0,109.0,"[4, 73]",2,6.5,112,50,0.5197057723999023,0.6624751091003418,0.48659300804138184,productivity (11),5
2,1,{1},{1: 1},107.0,{1},{1: 1},107.0,108.0,[4],1,{1},{1: 1},107.0,108.0,[4],1,6.5,112,50,0.40862488746643066,0.4465961456298828,0.4122428894042969,productivity (11),5
2,0,{1},{1: 1},107.0,{1},{1: 1},107.0,107.0,[],0,{1},{1: 1},107.0,107.0,[],0,6.5,112,50,0.3610661029815674,0.35953617095947266,0.5745327472686768,productivity (11),5
3,4,{1},{1: 1},107.0,{1},{1: 1},107.0,111.0,"[4, 73, 74, 96]",4,{1},{1: 1},107.0,111.0,"[4, 73, 74, 96]",4,6.5,112,50,0.5478572845458984,0.606727123260498,0.46471381187438965,productivity (11),5
3,3,{1},{1: 1},107.0,{1},{1: 1},107.0,110.0,"[4, 73, 74]",3,{1},{1: 1},107.0,110.0,"[4, 73, 74]",3,6.5,112,50,0.4619159698486328,0.45625805854797363,0.47159314155578613,productivity (11),5
3,2,{1},{1: 1},107.0,{1},{1: 1},107.0,109.0,"[4, 73]",2,{1},{1: 1},107.0,109.0,"[4, 73]",2,6.5,112,50,0.4882800579071045,0.4312739372253418,0.5266900062561035,productivity (11),5
3,1,{1},{1: 1},107.0,{1},{1: 1},107.0,108.0,[4],1,{1},{1: 1},107.0,108.0,[4],1,6.5,112,50,0.4339630603790283,0.4663662910461426,0.5276012420654297,productivity (11),5
3,0,{1},{1: 1},107.0,{1},{1: 1},107.0,107.0,[],0,{1},{1: 1},107.0,107.0,[],0,6.5,112,50,0.4975459575653076,0.5822429656982422,0.4648299217224121,productivity (11),5
4,4,{1},{1: 1},107.0,{1},{1: 1},107.0,111.0,"[4, 73, 74, 96]",4,{1},{1: 1},107.0,111.0,"[4, 73, 74, 96]",4,6.5,112,50,0.46155691146850586,0.43349719047546387,0.4576699733734131,productivity (11),5
4,3,{1},{1: 1},107.0,{1},{1: 1},107.0,110.0,"[4, 73, 74]",3,{1},{1: 1},107.0,110.0,"[4, 73, 74]",3,6.5,112,50,0.5768201351165771,0.5105578899383545,0.5592529773712158,productivity (11),5
4,2,{1},{1: 1},107.0,{1},{1: 1},107.0,109.0,"[4, 73]",2,{1},{1: 1},107.0,109.0,"[4, 73]",2,6.5,112,50,0.5613048076629639,0.5154380798339844,0.5024399757385254,productivity (11),5
4,1,{1},{1: 1},107.0,{1},{1: 1},107.0,108.0,[4],1,{1},{1: 1},107.0,108.0,[4],1,6.5,112,50,0.491379976272583,0.492232084274292,0.48279285430908203,productivity (11),5
4,0,{1},{1: 1},107.0,{1},{1: 1},107.0,107.0,[],0,{1},{1: 1},107.0,107.0,[],0,6.5,112,50,0.5109329223632812,0.4657928943634033,0.5008070468902588,productivity (11),5
5,4,{1},{1: 1},107.0,{1},{1: 1},107.0,111.0,"[4, 73, 74, 96]",4,{1},{1: 1},107.0,111.0,"[4, 73, 74, 96]",4,6.5,112,50,0.47456884384155273,0.5053119659423828,0.4907088279724121,productivity (11),5
5,3,{1},{1: 1},107.0,{1},{1: 1},107.0,110.0,"[4, 73, 74]",3,{1},{1: 1},107.0,110.0,"[4, 73, 74]",3,6.5,112,50,0.4950847625732422,0.514348030090332,0.5329039096832275,productivity (11),5
5,2,{1},{1: 1},107.0,{1},{1: 1},107.0,109.0,"[4, 73]",2,{1},{1: 1},107.0,109.0,"[4, 73]",2,6.5,112,50,0.5333929061889648,0.5442261695861816,0.7205791473388672,productivity (11),5
5,1,{1},{1: 1},107.0,{1},{1: 1},107.0,108.0,[4],1,{1},{1: 1},107.0,108.0,[4],1,6.5,112,50,0.5742571353912354,0.6011528968811035,0.5268254280090332,productivity (11),5
5,0,{1},{1: 1},107.0,{1},{1: 1},107.0,107.0,[],0,{1},{1: 1},107.0,107.0,[],0,6.5,112,50,0.5254759788513184,0.5504550933837891,0.5487759113311768,productivity (11),5
1,4,{1},{1: 1},107.0,{1},{1: 1},107.0,111.0,"[4, 73, 74, 96]",4,{1},{1: 1},107.0,111.0,"[4, 73, 74, 96]",4,7.0,112,50,0.272993803024292,0.2870922088623047,0.267672061920166,productivity (11),6
1,3,{1},{1: 1},107.0,{1},{1: 1},107.0,110.0,"[4, 73, 74]",3,{1},{1: 1},107.0,110.0,"[4, 73, 74]",3,7.0,112,50,0.2936558723449707,0.2597649097442627,0.23752593994140625,productivity (11),6
1,2,{1},{1: 1},107.0,{1},{1: 1},107.0,109.0,"[4, 73]",2,{1},{1: 1},107.0,109.0,"[4, 73]",2,7.0,112,50,0.2932400703430176,0.2560908794403076,0.25114011764526367,productivity (11),6
1,1,{1},{1: 1},107.0,{1},{1: 1},107.0,108.0,[4],1,{1},{1: 1},107.0,108.0,[4],1,7.0,112,50,0.2576448917388916,0.25000905990600586,0.28131794929504395,productivity (11),6
1,0,{1},{1: 1},107.0,{1},{1: 1},107.0,107.0,[],0,{1},{1: 1},107.0,107.0,[],0,7.0,112,50,0.293428897857666,0.2591891288757324,0.2849540710449219,productivity (11),6
2,4,{1},{1: 1},107.0,{1},{1: 1},107.0,111.0,"[4, 73, 74, 96]",4,{1},{1: 1},107.0,111.0,"[4, 73, 74, 96]",4,7.0,112,50,0.5373480319976807,0.5077610015869141,0.65665602684021,productivity (11),6
2,3,{1},{1: 1},107.0,{1},{1: 1},107.0,110.0,"[4, 73, 74]",3,{1},{1: 1},107.0,110.0,"[4, 73, 74]",3,7.0,112,50,0.514606237411499,0.5579898357391357,0.48655009269714355,productivity (11),6
2,2,{1},{1: 1},107.0,{1},{1: 1},107.0,109.0,"[4, 73]",2,{1},{1: 1},107.0,109.0,"[4, 73]",2,7.0,112,50,0.5082619190216064,0.4754612445831299,0.5840137004852295,productivity (11),6
2,1,{1},{1: 1},107.0,{1},{1: 1},107.0,108.0,[4],1,{1},{1: 1},107.0,108.0,[4],1,7.0,112,50,0.5109312534332275,0.48903489112854004,0.49373507499694824,productivity (11),6
2,0,{1},{1: 1},107.0,{1},{1: 1},107.0,107.0,[],0,{1},{1: 1},107.0,107.0,[],0,7.0,112,50,0.4916529655456543,0.6152641773223877,0.7055580615997314,productivity (11),6
3,4,{1},{1: 1},107.0,{1},{1: 1},107.0,111.0,"[4, 73, 74, 96]",4,{1},{1: 1},107.0,111.0,"[4, 73, 74, 96]",4,7.0,112,50,0.5965602397918701,0.6204750537872314,0.6383678913116455,productivity (11),6
3,3,{1},{1: 1},107.0,{1},{1: 1},107.0,110.0,"[4, 73, 74]",3,{1},{1: 1},107.0,110.0,"[4, 73, 74]",3,7.0,112,50,0.5404379367828369,0.49820590019226074,0.5373730659484863,productivity (11),6
3,2,{1},{1: 1},107.0,{1},{1: 1},107.0,109.0,"[4, 73]",2,{1},{1: 1},107.0,109.0,"[4, 73]",2,7.0,112,50,0.4967360496520996,0.5165808200836182,0.5376372337341309,productivity (11),6
3,1,{1},{1: 1},107.0,{1},{1: 1},107.0,108.0,[4],1,{1},{1: 1},107.0,108.0,[4],1,7.0,112,50,0.539438009262085,0.5152819156646729,0.6690061092376709,productivity (11),6
3,0,{1},{1: 1},107.0,{1},{1: 1},107.0,107.0,[],0,{1},{1: 1},107.0,107.0,[],0,7.0,112,50,0.5556659698486328,0.6067698001861572,0.5562653541564941,productivity (11),6
4,4,{1},{1: 1},107.0,{1},{1: 1},107.0,111.0,"[4, 73, 74, 96]",4,{1},{1: 1},107.0,111.0,"[4, 73, 74, 96]",4,7.0,112,50,0.5184929370880127,0.5674419403076172,0.5136210918426514,productivity (11),6
4,3,{1},{1: 1},107.0,{1},{1: 1},107.0,110.0,"[4, 73, 74]",3,{1},{1: 1},107.0,110.0,"[4, 73, 74]",3,7.0,112,50,0.5053837299346924,0.6822962760925293,0.5629959106445312,productivity (11),6
4,2,{1},{1: 1},107.0,{1},{1: 1},107.0,109.0,"[4, 73]",2,{1},{1: 1},107.0,109.0,"[4, 73]",2,7.0,112,50,0.5747959613800049,0.6493237018585205,0.5143899917602539,productivity (11),6
4,1,{1},{1: 1},107.0,{1},{1: 1},107.0,108.0,[4],1,{1},{1: 1},107.0,108.0,[4],1,7.0,112,50,0.5102508068084717,0.5387699604034424,0.5450191497802734,productivity (11),6
4,0,{1},{1: 1},107.0,{1},{1: 1},107.0,107.0,[],0,{1},{1: 1},107.0,107.0,[],0,7.0,112,50,0.5397298336029053,0.5203561782836914,0.5742039680480957,productivity (11),6
5,4,{1},{1: 1},107.0,{1},{1: 1},107.0,111.0,"[4, 73, 74, 96]",4,{1},{1: 1},107.0,111.0,"[4, 73, 74, 96]",4,7.0,112,50,0.5642151832580566,0.5206289291381836,0.5204370021820068,productivity (11),6
5,3,{1},{1: 1},107.0,{1},{1: 1},107.0,110.0,"[4, 73, 74]",3,{1},{1: 1},107.0,110.0,"[4, 73, 74]",3,7.0,112,50,0.5668790340423584,0.5557529926300049,0.4804699420928955,productivity (11),6
5,2,{1},{1: 1},107.0,{1},{1: 1},107.0,109.0,"[4, 73]",2,{1},{1: 1},107.0,109.0,"[4, 73]",2,7.0,112,50,0.5826637744903564,0.5524718761444092,0.5190126895904541,productivity (11),6
5,1,{1},{1: 1},107.0,{1},{1: 1},107.0,108.0,[4],1,{1},{1: 1},107.0,108.0,[4],1,7.0,112,50,0.4748690128326416,0.4832170009613037,0.4808928966522217,productivity (11),6
5,0,{1},{1: 1},107.0,{1},{1: 1},107.0,107.0,[],0,{1},{1: 1},107.0,107.0,[],0,7.0,112,50,0.46272993087768555,0.35715508460998535,0.3972029685974121,productivity (11),6
1,4,{0},{0: 1},107.0,{0},{0: 1},107.0,111.0,"[4, 73, 74, 96]",4,{0},{0: 1},107.0,111.0,"[4, 73, 74, 96]",4,7.5,112,50,0.17016220092773438,0.1791248321533203,0.2435140609741211,productivity (11),7
1,3,{0},{0: 1},107.0,{0},{0: 1},107.0,110.0,"[4, 73, 74]",3,{0},{0: 1},107.0,110.0,"[4, 73, 74]",3,7.5,112,50,0.24723196029663086,0.2512779235839844,0.23429298400878906,productivity (11),7
1,2,{0},{0: 1},107.0,{0},{0: 1},107.0,109.0,"[4, 73]",2,{0},{0: 1},107.0,109.0,"[4, 73]",2,7.5,112,50,0.22632122039794922,0.30342674255371094,0.2178940773010254,productivity (11),7
1,1,{0},{0: 1},107.0,{0},{0: 1},107.0,108.0,[4],1,{0},{0: 1},107.0,108.0,[4],1,7.5,112,50,0.18843793869018555,0.21524691581726074,0.21531391143798828,productivity (11),7
1,0,{0},{0: 1},107.0,{0},{0: 1},107.0,107.0,[],0,{0},{0: 1},107.0,107.0,[],0,7.5,112,50,0.2347879409790039,0.23093509674072266,0.3198518753051758,productivity (11),7
2,4,{0},{0: 1},107.0,{0},{0: 1},107.0,111.0,"[4, 73, 74, 96]",4,{0},{0: 1},107.0,111.0,"[4, 73, 74, 96]",4,7.5,112,50,0.5796301364898682,0.43178796768188477,0.43785905838012695,productivity (11),7
2,3,{0},{0: 1},107.0,{0},{0: 1},107.0,110.0,"[4, 73, 74]",3,{0},{0: 1},107.0,110.0,"[4, 73, 74]",3,7.5,112,50,0.39872312545776367,0.40291810035705566,0.4168670177459717,productivity (11),7
2,2,{0},{0: 1},107.0,{0},{0: 1},107.0,109.0,"[4, 73]",2,{0},{0: 1},107.0,109.0,"[4, 73]",2,7.5,112,50,0.4102969169616699,0.371657133102417,0.5093088150024414,productivity (11),7
2,1,{0},{0: 1},107.0,{0},{0: 1},107.0,108.0,[4],1,{0},{0: 1},107.0,108.0,[4],1,7.5,112,50,0.5003678798675537,0.596635103225708,0.8068788051605225,productivity (11),7
2,0,{0},{0: 1},107.0,{0},{0: 1},107.0,107.0,[],0,{0},{0: 1},107.0,107.0,[],0,7.5,112,50,0.5414049625396729,0.6037077903747559,0.6089589595794678,productivity (11),7
3,4,{0},{0: 1},107.0,{0},{0: 1},107.0,111.0,"[4, 73, 74, 96]",4,{0},{0: 1},107.0,111.0,"[4, 73, 74, 96]",4,7.5,112,50,0.5241186618804932,0.7117857933044434,0.6957111358642578,productivity (11),7
3,3,{0},{0: 1},107.0,{0},{0: 1},107.0,110.0,"[4, 73, 74]",3,{0},{0: 1},107.0,110.0,"[4, 73, 74]",3,7.5,112,50,0.6154758930206299,0.504676103591919,0.5484769344329834,productivity (11),7
3,2,{0},{0: 1},107.0,{0},{0: 1},107.0,109.0,"[4, 73]",2,{0},{0: 1},107.0,109.0,"[4, 73]",2,7.5,112,50,0.44158101081848145,0.4392240047454834,0.44271087646484375,productivity (11),7
3,1,{0},{0: 1},107.0,{0},{0: 1},107.0,108.0,[4],1,{0},{0: 1},107.0,108.0,[4],1,7.5,112,50,0.4742147922515869,0.5065891742706299,0.44938087463378906,productivity (11),7
3,0,{0},{0: 1},107.0,{0},{0: 1},107.0,107.0,[],0,{0},{0: 1},107.0,107.0,[],0,7.5,112,50,0.44460296630859375,0.47653985023498535,0.7794919013977051,productivity (11),7
4,4,{0},{0: 1},107.0,{0},{0: 1},107.0,111.0,"[4, 73, 74, 96]",4,{0},{0: 1},107.0,111.0,"[4, 73, 74, 96]",4,7.5,112,50,0.46178197860717773,0.5035278797149658,0.4531891345977783,productivity (11),7
4,3,{0},{0: 1},107.0,{0},{0: 1},107.0,110.0,"[4, 73, 74]",3,{0},{0: 1},107.0,110.0,"[4, 73, 74]",3,7.5,112,50,0.44677209854125977,0.4422280788421631,0.43732690811157227,productivity (11),7
4,2,{0},{0: 1},107.0,{0},{0: 1},107.0,109.0,"[4, 73]",2,{0},{0: 1},107.0,109.0,"[4, 73]",2,7.5,112,50,0.435405969619751,0.44659900665283203,0.49852514266967773,productivity (11),7
4,1,{0},{0: 1},107.0,{0},{0: 1},107.0,108.0,[4],1,{0},{0: 1},107.0,108.0,[4],1,7.5,112,50,0.5092391967773438,0.511502742767334,0.570824146270752,productivity (11),7
4,0,{0},{0: 1},107.0,{0},{0: 1},107.0,107.0,[],0,{0},{0: 1},107.0,107.0,[],0,7.5,112,50,0.3976588249206543,0.4029569625854492,0.4388730525970459,productivity (11),7
5,4,{0},{0: 1},107.0,{0},{0: 1},107.0,111.0,"[4, 73, 74, 96]",4,{0},{0: 1},107.0,111.0,"[4, 73, 74, 96]",4,7.5,112,50,0.5144999027252197,0.5241029262542725,0.4788079261779785,productivity (11),7
5,3,{0},{0: 1},107.0,{0},{0: 1},107.0,110.0,"[4, 73, 74]",3,{0},{0: 1},107.0,110.0,"[4, 73, 74]",3,7.5,112,50,0.4979100227355957,0.46727705001831055,0.4598410129547119,productivity (11),7
5,2,{0},{0: 1},107.0,{0},{0: 1},107.0,109.0,"[4, 73]",2,{0},{0: 1},107.0,109.0,"[4, 73]",2,7.5,112,50,0.5096657276153564,0.5839061737060547,0.7128129005432129,productivity (11),7
