K,B,Sg,Sg_lbls,F(Sg),Sgb,Sgb_lbls,F(Sgb)b4B,F(Sgb),Boostedgb,usedBbudgetgb,Sbg,Sbg_lbls,F(Sbg)b4B,F(Sbg),Boostedbg,usedBbudgetbg,kmax,n,m,greedyTime,greedyBoostTime,boostGreedyTime,dataset,graphid
4,4,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",219.25,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",219.25,223.25,"[1, 2, 8, 10]",4,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",219.25,223.25,"[1, 2, 8, 10]",4,4,328,49,0.31902003288269043,0.2957649230957031,0.28330421447753906,adult (14),3
4,3,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",219.25,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",219.25,222.25,"[1, 2, 8]",3,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",219.25,222.25,"[1, 2, 8]",3,4,328,49,0.3036947250366211,0.30649590492248535,0.2934913635253906,adult (14),3
4,2,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",219.25,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",219.25,221.25,"[1, 2]",2,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",219.25,221.25,"[1, 2]",2,4,328,49,0.2933487892150879,0.2921597957611084,0.2885282039642334,adult (14),3
4,1,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",219.25,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",219.25,220.25,[1],1,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",219.25,220.25,[1],1,4,328,49,0.28162503242492676,0.30478692054748535,0.3065919876098633,adult (14),3
4,0,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",219.25,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",219.25,219.25,[],0,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",219.25,219.25,[],0,4,328,49,0.32538914680480957,0.31990504264831543,0.32429003715515137,adult (14),3
5,4,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",225.75,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",225.75,229.75,"[1, 2, 8, 10]",4,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",225.75,229.75,"[1, 2, 8, 10]",4,4,328,49,0.3929407596588135,0.3707399368286133,0.35210609436035156,adult (14),3
5,3,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",225.75,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",225.75,228.75,"[1, 2, 8]",3,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",225.75,228.75,"[1, 2, 8]",3,4,328,49,0.38260602951049805,0.39848804473876953,0.38249683380126953,adult (14),3
5,2,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",225.75,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",225.75,227.75,"[1, 2]",2,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",225.75,227.75,"[1, 2]",2,4,328,49,0.3621971607208252,0.3783762454986572,0.3914957046508789,adult (14),3
5,1,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",225.75,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",225.75,226.75,[1],1,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",225.75,226.75,[1],1,4,328,49,0.400892972946167,0.40005922317504883,0.39002394676208496,adult (14),3
5,0,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",225.75,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",225.75,225.75,[],0,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",225.75,225.75,[],0,4,328,49,0.3797738552093506,0.3802831172943115,0.36803483963012695,adult (14),3
1,4,{8},{8: 1},154.8,{8},{8: 1},154.8,158.8,"[2, 8, 10, 13]",4,{8},{8: 1},154.8,158.8,"[2, 8, 10, 13]",4,5,328,49,0.08963203430175781,0.08242678642272949,0.08112931251525879,adult (14),4
1,3,{8},{8: 1},154.8,{8},{8: 1},154.8,157.8,"[2, 8, 10]",3,{8},{8: 1},154.8,157.8,"[2, 8, 10]",3,5,328,49,0.08161091804504395,0.08759212493896484,0.08684396743774414,adult (14),4
1,2,{8},{8: 1},154.8,{8},{8: 1},154.8,156.8,"[2, 8]",2,{8},{8: 1},154.8,156.8,"[2, 8]",2,5,328,49,0.08376002311706543,0.0857088565826416,0.08683419227600098,adult (14),4
1,1,{8},{8: 1},154.8,{8},{8: 1},154.8,155.8,[2],1,{8},{8: 1},154.8,155.8,[2],1,5,328,49,0.08911895751953125,0.08673906326293945,0.08231997489929199,adult (14),4
1,0,{8},{8: 1},154.8,{8},{8: 1},154.8,154.8,[],0,{8},{8: 1},154.8,154.8,[],0,5,328,49,0.08425283432006836,0.0867762565612793,0.09310793876647949,adult (14),4
2,4,"{8, 9}","{8: 1, 9: 1}",206.79999999999984,"{8, 9}","{8: 1, 9: 1}",206.79999999999984,210.79999999999984,"[2, 8, 10, 13]",4,"{8, 9}","{8: 1, 9: 1}",206.79999999999984,210.79999999999984,"[2, 8, 10, 13]",4,5,328,49,0.16271710395812988,0.15990900993347168,0.16025495529174805,adult (14),4
2,3,"{8, 9}","{8: 1, 9: 1}",206.79999999999984,"{8, 9}","{8: 1, 9: 1}",206.79999999999984,209.79999999999984,"[2, 8, 10]",3,"{8, 9}","{8: 1, 9: 1}",206.79999999999984,209.79999999999984,"[2, 8, 10]",3,5,328,49,0.16246414184570312,0.1838090419769287,0.17838191986083984,adult (14),4
2,2,"{8, 9}","{8: 1, 9: 1}",206.79999999999984,"{8, 9}","{8: 1, 9: 1}",206.79999999999984,208.79999999999984,"[2, 8]",2,"{8, 9}","{8: 1, 9: 1}",206.79999999999984,208.79999999999984,"[2, 8]",2,5,328,49,0.16931819915771484,0.17738699913024902,0.1716899871826172,adult (14),4
2,1,"{8, 9}","{8: 1, 9: 1}",206.79999999999984,"{8, 9}","{8: 1, 9: 1}",206.79999999999984,207.79999999999984,[2],1,"{8, 9}","{8: 1, 9: 1}",206.79999999999984,207.79999999999984,[2],1,5,328,49,0.1824328899383545,0.19272303581237793,0.16562485694885254,adult (14),4
2,0,"{8, 9}","{8: 1, 9: 1}",206.79999999999984,"{8, 9}","{8: 1, 9: 1}",206.79999999999984,206.79999999999984,[],0,"{8, 9}","{8: 1, 9: 1}",206.79999999999984,206.79999999999984,[],0,5,328,49,0.16178488731384277,0.1603860855102539,0.16602301597595215,adult (14),4
3,4,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",234.39999999999986,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",234.39999999999986,238.39999999999986,"[2, 8, 10, 13]",4,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",234.39999999999986,238.39999999999986,"[2, 8, 10, 13]",4,5,328,49,0.2384932041168213,0.24500584602355957,0.26056599617004395,adult (14),4
3,3,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",234.39999999999986,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",234.39999999999986,237.39999999999986,"[2, 8, 10]",3,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",234.39999999999986,237.39999999999986,"[2, 8, 10]",3,5,328,49,0.24268698692321777,0.24585294723510742,0.24107885360717773,adult (14),4
3,2,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",234.39999999999986,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",234.39999999999986,236.39999999999986,"[2, 8]",2,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",234.39999999999986,236.39999999999986,"[2, 8]",2,5,328,49,0.24927806854248047,0.24752116203308105,0.2549879550933838,adult (14),4
3,1,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",234.39999999999986,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",234.39999999999986,235.39999999999986,[2],1,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",234.39999999999986,235.39999999999986,[2],1,5,328,49,0.2518348693847656,0.24934124946594238,0.24247097969055176,adult (14),4
3,0,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",234.39999999999986,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",234.39999999999986,234.39999999999986,[],0,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",234.39999999999986,234.39999999999986,[],0,5,328,49,0.24263906478881836,0.23925399780273438,0.26706981658935547,adult (14),4
4,4,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",245.1999999999999,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",245.1999999999999,249.1999999999999,"[2, 8, 10, 13]",4,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",245.1999999999999,249.1999999999999,"[2, 8, 10, 13]",4,5,328,49,0.32636022567749023,0.341296911239624,0.3364999294281006,adult (14),4
4,3,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",245.1999999999999,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",245.1999999999999,248.1999999999999,"[2, 8, 10]",3,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",245.1999999999999,248.1999999999999,"[2, 8, 10]",3,5,328,49,0.4196891784667969,0.3748958110809326,0.3549528121948242,adult (14),4
4,2,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",245.1999999999999,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",245.1999999999999,247.1999999999999,"[2, 8]",2,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",245.1999999999999,247.1999999999999,"[2, 8]",2,5,328,49,0.33353710174560547,0.38185906410217285,0.34686279296875,adult (14),4
4,1,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",245.1999999999999,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",245.1999999999999,246.1999999999999,[2],1,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",245.1999999999999,246.1999999999999,[2],1,5,328,49,0.33130502700805664,0.34528303146362305,0.33994030952453613,adult (14),4
4,0,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",245.1999999999999,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",245.1999999999999,245.1999999999999,[],0,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",245.1999999999999,245.1999999999999,[],0,5,328,49,0.33780407905578613,0.3523571491241455,0.3517279624938965,adult (14),4
5,4,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",251.39999999999992,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",251.39999999999992,255.39999999999992,"[2, 8, 10, 13]",4,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",251.39999999999992,255.39999999999992,"[2, 8, 10, 13]",4,5,328,49,0.4248158931732178,0.4700329303741455,0.42855215072631836,adult (14),4
5,3,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",251.39999999999992,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",251.39999999999992,254.39999999999992,"[2, 8, 10]",3,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",251.39999999999992,254.39999999999992,"[2, 8, 10]",3,5,328,49,0.4069068431854248,0.4551670551300049,0.48407721519470215,adult (14),4
5,2,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",251.39999999999992,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",251.39999999999992,253.39999999999992,"[2, 8]",2,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",251.39999999999992,253.39999999999992,"[2, 8]",2,5,328,49,0.4260241985321045,0.4052298069000244,0.4214780330657959,adult (14),4
5,1,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",251.39999999999992,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",251.39999999999992,252.39999999999992,[2],1,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",251.39999999999992,252.39999999999992,[2],1,5,328,49,0.458845853805542,0.4322631359100342,0.43184995651245117,adult (14),4
5,0,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",251.39999999999992,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",251.39999999999992,251.39999999999992,[],0,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",251.39999999999992,251.39999999999992,[],0,5,328,49,0.41966795921325684,0.3996291160583496,0.3956289291381836,adult (14),4
1,4,{5},{5: 1},177.50000000000003,{5},{5: 1},177.50000000000003,181.50000000000003,"[8, 17, 24, 34]",4,{5},{5: 1},177.50000000000003,181.50000000000003,"[8, 17, 24, 34]",4,6,328,49,0.0856010913848877,0.09703302383422852,0.09327888488769531,adult (14),5
1,3,{5},{5: 1},177.50000000000003,{5},{5: 1},177.50000000000003,180.50000000000003,"[8, 17, 24]",3,{5},{5: 1},177.50000000000003,180.50000000000003,"[8, 17, 24]",3,6,328,49,0.09745502471923828,0.09747505187988281,0.09170818328857422,adult (14),5
1,2,{5},{5: 1},177.50000000000003,{5},{5: 1},177.50000000000003,179.50000000000003,"[8, 17]",2,{5},{5: 1},177.50000000000003,179.50000000000003,"[8, 17]",2,6,328,49,0.09223675727844238,0.09730911254882812,0.08904099464416504,adult (14),5
1,1,{5},{5: 1},177.50000000000003,{5},{5: 1},177.50000000000003,178.50000000000003,[8],1,{5},{5: 1},177.50000000000003,178.50000000000003,[8],1,6,328,49,0.08597898483276367,0.0963289737701416,0.08722400665283203,adult (14),5
1,0,{5},{5: 1},177.50000000000003,{5},{5: 1},177.50000000000003,177.50000000000003,[],0,{5},{5: 1},177.50000000000003,177.50000000000003,[],0,6,328,49,0.08466196060180664,0.09601926803588867,0.09298300743103027,adult (14),5
2,4,"{9, 5}","{9: 1, 5: 1}",231.83333333333334,"{9, 5}","{9: 1, 5: 1}",231.83333333333334,235.83333333333334,"[8, 17, 24, 34]",4,"{9, 5}","{9: 1, 5: 1}",231.83333333333334,235.83333333333334,"[8, 17, 24, 34]",4,6,328,49,0.2029247283935547,0.1864912509918213,0.1758720874786377,adult (14),5
2,3,"{9, 5}","{9: 1, 5: 1}",231.83333333333334,"{9, 5}","{9: 1, 5: 1}",231.83333333333334,234.83333333333334,"[8, 17, 24]",3,"{9, 5}","{9: 1, 5: 1}",231.83333333333334,234.83333333333334,"[8, 17, 24]",3,6,328,49,0.16376399993896484,0.18630599975585938,0.17717409133911133,adult (14),5
2,2,"{9, 5}","{9: 1, 5: 1}",231.83333333333334,"{9, 5}","{9: 1, 5: 1}",231.83333333333334,233.83333333333334,"[8, 17]",2,"{9, 5}","{9: 1, 5: 1}",231.83333333333334,233.83333333333334,"[8, 17]",2,6,328,49,0.17879796028137207,0.18245196342468262,0.17354893684387207,adult (14),5
2,1,"{9, 5}","{9: 1, 5: 1}",231.83333333333334,"{9, 5}","{9: 1, 5: 1}",231.83333333333334,232.83333333333334,[8],1,"{9, 5}","{9: 1, 5: 1}",231.83333333333334,232.83333333333334,[8],1,6,328,49,0.17503571510314941,0.17940521240234375,0.1839280128479004,adult (14),5
2,0,"{9, 5}","{9: 1, 5: 1}",231.83333333333334,"{9, 5}","{9: 1, 5: 1}",231.83333333333334,231.83333333333334,[],0,"{9, 5}","{9: 1, 5: 1}",231.83333333333334,231.83333333333334,[],0,6,328,49,0.16505193710327148,0.17784619331359863,0.17818903923034668,adult (14),5
3,4,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",255.3333333333333,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",255.3333333333333,259.33333333333326,"[8, 17, 24, 34]",4,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",255.3333333333333,259.33333333333326,"[8, 17, 24, 34]",4,6,328,49,0.26407408714294434,0.26895594596862793,0.2618272304534912,adult (14),5
3,3,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",255.3333333333333,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",255.3333333333333,258.33333333333326,"[8, 17, 24]",3,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",255.3333333333333,258.33333333333326,"[8, 17, 24]",3,6,328,49,0.2679307460784912,0.2700202465057373,0.25672078132629395,adult (14),5
3,2,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",255.3333333333333,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",255.3333333333333,257.33333333333326,"[8, 17]",2,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",255.3333333333333,257.33333333333326,"[8, 17]",2,6,328,49,0.27832603454589844,0.2740480899810791,0.2697269916534424,adult (14),5
3,1,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",255.3333333333333,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",255.3333333333333,256.33333333333326,[8],1,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",255.3333333333333,256.33333333333326,[8],1,6,328,49,0.25142502784729004,0.26956605911254883,0.26349902153015137,adult (14),5
3,0,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",255.3333333333333,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",255.3333333333333,255.3333333333333,[],0,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",255.3333333333333,255.3333333333333,[],0,6,328,49,0.2702038288116455,0.25936317443847656,0.2744729518890381,adult (14),5
4,4,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",265.8333333333333,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",265.8333333333333,269.8333333333333,"[8, 17, 24, 34]",4,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",265.8333333333333,269.8333333333333,"[8, 17, 24, 34]",4,6,328,49,0.3469529151916504,0.3545069694519043,0.35074305534362793,adult (14),5
4,3,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",265.8333333333333,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",265.8333333333333,268.8333333333333,"[8, 17, 24]",3,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",265.8333333333333,268.8333333333333,"[8, 17, 24]",3,6,328,49,0.3523247241973877,0.3661491870880127,0.34507107734680176,adult (14),5
4,2,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",265.8333333333333,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",265.8333333333333,267.8333333333333,"[8, 17]",2,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",265.8333333333333,267.8333333333333,"[8, 17]",2,6,328,49,0.3599410057067871,0.38113903999328613,0.39729905128479004,adult (14),5
4,1,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",265.8333333333333,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",265.8333333333333,266.8333333333333,[8],1,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",265.8333333333333,266.8333333333333,[8],1,6,328,49,0.3775320053100586,0.3587939739227295,0.35094213485717773,adult (14),5
4,0,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",265.8333333333333,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",265.8333333333333,265.8333333333333,[],0,"{8, 9, 5, 46}","{8: 1, 9: 1, 5: 1, 46: 1}",265.8333333333333,265.8333333333333,[],0,6,328,49,0.3421592712402344,0.3651599884033203,0.3733699321746826,adult (14),5
5,4,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",273.5,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",273.5,277.5,"[8, 17, 24, 34]",4,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",273.5,277.5,"[8, 17, 24, 34]",4,6,328,49,0.468890905380249,0.439180850982666,0.43183469772338867,adult (14),5
5,3,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",273.5,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",273.5,276.5,"[8, 17, 24]",3,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",273.5,276.5,"[8, 17, 24]",3,6,328,49,0.4680452346801758,0.41962695121765137,0.45537900924682617,adult (14),5
5,2,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",273.5,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",273.5,275.5,"[8, 17]",2,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",273.5,275.5,"[8, 17]",2,6,328,49,0.48577094078063965,0.4550619125366211,0.45455288887023926,adult (14),5
5,1,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",273.5,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",273.5,274.5,[8],1,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",273.5,274.5,[8],1,6,328,49,0.47473692893981934,0.4831972122192383,0.44336676597595215,adult (14),5
5,0,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",273.5,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",273.5,273.5,[],0,"{5, 8, 9, 46, 31}","{5: 1, 8: 1, 9: 1, 46: 1, 31: 1}",273.5,273.5,[],0,6,328,49,0.43263792991638184,0.44868016242980957,0.45977187156677246,adult (14),5
1,4,{5},{5: 1},189.5714285714283,{5},{5: 1},189.5714285714283,193.5714285714283,"[8, 24, 34, 44]",4,{5},{5: 1},189.5714285714283,193.5714285714283,"[8, 24, 34, 44]",4,7,328,49,0.1090703010559082,0.11320662498474121,0.09973812103271484,adult (14),6
1,3,{5},{5: 1},189.5714285714283,{5},{5: 1},189.5714285714283,192.5714285714283,"[8, 24, 34]",3,{5},{5: 1},189.5714285714283,192.5714285714283,"[8, 24, 34]",3,7,328,49,0.09352922439575195,0.110382080078125,0.09602689743041992,adult (14),6
1,2,{5},{5: 1},189.5714285714283,{5},{5: 1},189.5714285714283,191.5714285714283,"[8, 24]",2,{5},{5: 1},189.5714285714283,191.5714285714283,"[8, 24]",2,7,328,49,0.10286188125610352,0.10094094276428223,0.10033607482910156,adult (14),6
1,1,{5},{5: 1},189.5714285714283,{5},{5: 1},189.5714285714283,190.5714285714283,[8],1,{5},{5: 1},189.5714285714283,190.5714285714283,[8],1,7,328,49,0.1089169979095459,0.105194091796875,0.10601592063903809,adult (14),6
1,0,{5},{5: 1},189.5714285714283,{5},{5: 1},189.5714285714283,189.5714285714283,[],0,{5},{5: 1},189.5714285714283,189.5714285714283,[],0,7,328,49,0.10742807388305664,0.10393691062927246,0.10277628898620605,adult (14),6
2,4,"{9, 5}","{9: 1, 5: 1}",244.8571428571427,"{9, 5}","{9: 1, 5: 1}",244.8571428571427,248.8571428571427,"[8, 24, 34, 44]",4,"{9, 5}","{9: 1, 5: 1}",244.8571428571427,248.8571428571427,"[8, 24, 34, 44]",4,7,328,49,0.21567511558532715,0.21920323371887207,0.21016192436218262,adult (14),6
2,3,"{9, 5}","{9: 1, 5: 1}",244.8571428571427,"{9, 5}","{9: 1, 5: 1}",244.8571428571427,247.8571428571427,"[8, 24, 34]",3,"{9, 5}","{9: 1, 5: 1}",244.8571428571427,247.8571428571427,"[8, 24, 34]",3,7,328,49,0.21857190132141113,0.2469937801361084,0.31294703483581543,adult (14),6
2,2,"{9, 5}","{9: 1, 5: 1}",244.8571428571427,"{9, 5}","{9: 1, 5: 1}",244.8571428571427,246.8571428571427,"[8, 24]",2,"{9, 5}","{9: 1, 5: 1}",244.8571428571427,246.8571428571427,"[8, 24]",2,7,328,49,0.2071390151977539,0.2905271053314209,0.24274992942810059,adult (14),6
2,1,"{9, 5}","{9: 1, 5: 1}",244.8571428571427,"{9, 5}","{9: 1, 5: 1}",244.8571428571427,245.8571428571427,[8],1,"{9, 5}","{9: 1, 5: 1}",244.8571428571427,245.8571428571427,[8],1,7,328,49,0.2596302032470703,0.22395873069763184,0.22298121452331543,adult (14),6
2,0,"{9, 5}","{9: 1, 5: 1}",244.8571428571427,"{9, 5}","{9: 1, 5: 1}",244.8571428571427,244.8571428571427,[],0,"{9, 5}","{9: 1, 5: 1}",244.8571428571427,244.8571428571427,[],0,7,328,49,0.25793004035949707,0.2989058494567871,0.23690009117126465,adult (14),6
3,4,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",269.28571428571416,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",269.28571428571416,273.28571428571416,"[8, 24, 34, 44]",4,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",269.28571428571416,273.28571428571416,"[8, 24, 34, 44]",4,7,328,49,0.3475761413574219,0.35756802558898926,0.40833091735839844,adult (14),6
3,3,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",269.28571428571416,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",269.28571428571416,272.28571428571416,"[8, 24, 34]",3,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",269.28571428571416,272.28571428571416,"[8, 24, 34]",3,7,328,49,0.31370115280151367,0.3274071216583252,0.3737931251525879,adult (14),6
3,2,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",269.28571428571416,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",269.28571428571416,271.28571428571416,"[8, 24]",2,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",269.28571428571416,271.28571428571416,"[8, 24]",2,7,328,49,0.4507777690887451,0.36649584770202637,0.40015530586242676,adult (14),6
3,1,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",269.28571428571416,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",269.28571428571416,270.28571428571416,[8],1,"{8, 9, 5}","{8: 1, 9: 1, 5: 1}",269.28571428571416,270.28571428571416,[8],1,7,328,49,0.3562459945678711,0.3676321506500244,0.31851696968078613,adult (14),6
